18:00:40.287 [XNIO-1 task-1]  FwR53MnwQwqZbvSUx3HKCA DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
18:00:47.649 [XNIO-1 task-1]  9OS5_XObQnuxSwLQ_zKH5w DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
18:00:47.672 [XNIO-1 task-1]  Lsr7e7cRRz68PYasqOHpXw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:47.672 [XNIO-1 task-1]  Lsr7e7cRRz68PYasqOHpXw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
18:00:47.673 [XNIO-1 task-1]  Lsr7e7cRRz68PYasqOHpXw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:47.673 [XNIO-1 task-1]  Lsr7e7cRRz68PYasqOHpXw DEBUG com.networknt.schema.TypeValidator debug - validate( "6daed7a0-a34c-4ab0-9802-e138e1984e96", "6daed7a0-a34c-4ab0-9802-e138e1984e96", client_id)
18:00:47.674 [XNIO-1 task-1]  Lsr7e7cRRz68PYasqOHpXw DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
18:00:47.674 [XNIO-1 task-1]  Lsr7e7cRRz68PYasqOHpXw DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
18:00:47.675 [XNIO-1 task-1]  Lsr7e7cRRz68PYasqOHpXw DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
18:00:47.675 [XNIO-1 task-1]  Lsr7e7cRRz68PYasqOHpXw DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
18:00:47.675 [XNIO-1 task-1]  Lsr7e7cRRz68PYasqOHpXw DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
18:00:47.683 [XNIO-1 task-2]  d1DnSTG7RKOdZoEQXVdkRg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:47.683 [XNIO-1 task-2]  d1DnSTG7RKOdZoEQXVdkRg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:47.684 [XNIO-1 task-1]  Lsr7e7cRRz68PYasqOHpXw DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
18:00:47.684 [XNIO-1 task-1]  Lsr7e7cRRz68PYasqOHpXw DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@1da6e51f for /oauth2/code
18:00:47.684 [XNIO-1 task-1]  Lsr7e7cRRz68PYasqOHpXw DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
18:00:47.685 [XNIO-1 task-2]  d1DnSTG7RKOdZoEQXVdkRg DEBUG com.networknt.schema.TypeValidator debug - validate( "06ce6bc9-9d53-486a-a50e-960a4d168f0d", "06ce6bc9-9d53-486a-a50e-960a4d168f0d", client_id)
18:00:47.685 [XNIO-1 task-2]  d1DnSTG7RKOdZoEQXVdkRg DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
18:00:47.685 [XNIO-1 task-2]  d1DnSTG7RKOdZoEQXVdkRg DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
18:00:47.685 [XNIO-1 task-2]  d1DnSTG7RKOdZoEQXVdkRg DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
18:00:47.685 [XNIO-1 task-2]  d1DnSTG7RKOdZoEQXVdkRg DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@1b306c09 for /oauth2/code
18:00:47.685 [XNIO-1 task-2]  d1DnSTG7RKOdZoEQXVdkRg DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
18:00:47.686 [XNIO-1 task-1]  Lsr7e7cRRz68PYasqOHpXw DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=LExpH8AVSniu9EeRRNT0XA
18:00:47.691 [XNIO-1 task-1]  6xXjwMSxRy2uLsffWRepWg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:47.691 [XNIO-1 task-1]  6xXjwMSxRy2uLsffWRepWg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:47.692 [XNIO-1 task-1]  6xXjwMSxRy2uLsffWRepWg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:47.692 [XNIO-1 task-1]  6xXjwMSxRy2uLsffWRepWg DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
18:00:47.692 [XNIO-1 task-1]  6xXjwMSxRy2uLsffWRepWg DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
18:00:47.692 [XNIO-1 task-1]  6xXjwMSxRy2uLsffWRepWg DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
18:00:47.692 [XNIO-1 task-1]  6xXjwMSxRy2uLsffWRepWg DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@1b306c09 for /oauth2/code
18:00:47.693 [XNIO-1 task-1]  6xXjwMSxRy2uLsffWRepWg DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
18:00:47.694 [XNIO-1 task-2]  d1DnSTG7RKOdZoEQXVdkRg DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
18:00:47.694 [XNIO-1 task-2]  d1DnSTG7RKOdZoEQXVdkRg DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
18:00:47.695 [XNIO-1 task-2]  d1DnSTG7RKOdZoEQXVdkRg DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=LCRvgbghRTC6-lEacCHgMg
18:00:47.702 [XNIO-1 task-2]  0JLYZnekSxWfSiff6yIt8w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:47.702 [XNIO-1 task-2]  0JLYZnekSxWfSiff6yIt8w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
18:00:47.702 [XNIO-1 task-2]  0JLYZnekSxWfSiff6yIt8w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:47.703 [XNIO-1 task-2]  0JLYZnekSxWfSiff6yIt8w DEBUG com.networknt.schema.TypeValidator debug - validate( "nsvs7ILggoQAofPUKQ2ytQ3dEaj3sFxnwps3uuAah4k", "nsvs7ILggoQAofPUKQ2ytQ3dEaj3sFxnwps3uuAah4k", code_challenge)
18:00:47.703 [XNIO-1 task-2]  0JLYZnekSxWfSiff6yIt8w DEBUG com.networknt.schema.TypeValidator debug - validate( "S256", "S256", code_challenge_method)
18:00:47.703 [XNIO-1 task-2]  0JLYZnekSxWfSiff6yIt8w DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
18:00:47.703 [XNIO-1 task-2]  0JLYZnekSxWfSiff6yIt8w DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
18:00:47.704 [XNIO-1 task-2]  0JLYZnekSxWfSiff6yIt8w DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
18:00:47.704 [XNIO-1 task-2]  0JLYZnekSxWfSiff6yIt8w DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
18:00:47.704 [XNIO-1 task-2]  0JLYZnekSxWfSiff6yIt8w DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
18:00:47.705 [XNIO-1 task-1]  6xXjwMSxRy2uLsffWRepWg DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
18:00:47.708 [XNIO-1 task-1]  6xXjwMSxRy2uLsffWRepWg DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=Bf41ZDz3Q2GrHYquXAtcOA
18:00:47.711 [XNIO-1 task-2]  0JLYZnekSxWfSiff6yIt8w DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@1da6e51f for /oauth2/code
18:00:47.712 [XNIO-1 task-2]  0JLYZnekSxWfSiff6yIt8w DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
18:00:47.716 [XNIO-1 task-1]  JJaKFosERc-R37G19CoEYQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:47.716 [XNIO-1 task-1]  JJaKFosERc-R37G19CoEYQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:47.717 [XNIO-1 task-1]  JJaKFosERc-R37G19CoEYQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:47.718 [XNIO-1 task-1]  JJaKFosERc-R37G19CoEYQ DEBUG com.networknt.schema.TypeValidator debug - validate( "ec20b306-6658-4445-8389-7cd35733839c", "ec20b306-6658-4445-8389-7cd35733839c", client_id)
18:00:47.718 [XNIO-1 task-1]  JJaKFosERc-R37G19CoEYQ DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
18:00:47.718 [XNIO-1 task-1]  JJaKFosERc-R37G19CoEYQ DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
18:00:47.719 [XNIO-1 task-1]  JJaKFosERc-R37G19CoEYQ DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
18:00:47.719 [XNIO-1 task-1]  JJaKFosERc-R37G19CoEYQ DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
18:00:47.719 [XNIO-1 task-1]  JJaKFosERc-R37G19CoEYQ DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
18:00:47.722 [XNIO-1 task-2]  pK3iT-r7SECl0CeHK-Tadw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:47.722 [XNIO-1 task-2]  pK3iT-r7SECl0CeHK-Tadw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:47.722 [XNIO-1 task-2]  pK3iT-r7SECl0CeHK-Tadw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:47.723 [XNIO-1 task-2]  pK3iT-r7SECl0CeHK-Tadw DEBUG com.networknt.schema.TypeValidator debug - validate( "06ce6bc9-9d53-486a-a50e-960a4d168f0d", "06ce6bc9-9d53-486a-a50e-960a4d168f0d", client_id)
18:00:47.723 [XNIO-1 task-2]  pK3iT-r7SECl0CeHK-Tadw DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
18:00:47.723 [XNIO-1 task-2]  pK3iT-r7SECl0CeHK-Tadw DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
18:00:47.723 [XNIO-1 task-2]  pK3iT-r7SECl0CeHK-Tadw DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
18:00:47.723 [XNIO-1 task-2]  pK3iT-r7SECl0CeHK-Tadw DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@1b306c09 for /oauth2/code
18:00:47.723 [XNIO-1 task-2]  pK3iT-r7SECl0CeHK-Tadw DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
18:00:47.729 [XNIO-1 task-1]  JJaKFosERc-R37G19CoEYQ DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
18:00:47.729 [XNIO-1 task-1]  JJaKFosERc-R37G19CoEYQ DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
18:00:47.730 [XNIO-1 task-2]  pK3iT-r7SECl0CeHK-Tadw DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
18:00:47.730 [XNIO-1 task-2]  pK3iT-r7SECl0CeHK-Tadw DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
18:00:47.731 [XNIO-1 task-1]  JJaKFosERc-R37G19CoEYQ DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=nJJ8YoVVSXeei85yezJ17g
18:00:47.735 [XNIO-1 task-2]  vuoL9CQ6Tp-Dyag7cRBXMw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:47.735 [XNIO-1 task-2]  vuoL9CQ6Tp-Dyag7cRBXMw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
18:00:47.735 [XNIO-1 task-2]  vuoL9CQ6Tp-Dyag7cRBXMw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:47.735 [XNIO-1 task-2]  vuoL9CQ6Tp-Dyag7cRBXMw DEBUG com.networknt.schema.TypeValidator debug - validate( "9082c788-f943-4aee-8586-76110a480868", "9082c788-f943-4aee-8586-76110a480868", client_id)
18:00:47.736 [XNIO-1 task-2]  vuoL9CQ6Tp-Dyag7cRBXMw DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
18:00:47.736 [XNIO-1 task-2]  vuoL9CQ6Tp-Dyag7cRBXMw DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
18:00:47.737 [XNIO-1 task-2]  vuoL9CQ6Tp-Dyag7cRBXMw DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
18:00:47.737 [XNIO-1 task-2]  vuoL9CQ6Tp-Dyag7cRBXMw DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
18:00:47.737 [XNIO-1 task-2]  vuoL9CQ6Tp-Dyag7cRBXMw DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
18:00:47.739 [XNIO-1 task-1]  kmp-SCC1RhCwuFg6dwYbFA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:47.739 [XNIO-1 task-1]  kmp-SCC1RhCwuFg6dwYbFA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:47.739 [XNIO-1 task-1]  kmp-SCC1RhCwuFg6dwYbFA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:47.739 [XNIO-1 task-1]  kmp-SCC1RhCwuFg6dwYbFA DEBUG com.networknt.schema.TypeValidator debug - validate( "06ce6bc9-9d53-486a-a50e-960a4d168f0d", "06ce6bc9-9d53-486a-a50e-960a4d168f0d", client_id)
18:00:47.740 [XNIO-1 task-1]  kmp-SCC1RhCwuFg6dwYbFA DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
18:00:47.740 [XNIO-1 task-1]  kmp-SCC1RhCwuFg6dwYbFA DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
18:00:47.740 [XNIO-1 task-1]  kmp-SCC1RhCwuFg6dwYbFA DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
18:00:47.740 [XNIO-1 task-1]  kmp-SCC1RhCwuFg6dwYbFA DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@1b306c09 for /oauth2/code
18:00:47.740 [XNIO-1 task-1]  kmp-SCC1RhCwuFg6dwYbFA DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
18:00:47.746 [XNIO-1 task-2]  vuoL9CQ6Tp-Dyag7cRBXMw DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
18:00:47.747 [XNIO-1 task-2]  vuoL9CQ6Tp-Dyag7cRBXMw DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
18:00:47.752 [XNIO-1 task-2]  vuoL9CQ6Tp-Dyag7cRBXMw DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=cp9aInfOTNWdoxk6zHIAZQ
18:00:47.757 [XNIO-1 task-1]  kmp-SCC1RhCwuFg6dwYbFA DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@1da6e51f for /oauth2/code
18:00:47.758 [XNIO-1 task-1]  kmp-SCC1RhCwuFg6dwYbFA DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
18:00:47.783 [XNIO-1 task-1]  xWqdB_fUQh-V66NiQhhN7Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:47.784 [XNIO-1 task-1]  xWqdB_fUQh-V66NiQhhN7Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
18:00:47.785 [XNIO-1 task-1]  xWqdB_fUQh-V66NiQhhN7Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:47.785 [XNIO-1 task-1]  xWqdB_fUQh-V66NiQhhN7Q DEBUG com.networknt.schema.TypeValidator debug - validate( "9082c788-f943-4aee-8586-76110a480868", "9082c788-f943-4aee-8586-76110a480868", client_id)
18:00:47.785 [XNIO-1 task-1]  xWqdB_fUQh-V66NiQhhN7Q DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
18:00:47.785 [XNIO-1 task-1]  xWqdB_fUQh-V66NiQhhN7Q DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
18:00:47.786 [XNIO-1 task-1]  xWqdB_fUQh-V66NiQhhN7Q DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
18:00:47.786 [XNIO-1 task-1]  xWqdB_fUQh-V66NiQhhN7Q DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
18:00:47.787 [XNIO-1 task-1]  xWqdB_fUQh-V66NiQhhN7Q DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
18:00:47.796 [XNIO-1 task-1]  xWqdB_fUQh-V66NiQhhN7Q DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@1da6e51f for /oauth2/code
18:00:47.796 [XNIO-1 task-1]  xWqdB_fUQh-V66NiQhhN7Q DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
18:00:47.801 [XNIO-1 task-1]  RpjuRQOUTSi8TZWidzwR6g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:47.801 [XNIO-1 task-1]  RpjuRQOUTSi8TZWidzwR6g DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
18:00:47.801 [XNIO-1 task-1]  RpjuRQOUTSi8TZWidzwR6g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:47.801 [XNIO-1 task-1]  RpjuRQOUTSi8TZWidzwR6g DEBUG com.networknt.schema.TypeValidator debug - validate( "d29d5af2-c1f2-4300-b1e3-77c4cdc886c5", "d29d5af2-c1f2-4300-b1e3-77c4cdc886c5", client_id)
18:00:47.802 [XNIO-1 task-1]  RpjuRQOUTSi8TZWidzwR6g DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
18:00:47.802 [XNIO-1 task-1]  RpjuRQOUTSi8TZWidzwR6g DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
18:00:47.802 [XNIO-1 task-1]  RpjuRQOUTSi8TZWidzwR6g DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
18:00:47.802 [XNIO-1 task-1]  RpjuRQOUTSi8TZWidzwR6g DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
18:00:47.802 [XNIO-1 task-1]  RpjuRQOUTSi8TZWidzwR6g DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
18:00:47.813 [XNIO-1 task-1]  RpjuRQOUTSi8TZWidzwR6g DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@1da6e51f for /oauth2/code
18:00:47.813 [XNIO-1 task-1]  RpjuRQOUTSi8TZWidzwR6g DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
18:00:47.827 [XNIO-1 task-1]  szOA8f-eS4Kp6b1gWU06Fg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:47.827 [XNIO-1 task-1]  szOA8f-eS4Kp6b1gWU06Fg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
18:00:47.828 [XNIO-1 task-1]  szOA8f-eS4Kp6b1gWU06Fg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:47.828 [XNIO-1 task-1]  szOA8f-eS4Kp6b1gWU06Fg DEBUG com.networknt.schema.TypeValidator debug - validate( "osYG3xkqlpAnC-H1Fn67c-rhsFKCe1XSUcC47fL0jqE", "osYG3xkqlpAnC-H1Fn67c-rhsFKCe1XSUcC47fL0jqE", code_challenge)
18:00:47.828 [XNIO-1 task-1]  szOA8f-eS4Kp6b1gWU06Fg DEBUG com.networknt.schema.TypeValidator debug - validate( "S256", "S256", code_challenge_method)
18:00:47.828 [XNIO-1 task-1]  szOA8f-eS4Kp6b1gWU06Fg DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
18:00:47.828 [XNIO-1 task-1]  szOA8f-eS4Kp6b1gWU06Fg DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
18:00:47.828 [XNIO-1 task-1]  szOA8f-eS4Kp6b1gWU06Fg DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
18:00:47.829 [XNIO-1 task-1]  szOA8f-eS4Kp6b1gWU06Fg DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
18:00:47.829 [XNIO-1 task-1]  szOA8f-eS4Kp6b1gWU06Fg DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
18:00:47.835 [XNIO-1 task-2]  EiqwRMcYTtauXjriinMV2g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:47.835 [XNIO-1 task-2]  EiqwRMcYTtauXjriinMV2g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:47.835 [XNIO-1 task-2]  EiqwRMcYTtauXjriinMV2g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:47.836 [XNIO-1 task-2]  EiqwRMcYTtauXjriinMV2g DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
18:00:47.836 [XNIO-1 task-2]  EiqwRMcYTtauXjriinMV2g DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
18:00:47.837 [XNIO-1 task-2]  EiqwRMcYTtauXjriinMV2g DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
18:00:47.837 [XNIO-1 task-2]  EiqwRMcYTtauXjriinMV2g DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@1b306c09 for /oauth2/code
18:00:47.837 [XNIO-1 task-2]  EiqwRMcYTtauXjriinMV2g DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
18:00:47.842 [XNIO-1 task-1]  szOA8f-eS4Kp6b1gWU06Fg DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
18:00:47.843 [XNIO-1 task-1]  szOA8f-eS4Kp6b1gWU06Fg DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
18:00:47.846 [XNIO-1 task-1]  szOA8f-eS4Kp6b1gWU06Fg DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=SuxjLapwRWWJqWmyJfndxA
18:00:47.848 [XNIO-1 task-2]  EiqwRMcYTtauXjriinMV2g DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@1da6e51f for /oauth2/code
18:00:47.848 [XNIO-1 task-2]  EiqwRMcYTtauXjriinMV2g DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
18:00:47.856 [XNIO-1 task-2]  ZJP1tBfwRTG6419XabmMKQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:47.856 [XNIO-1 task-2]  ZJP1tBfwRTG6419XabmMKQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
18:00:47.857 [XNIO-1 task-2]  ZJP1tBfwRTG6419XabmMKQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:47.857 [XNIO-1 task-2]  ZJP1tBfwRTG6419XabmMKQ DEBUG com.networknt.schema.TypeValidator debug - validate( "zgg2PhJ4ceKl8HzkjRZbfrVbwVSgq-xGcpObvCqUsKo", "zgg2PhJ4ceKl8HzkjRZbfrVbwVSgq-xGcpObvCqUsKo", code_challenge)
18:00:47.857 [XNIO-1 task-2]  ZJP1tBfwRTG6419XabmMKQ DEBUG com.networknt.schema.TypeValidator debug - validate( "S256", "S256", code_challenge_method)
18:00:47.857 [XNIO-1 task-2]  ZJP1tBfwRTG6419XabmMKQ DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
