23:10:19.937 [XNIO-1 task-1]  v-CwHm1PQvmHEuXa-uXWTw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/9839f140-fbdf-42c1-a11f-3397c148ea80, base path is set to: null
23:10:21.989 [XNIO-1 task-1]  gMia5XE_Qy-L4NoyZg4RBw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:21.990 [XNIO-1 task-1]  gMia5XE_Qy-L4NoyZg4RBw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:21.990 [XNIO-1 task-1]  gMia5XE_Qy-L4NoyZg4RBw DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
23:10:21.990 [XNIO-1 task-1]  gMia5XE_Qy-L4NoyZg4RBw DEBUG c.n.o.t.h.Oauth2RefreshTokenGetHandler handleRequest - userId = % page = 0 pageSize = 10
23:10:21.991 [hz._hzInstance_1_dev.partition-operation.thread-5]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:58b46ef1
23:10:21.999 [XNIO-1 task-1]  6RbGFfCESe2BU21oqQrZyA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/a070dd5d-af0a-4cd3-b1d1-b5163aa5f215
23:10:21.999 [XNIO-1 task-1]  6RbGFfCESe2BU21oqQrZyA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:22.000 [XNIO-1 task-1]  6RbGFfCESe2BU21oqQrZyA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/{refreshToken}
23:10:22.000 [XNIO-1 task-1]  6RbGFfCESe2BU21oqQrZyA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/a070dd5d-af0a-4cd3-b1d1-b5163aa5f215
23:10:22.000 [XNIO-1 task-1]  6RbGFfCESe2BU21oqQrZyA DEBUG c.n.o.t.h.Oauth2RefreshTokenRefreshTokenGetHandler handleRequest - refreshToken = a070dd5d-af0a-4cd3-b1d1-b5163aa5f215
23:10:22.012 [XNIO-1 task-1]  Protb18CQC6YD7Yw0CnKUQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/a070dd5d-af0a-4cd3-b1d1-b5163aa5f215, base path is set to: null
23:10:22.012 [XNIO-1 task-1]  Protb18CQC6YD7Yw0CnKUQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:22.013 [XNIO-1 task-1]  Protb18CQC6YD7Yw0CnKUQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token/{refreshToken}
23:10:22.013 [XNIO-1 task-1]  Protb18CQC6YD7Yw0CnKUQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/a070dd5d-af0a-4cd3-b1d1-b5163aa5f215, base path is set to: null
23:10:22.013 [XNIO-1 task-1]  Protb18CQC6YD7Yw0CnKUQ DEBUG com.networknt.schema.TypeValidator debug - validate( "a070dd5d-af0a-4cd3-b1d1-b5163aa5f215", "a070dd5d-af0a-4cd3-b1d1-b5163aa5f215", refreshToken)
23:10:22.013 [XNIO-1 task-1]  Protb18CQC6YD7Yw0CnKUQ ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {"statusCode":404,"code":"ERR12029","message":"REFRESH_TOKEN_NOT_FOUND","description":"Refresh token a070dd5d-af0a-4cd3-b1d1-b5163aa5f215 is not found.","severity":"ERROR"}
23:10:22.022 [XNIO-1 task-1]  dFKIrHCrTYKDfkiG_bUVuw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/a070dd5d-af0a-4cd3-b1d1-b5163aa5f215
23:10:22.022 [XNIO-1 task-1]  dFKIrHCrTYKDfkiG_bUVuw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:22.022 [XNIO-1 task-1]  dFKIrHCrTYKDfkiG_bUVuw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/{refreshToken}
23:10:22.022 [XNIO-1 task-1]  dFKIrHCrTYKDfkiG_bUVuw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/a070dd5d-af0a-4cd3-b1d1-b5163aa5f215
23:10:22.022 [XNIO-1 task-1]  dFKIrHCrTYKDfkiG_bUVuw DEBUG c.n.o.t.h.Oauth2RefreshTokenRefreshTokenGetHandler handleRequest - refreshToken = a070dd5d-af0a-4cd3-b1d1-b5163aa5f215
23:10:22.027 [XNIO-1 task-1]  k4TgzeajRi6WpsbMYCOVFA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/37098dfc-c642-4212-b6c0-bea003c859cb, base path is set to: null
23:10:22.027 [XNIO-1 task-1]  k4TgzeajRi6WpsbMYCOVFA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:22.027 [XNIO-1 task-1]  k4TgzeajRi6WpsbMYCOVFA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token/{refreshToken}
23:10:22.027 [XNIO-1 task-1]  k4TgzeajRi6WpsbMYCOVFA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/37098dfc-c642-4212-b6c0-bea003c859cb, base path is set to: null
23:10:22.028 [XNIO-1 task-1]  k4TgzeajRi6WpsbMYCOVFA DEBUG com.networknt.schema.TypeValidator debug - validate( "37098dfc-c642-4212-b6c0-bea003c859cb", "37098dfc-c642-4212-b6c0-bea003c859cb", refreshToken)
23:10:22.028 [XNIO-1 task-1]  k4TgzeajRi6WpsbMYCOVFA ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {"statusCode":404,"code":"ERR12029","message":"REFRESH_TOKEN_NOT_FOUND","description":"Refresh token 37098dfc-c642-4212-b6c0-bea003c859cb is not found.","severity":"ERROR"}
23:10:22.028 [hz._hzInstance_1_dev.partition-operation.thread-8]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:8b15d584
23:10:22.031 [XNIO-1 task-1]  IrzxwkzsQnuPy1pwninXTQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:22.031 [XNIO-1 task-1]  IrzxwkzsQnuPy1pwninXTQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:22.032 [XNIO-1 task-1]  IrzxwkzsQnuPy1pwninXTQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:22.032 [XNIO-1 task-1]  IrzxwkzsQnuPy1pwninXTQ DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
23:10:22.032 [XNIO-1 task-1]  IrzxwkzsQnuPy1pwninXTQ DEBUG c.n.o.t.h.Oauth2RefreshTokenGetHandler handleRequest - userId = % page = 0 pageSize = 10
23:10:22.038 [XNIO-1 task-1]  rhLsf-L4RF2T1jf7upZXjg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/a070dd5d-af0a-4cd3-b1d1-b5163aa5f215
23:10:22.038 [XNIO-1 task-1]  rhLsf-L4RF2T1jf7upZXjg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:22.038 [XNIO-1 task-1]  rhLsf-L4RF2T1jf7upZXjg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/{refreshToken}
23:10:22.038 [XNIO-1 task-1]  rhLsf-L4RF2T1jf7upZXjg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/a070dd5d-af0a-4cd3-b1d1-b5163aa5f215
23:10:22.038 [XNIO-1 task-1]  rhLsf-L4RF2T1jf7upZXjg DEBUG c.n.o.t.h.Oauth2RefreshTokenRefreshTokenGetHandler handleRequest - refreshToken = a070dd5d-af0a-4cd3-b1d1-b5163aa5f215
23:10:22.042 [XNIO-1 task-1]  ncgb6f5zTM-Y2wUR4SiQwA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:22.042 [XNIO-1 task-1]  ncgb6f5zTM-Y2wUR4SiQwA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:22.042 [XNIO-1 task-1]  ncgb6f5zTM-Y2wUR4SiQwA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:22.043 [XNIO-1 task-1]  ncgb6f5zTM-Y2wUR4SiQwA DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
23:10:22.043 [XNIO-1 task-1]  ncgb6f5zTM-Y2wUR4SiQwA DEBUG c.n.o.t.h.Oauth2RefreshTokenGetHandler handleRequest - userId = % page = 0 pageSize = 10
23:10:22.052 [XNIO-1 task-1]  el-bZM7PRDqC_l1Cg87uYA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:22.052 [XNIO-1 task-1]  el-bZM7PRDqC_l1Cg87uYA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:22.053 [XNIO-1 task-1]  el-bZM7PRDqC_l1Cg87uYA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:22.053 [XNIO-1 task-1]  el-bZM7PRDqC_l1Cg87uYA DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
23:10:22.061 [XNIO-1 task-1]  MvOGFhapRDe8VFHhbO9psQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/a070dd5d-af0a-4cd3-b1d1-b5163aa5f215, base path is set to: null
23:10:22.061 [XNIO-1 task-1]  MvOGFhapRDe8VFHhbO9psQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:22.061 [XNIO-1 task-1]  MvOGFhapRDe8VFHhbO9psQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token/{refreshToken}
23:10:22.061 [XNIO-1 task-1]  MvOGFhapRDe8VFHhbO9psQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/a070dd5d-af0a-4cd3-b1d1-b5163aa5f215, base path is set to: null
23:10:22.061 [XNIO-1 task-1]  MvOGFhapRDe8VFHhbO9psQ DEBUG com.networknt.schema.TypeValidator debug - validate( "a070dd5d-af0a-4cd3-b1d1-b5163aa5f215", "a070dd5d-af0a-4cd3-b1d1-b5163aa5f215", refreshToken)
23:10:22.061 [XNIO-1 task-1]  MvOGFhapRDe8VFHhbO9psQ ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {"statusCode":404,"code":"ERR12029","message":"REFRESH_TOKEN_NOT_FOUND","description":"Refresh token a070dd5d-af0a-4cd3-b1d1-b5163aa5f215 is not found.","severity":"ERROR"}
23:10:22.070 [XNIO-1 task-1]  G9g1mUCFTaewVr88aZBh_w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/a070dd5d-af0a-4cd3-b1d1-b5163aa5f215
23:10:22.070 [XNIO-1 task-1]  G9g1mUCFTaewVr88aZBh_w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:22.070 [XNIO-1 task-1]  G9g1mUCFTaewVr88aZBh_w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/{refreshToken}
23:10:22.070 [XNIO-1 task-1]  G9g1mUCFTaewVr88aZBh_w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/a070dd5d-af0a-4cd3-b1d1-b5163aa5f215
23:10:22.070 [XNIO-1 task-1]  G9g1mUCFTaewVr88aZBh_w DEBUG c.n.o.t.h.Oauth2RefreshTokenRefreshTokenGetHandler handleRequest - refreshToken = a070dd5d-af0a-4cd3-b1d1-b5163aa5f215
23:10:22.078 [XNIO-1 task-1]  d3rT7LroTNui9uTdeowaRg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/9553c03c-a402-4137-b03a-972d0c4df2ab, base path is set to: null
23:10:22.078 [XNIO-1 task-1]  d3rT7LroTNui9uTdeowaRg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/9553c03c-a402-4137-b03a-972d0c4df2ab
23:10:22.078 [XNIO-1 task-1]  d3rT7LroTNui9uTdeowaRg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:22.078 [XNIO-1 task-1]  d3rT7LroTNui9uTdeowaRg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/{refreshToken}
23:10:22.078 [XNIO-1 task-1]  d3rT7LroTNui9uTdeowaRg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/9553c03c-a402-4137-b03a-972d0c4df2ab
23:10:22.078 [XNIO-1 task-1]  d3rT7LroTNui9uTdeowaRg DEBUG c.n.o.t.h.Oauth2RefreshTokenRefreshTokenGetHandler handleRequest - refreshToken = 9553c03c-a402-4137-b03a-972d0c4df2ab
23:10:22.078 [hz._hzInstance_1_dev.partition-operation.thread-5]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:a9e74739
23:10:22.087 [XNIO-1 task-1]  QMPzBv0hQCSn9-NwmuwhOw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:22.088 [XNIO-1 task-1]  QMPzBv0hQCSn9-NwmuwhOw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:22.088 [XNIO-1 task-1]  QMPzBv0hQCSn9-NwmuwhOw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:22.088 [XNIO-1 task-1]  QMPzBv0hQCSn9-NwmuwhOw DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
23:10:22.097 [XNIO-1 task-1]  hOzIW_XQQMG9Bijg3PKolQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:22.097 [XNIO-1 task-1]  hOzIW_XQQMG9Bijg3PKolQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:22.097 [XNIO-1 task-1]  hOzIW_XQQMG9Bijg3PKolQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:22.097 [XNIO-1 task-1]  hOzIW_XQQMG9Bijg3PKolQ DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
23:10:22.097 [XNIO-1 task-1]  hOzIW_XQQMG9Bijg3PKolQ DEBUG c.n.o.t.h.Oauth2RefreshTokenGetHandler handleRequest - userId = % page = 0 pageSize = 10
23:10:22.100 [hz._hzInstance_1_dev.partition-operation.thread-5]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:58b46ef1
23:10:22.105 [hz._hzInstance_1_dev.partition-operation.thread-10]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:8a8f3bbe
23:10:22.107 [XNIO-1 task-1]  t-jrioeFTWytmNwhvuwFPQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:22.108 [XNIO-1 task-1]  t-jrioeFTWytmNwhvuwFPQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:22.108 [XNIO-1 task-1]  t-jrioeFTWytmNwhvuwFPQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:22.108 [XNIO-1 task-1]  t-jrioeFTWytmNwhvuwFPQ DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
23:10:22.108 [XNIO-1 task-1]  t-jrioeFTWytmNwhvuwFPQ DEBUG c.n.o.t.h.Oauth2RefreshTokenGetHandler handleRequest - userId = % page = 0 pageSize = 10
23:10:22.117 [XNIO-1 task-1]  U2FgWxBBS36w_DIuwn-w6w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:22.117 [XNIO-1 task-1]  U2FgWxBBS36w_DIuwn-w6w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:22.117 [XNIO-1 task-1]  U2FgWxBBS36w_DIuwn-w6w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:22.117 [XNIO-1 task-1]  U2FgWxBBS36w_DIuwn-w6w DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
23:10:22.122 [XNIO-1 task-1]  01OIAEPZRL-hZktL5O3fuQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:22.122 [XNIO-1 task-1]  01OIAEPZRL-hZktL5O3fuQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:22.122 [XNIO-1 task-1]  01OIAEPZRL-hZktL5O3fuQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:22.122 [XNIO-1 task-1]  01OIAEPZRL-hZktL5O3fuQ DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
23:10:22.122 [XNIO-1 task-1]  01OIAEPZRL-hZktL5O3fuQ DEBUG c.n.o.t.h.Oauth2RefreshTokenGetHandler handleRequest - userId = % page = 0 pageSize = 10
23:10:22.127 [hz._hzInstance_1_dev.partition-operation.thread-6]   DEBUG c.n.oauth.cache.RefreshTokenMapStore store - Store:6f023eca-2c83-4cb8-bc25-7a99251919af
23:10:22.128 [hz._hzInstance_1_dev.partition-operation.thread-4]   DEBUG c.n.oauth.cache.ServiceMapStore load - Load:109b1fa6
23:10:22.129 [XNIO-1 task-1]  _tBgYMOHTo6DCfSjKKZvYg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:22.129 [XNIO-1 task-1]  _tBgYMOHTo6DCfSjKKZvYg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:22.129 [XNIO-1 task-1]  _tBgYMOHTo6DCfSjKKZvYg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:22.129 [XNIO-1 task-1]  _tBgYMOHTo6DCfSjKKZvYg DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
23:10:22.130 [hz._hzInstance_1_dev.partition-operation.thread-4]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:109b1fa6
23:10:22.135 [XNIO-1 task-1]  UiWnN7tAQhOqCmodX8t5vA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/e0b8341e-b616-4983-b8a6-83a9b7609a22, base path is set to: null
23:10:22.136 [XNIO-1 task-1]  UiWnN7tAQhOqCmodX8t5vA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:22.136 [XNIO-1 task-1]  UiWnN7tAQhOqCmodX8t5vA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token/{refreshToken}
23:10:22.136 [XNIO-1 task-1]  UiWnN7tAQhOqCmodX8t5vA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/e0b8341e-b616-4983-b8a6-83a9b7609a22, base path is set to: null
23:10:22.136 [XNIO-1 task-1]  UiWnN7tAQhOqCmodX8t5vA DEBUG com.networknt.schema.TypeValidator debug - validate( "e0b8341e-b616-4983-b8a6-83a9b7609a22", "e0b8341e-b616-4983-b8a6-83a9b7609a22", refreshToken)
23:10:22.138 [XNIO-1 task-1]  UiWnN7tAQhOqCmodX8t5vA ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {"statusCode":404,"code":"ERR12029","message":"REFRESH_TOKEN_NOT_FOUND","description":"Refresh token e0b8341e-b616-4983-b8a6-83a9b7609a22 is not found.","severity":"ERROR"}
23:10:22.141 [hz._hzInstance_1_dev.partition-operation.thread-10]   DEBUG c.n.oauth.cache.ServiceMapStore load - Load:8a8f3bbe
23:10:22.142 [XNIO-1 task-1]  DZoQ5VKNQ2KfbZLnrUZYOQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/a0332a10-7919-4032-b06f-c7506d959444
23:10:22.142 [XNIO-1 task-1]  DZoQ5VKNQ2KfbZLnrUZYOQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:22.142 [XNIO-1 task-1]  DZoQ5VKNQ2KfbZLnrUZYOQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/{refreshToken}
23:10:22.142 [XNIO-1 task-1]  DZoQ5VKNQ2KfbZLnrUZYOQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/a0332a10-7919-4032-b06f-c7506d959444
23:10:22.142 [XNIO-1 task-1]  DZoQ5VKNQ2KfbZLnrUZYOQ DEBUG c.n.o.t.h.Oauth2RefreshTokenRefreshTokenDeleteHandler handleRequest - refreshToken = a0332a10-7919-4032-b06f-c7506d959444
23:10:22.151 [XNIO-1 task-1]  PPXfVPCSTyOrV0ZR8z-whA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/ca863491-fbe7-4c9a-8470-1b43a71314a7, base path is set to: null
23:10:22.151 [XNIO-1 task-1]  PPXfVPCSTyOrV0ZR8z-whA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:22.151 [XNIO-1 task-1]  PPXfVPCSTyOrV0ZR8z-whA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token/{refreshToken}
23:10:22.151 [XNIO-1 task-1]  PPXfVPCSTyOrV0ZR8z-whA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/ca863491-fbe7-4c9a-8470-1b43a71314a7, base path is set to: null
23:10:22.151 [XNIO-1 task-1]  PPXfVPCSTyOrV0ZR8z-whA DEBUG com.networknt.schema.TypeValidator debug - validate( "ca863491-fbe7-4c9a-8470-1b43a71314a7", "ca863491-fbe7-4c9a-8470-1b43a71314a7", refreshToken)
23:10:22.151 [XNIO-1 task-1]  PPXfVPCSTyOrV0ZR8z-whA ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {"statusCode":404,"code":"ERR12029","message":"REFRESH_TOKEN_NOT_FOUND","description":"Refresh token ca863491-fbe7-4c9a-8470-1b43a71314a7 is not found.","severity":"ERROR"}
23:10:22.156 [XNIO-1 task-1]  Xran--ywQfedvB7Rbq9epA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/a0332a10-7919-4032-b06f-c7506d959444
23:10:22.156 [XNIO-1 task-1]  Xran--ywQfedvB7Rbq9epA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:22.156 [XNIO-1 task-1]  Xran--ywQfedvB7Rbq9epA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/{refreshToken}
23:10:22.156 [XNIO-1 task-1]  Xran--ywQfedvB7Rbq9epA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/a0332a10-7919-4032-b06f-c7506d959444
23:10:22.156 [XNIO-1 task-1]  Xran--ywQfedvB7Rbq9epA DEBUG c.n.o.t.h.Oauth2RefreshTokenRefreshTokenGetHandler handleRequest - refreshToken = a0332a10-7919-4032-b06f-c7506d959444
23:10:22.157 [hz._hzInstance_1_dev.partition-operation.thread-4]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:109b1fa6
23:10:22.159 [XNIO-1 task-1]  VHVYIcUTQa6rrtH0aEdZUw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/ca863491-fbe7-4c9a-8470-1b43a71314a7, base path is set to: null
23:10:22.159 [XNIO-1 task-1]  VHVYIcUTQa6rrtH0aEdZUw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:22.159 [XNIO-1 task-1]  VHVYIcUTQa6rrtH0aEdZUw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token/{refreshToken}
23:10:22.159 [XNIO-1 task-1]  VHVYIcUTQa6rrtH0aEdZUw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/ca863491-fbe7-4c9a-8470-1b43a71314a7, base path is set to: null
23:10:22.159 [XNIO-1 task-1]  VHVYIcUTQa6rrtH0aEdZUw DEBUG com.networknt.schema.TypeValidator debug - validate( "ca863491-fbe7-4c9a-8470-1b43a71314a7", "ca863491-fbe7-4c9a-8470-1b43a71314a7", refreshToken)
23:10:22.160 [XNIO-1 task-1]  VHVYIcUTQa6rrtH0aEdZUw ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {"statusCode":404,"code":"ERR12029","message":"REFRESH_TOKEN_NOT_FOUND","description":"Refresh token ca863491-fbe7-4c9a-8470-1b43a71314a7 is not found.","severity":"ERROR"}
23:10:22.165 [XNIO-1 task-1]  AA_484UcQsOcAxUXPSrmYQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/a0332a10-7919-4032-b06f-c7506d959444
23:10:22.165 [XNIO-1 task-1]  AA_484UcQsOcAxUXPSrmYQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:22.165 [XNIO-1 task-1]  AA_484UcQsOcAxUXPSrmYQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/{refreshToken}
23:10:22.165 [XNIO-1 task-1]  AA_484UcQsOcAxUXPSrmYQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/a0332a10-7919-4032-b06f-c7506d959444
23:10:22.166 [XNIO-1 task-1]  AA_484UcQsOcAxUXPSrmYQ DEBUG c.n.o.t.h.Oauth2RefreshTokenRefreshTokenGetHandler handleRequest - refreshToken = a0332a10-7919-4032-b06f-c7506d959444
23:10:22.172 [XNIO-1 task-1]  mbEM-aNZTbiQkExrOaNWAw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:22.172 [XNIO-1 task-1]  mbEM-aNZTbiQkExrOaNWAw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:22.173 [XNIO-1 task-1]  mbEM-aNZTbiQkExrOaNWAw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:22.173 [XNIO-1 task-1]  mbEM-aNZTbiQkExrOaNWAw DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
23:10:22.173 [XNIO-1 task-1]  mbEM-aNZTbiQkExrOaNWAw DEBUG c.n.o.t.h.Oauth2RefreshTokenGetHandler handleRequest - userId = % page = 0 pageSize = 10
23:10:22.177 [XNIO-1 task-1]  zxKWdLk-Re6dsybgktPcXA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:22.177 [XNIO-1 task-1]  zxKWdLk-Re6dsybgktPcXA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
