08:11:46.169 [XNIO-1 task-2]  MBjlzHl4Q6O-EmMDAPKNyQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/65b2e657
08:11:51.673 [XNIO-1 task-2]  lIU-NlK8TCudvzosNmz87Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
08:11:51.674 [XNIO-1 task-2]  lIU-NlK8TCudvzosNmz87Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:51.681 [XNIO-1 task-2]  tLApBvyiTvqkXd43FOmP4w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:51.681 [XNIO-1 task-2]  tLApBvyiTvqkXd43FOmP4w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
08:11:51.681 [XNIO-1 task-2]  tLApBvyiTvqkXd43FOmP4w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:51.682 [XNIO-1 task-2]  tLApBvyiTvqkXd43FOmP4w DEBUG com.networknt.schema.TypeValidator debug - validate( {"serviceType":"swagger","serviceId":"ecfea2c9","serviceName":"ff17b172-3cdb-499a-85b0-af78c877","serviceDesc":"01f53048-7b03-4414-8446-0cb23da40535","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"ecfea2c9","serviceName":"ff17b172-3cdb-499a-85b0-af78c877","serviceDesc":"01f53048-7b03-4414-8446-0cb23da40535","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
08:11:51.682 [XNIO-1 task-2]  tLApBvyiTvqkXd43FOmP4w DEBUG c.n.schema.PropertiesValidator debug - validate( {"serviceType":"swagger","serviceId":"ecfea2c9","serviceName":"ff17b172-3cdb-499a-85b0-af78c877","serviceDesc":"01f53048-7b03-4414-8446-0cb23da40535","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"ecfea2c9","serviceName":"ff17b172-3cdb-499a-85b0-af78c877","serviceDesc":"01f53048-7b03-4414-8446-0cb23da40535","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
08:11:51.682 [XNIO-1 task-2]  tLApBvyiTvqkXd43FOmP4w DEBUG com.networknt.schema.EnumValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"ecfea2c9","serviceName":"ff17b172-3cdb-499a-85b0-af78c877","serviceDesc":"01f53048-7b03-4414-8446-0cb23da40535","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
08:11:51.682 [XNIO-1 task-2]  tLApBvyiTvqkXd43FOmP4w DEBUG com.networknt.schema.TypeValidator debug - validate( "read write", {"serviceType":"swagger","serviceId":"ecfea2c9","serviceName":"ff17b172-3cdb-499a-85b0-af78c877","serviceDesc":"01f53048-7b03-4414-8446-0cb23da40535","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.scope)
08:11:51.682 [XNIO-1 task-2]  tLApBvyiTvqkXd43FOmP4w DEBUG com.networknt.schema.TypeValidator debug - validate( "ff17b172-3cdb-499a-85b0-af78c877", {"serviceType":"swagger","serviceId":"ecfea2c9","serviceName":"ff17b172-3cdb-499a-85b0-af78c877","serviceDesc":"01f53048-7b03-4414-8446-0cb23da40535","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceName)
08:11:51.682 [XNIO-1 task-2]  tLApBvyiTvqkXd43FOmP4w DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"ecfea2c9","serviceName":"ff17b172-3cdb-499a-85b0-af78c877","serviceDesc":"01f53048-7b03-4414-8446-0cb23da40535","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"ecfea2c9","serviceName":"ff17b172-3cdb-499a-85b0-af78c877","serviceDesc":"01f53048-7b03-4414-8446-0cb23da40535","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
08:11:51.689 [XNIO-1 task-2]  I8NEEcZpSeGHChpBgiBfSg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/ecfea2c9, base path is set to: null
08:11:51.690 [XNIO-1 task-2]  I8NEEcZpSeGHChpBgiBfSg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
08:11:51.690 [XNIO-1 task-2]  I8NEEcZpSeGHChpBgiBfSg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
08:11:51.690 [XNIO-1 task-2]  I8NEEcZpSeGHChpBgiBfSg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/ecfea2c9, base path is set to: null
08:11:51.690 [XNIO-1 task-2]  I8NEEcZpSeGHChpBgiBfSg DEBUG com.networknt.schema.TypeValidator debug - validate( "ecfea2c9", "ecfea2c9", serviceId)
08:11:51.704 [XNIO-1 task-2]  0BjdYlKSS1W6mj94NsExbw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:51.704 [XNIO-1 task-2]  0BjdYlKSS1W6mj94NsExbw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:51.705 [XNIO-1 task-2]  0BjdYlKSS1W6mj94NsExbw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:51.705 [XNIO-1 task-2]  0BjdYlKSS1W6mj94NsExbw DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
08:11:51.711 [XNIO-1 task-2]  DoMS9c32QaCUCaM1IsNcpw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:51.711 [XNIO-1 task-2]  DoMS9c32QaCUCaM1IsNcpw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:51.711 [XNIO-1 task-2]  DoMS9c32QaCUCaM1IsNcpw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:51.721 [XNIO-1 task-2]  XeAgl6BORP2BY2N5oRYSdw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:51.721 [XNIO-1 task-2]  XeAgl6BORP2BY2N5oRYSdw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:51.721 [XNIO-1 task-2]  XeAgl6BORP2BY2N5oRYSdw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:51.721 [XNIO-1 task-2]  XeAgl6BORP2BY2N5oRYSdw DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
08:11:51.729 [XNIO-1 task-2]  5sXKHQqhQ3m_k1ujKUZSVQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:51.730 [XNIO-1 task-2]  5sXKHQqhQ3m_k1ujKUZSVQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:51.730 [XNIO-1 task-2]  5sXKHQqhQ3m_k1ujKUZSVQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:51.730 [XNIO-1 task-2]  5sXKHQqhQ3m_k1ujKUZSVQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"f89a5856","serviceName":"83c2e761-a064-4d5c-a231-ac022589","serviceDesc":"2c3616d8-3476-448d-b0e9-7cdc42b76b92","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"f89a5856","serviceName":"83c2e761-a064-4d5c-a231-ac022589","serviceDesc":"2c3616d8-3476-448d-b0e9-7cdc42b76b92","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
08:11:51.730 [XNIO-1 task-2]  5sXKHQqhQ3m_k1ujKUZSVQ DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"f89a5856","serviceName":"83c2e761-a064-4d5c-a231-ac022589","serviceDesc":"2c3616d8-3476-448d-b0e9-7cdc42b76b92","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
08:11:51.730 [XNIO-1 task-2]  5sXKHQqhQ3m_k1ujKUZSVQ DEBUG com.networknt.schema.TypeValidator debug - validate( "2c3616d8-3476-448d-b0e9-7cdc42b76b92", {"serviceType":"swagger","serviceId":"f89a5856","serviceName":"83c2e761-a064-4d5c-a231-ac022589","serviceDesc":"2c3616d8-3476-448d-b0e9-7cdc42b76b92","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
08:11:51.730 [XNIO-1 task-2]  5sXKHQqhQ3m_k1ujKUZSVQ DEBUG com.networknt.schema.TypeValidator debug - validate( "f89a5856", {"serviceType":"swagger","serviceId":"f89a5856","serviceName":"83c2e761-a064-4d5c-a231-ac022589","serviceDesc":"2c3616d8-3476-448d-b0e9-7cdc42b76b92","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
08:11:51.730 [XNIO-1 task-2]  5sXKHQqhQ3m_k1ujKUZSVQ DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"f89a5856","serviceName":"83c2e761-a064-4d5c-a231-ac022589","serviceDesc":"2c3616d8-3476-448d-b0e9-7cdc42b76b92","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
08:11:51.730 [XNIO-1 task-2]  5sXKHQqhQ3m_k1ujKUZSVQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"f89a5856","serviceName":"83c2e761-a064-4d5c-a231-ac022589","serviceDesc":"2c3616d8-3476-448d-b0e9-7cdc42b76b92","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"f89a5856","serviceName":"83c2e761-a064-4d5c-a231-ac022589","serviceDesc":"2c3616d8-3476-448d-b0e9-7cdc42b76b92","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
08:11:51.738 [XNIO-1 task-2]  vOzYckXuQcmPrk0WBUO_fQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/f89a5856
08:11:51.738 [XNIO-1 task-2]  vOzYckXuQcmPrk0WBUO_fQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:51.738 [XNIO-1 task-2]  vOzYckXuQcmPrk0WBUO_fQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
08:11:51.738 [XNIO-1 task-2]  vOzYckXuQcmPrk0WBUO_fQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/f89a5856
08:11:51.747 [XNIO-1 task-2]  syYkTsqVRAK-3rfoclkdRA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:51.748 [XNIO-1 task-2]  syYkTsqVRAK-3rfoclkdRA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
08:11:51.748 [XNIO-1 task-2]  syYkTsqVRAK-3rfoclkdRA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:51.776 [XNIO-1 task-2]  QyY0MIDKSdmeNp4sEUHdkw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:51.776 [XNIO-1 task-2]  QyY0MIDKSdmeNp4sEUHdkw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
08:11:51.776 [XNIO-1 task-2]  QyY0MIDKSdmeNp4sEUHdkw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:51.777 [XNIO-1 task-2]  QyY0MIDKSdmeNp4sEUHdkw DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
08:11:51.781 [XNIO-1 task-2]  Kid3bUhjQFKY_uHX_Aq_jQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:51.782 [XNIO-1 task-2]  Kid3bUhjQFKY_uHX_Aq_jQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
08:11:51.782 [XNIO-1 task-2]  Kid3bUhjQFKY_uHX_Aq_jQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:51.782 [XNIO-1 task-2]  Kid3bUhjQFKY_uHX_Aq_jQ DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
08:11:51.787 [XNIO-1 task-2]  b7E3td_fSFS8V14HBQUeeg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:51.787 [XNIO-1 task-2]  b7E3td_fSFS8V14HBQUeeg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
08:11:51.787 [XNIO-1 task-2]  b7E3td_fSFS8V14HBQUeeg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:51.788 [XNIO-1 task-2]  b7E3td_fSFS8V14HBQUeeg DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
08:11:51.802 [XNIO-1 task-2]  q-shYgYHTHyny1j3f1JPTA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/7800fb84, base path is set to: null
08:11:51.803 [XNIO-1 task-2]  q-shYgYHTHyny1j3f1JPTA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
08:11:51.803 [XNIO-1 task-2]  q-shYgYHTHyny1j3f1JPTA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
08:11:51.803 [XNIO-1 task-2]  q-shYgYHTHyny1j3f1JPTA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/7800fb84, base path is set to: null
08:11:51.803 [XNIO-1 task-2]  q-shYgYHTHyny1j3f1JPTA DEBUG com.networknt.schema.TypeValidator debug - validate( "7800fb84", "7800fb84", serviceId)
08:11:51.806 [XNIO-1 task-2]  wDJTNSVOTxS6Ah4mL_LVHA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/7800fb84
08:11:51.806 [XNIO-1 task-2]  wDJTNSVOTxS6Ah4mL_LVHA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:51.807 [XNIO-1 task-2]  wDJTNSVOTxS6Ah4mL_LVHA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
08:11:51.807 [XNIO-1 task-2]  wDJTNSVOTxS6Ah4mL_LVHA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/7800fb84
08:11:51.811 [XNIO-1 task-2]  4VwqnKf_SXWVVRbb7WcG0w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:51.811 [XNIO-1 task-2]  4VwqnKf_SXWVVRbb7WcG0w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
08:11:51.811 [XNIO-1 task-2]  4VwqnKf_SXWVVRbb7WcG0w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:51.811 [XNIO-1 task-2]  4VwqnKf_SXWVVRbb7WcG0w DEBUG com.networknt.schema.TypeValidator debug - validate( {"serviceType":"swagger","serviceId":"7800fb84","serviceName":"657ffaec-6849-4379-adab-830eeef7","serviceDesc":"daa718d8-9e23-47fd-b2aa-81299975b9f7","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"7800fb84","serviceName":"657ffaec-6849-4379-adab-830eeef7","serviceDesc":"daa718d8-9e23-47fd-b2aa-81299975b9f7","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
08:11:51.812 [XNIO-1 task-2]  4VwqnKf_SXWVVRbb7WcG0w DEBUG c.n.schema.PropertiesValidator debug - validate( {"serviceType":"swagger","serviceId":"7800fb84","serviceName":"657ffaec-6849-4379-adab-830eeef7","serviceDesc":"daa718d8-9e23-47fd-b2aa-81299975b9f7","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"7800fb84","serviceName":"657ffaec-6849-4379-adab-830eeef7","serviceDesc":"daa718d8-9e23-47fd-b2aa-81299975b9f7","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
08:11:51.812 [XNIO-1 task-2]  4VwqnKf_SXWVVRbb7WcG0w DEBUG com.networknt.schema.EnumValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"7800fb84","serviceName":"657ffaec-6849-4379-adab-830eeef7","serviceDesc":"daa718d8-9e23-47fd-b2aa-81299975b9f7","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
08:11:51.812 [XNIO-1 task-2]  4VwqnKf_SXWVVRbb7WcG0w DEBUG com.networknt.schema.TypeValidator debug - validate( "read write", {"serviceType":"swagger","serviceId":"7800fb84","serviceName":"657ffaec-6849-4379-adab-830eeef7","serviceDesc":"daa718d8-9e23-47fd-b2aa-81299975b9f7","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.scope)
08:11:51.812 [XNIO-1 task-2]  4VwqnKf_SXWVVRbb7WcG0w DEBUG com.networknt.schema.TypeValidator debug - validate( "657ffaec-6849-4379-adab-830eeef7", {"serviceType":"swagger","serviceId":"7800fb84","serviceName":"657ffaec-6849-4379-adab-830eeef7","serviceDesc":"daa718d8-9e23-47fd-b2aa-81299975b9f7","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceName)
08:11:51.812 [XNIO-1 task-2]  4VwqnKf_SXWVVRbb7WcG0w DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"7800fb84","serviceName":"657ffaec-6849-4379-adab-830eeef7","serviceDesc":"daa718d8-9e23-47fd-b2aa-81299975b9f7","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"7800fb84","serviceName":"657ffaec-6849-4379-adab-830eeef7","serviceDesc":"daa718d8-9e23-47fd-b2aa-81299975b9f7","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
08:11:51.825 [XNIO-1 task-2]  -usZ5oXVRMOMCiF8jneOBQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/7800fb84, base path is set to: null
08:11:51.825 [XNIO-1 task-2]  -usZ5oXVRMOMCiF8jneOBQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
08:11:51.825 [XNIO-1 task-2]  -usZ5oXVRMOMCiF8jneOBQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
08:11:51.825 [XNIO-1 task-2]  -usZ5oXVRMOMCiF8jneOBQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/7800fb84, base path is set to: null
08:11:51.825 [XNIO-1 task-2]  -usZ5oXVRMOMCiF8jneOBQ DEBUG com.networknt.schema.TypeValidator debug - validate( "7800fb84", "7800fb84", serviceId)
08:11:51.831 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.n.oauth.cache.RefreshTokenMapStore store - Store:5690697d-3e5a-4641-a068-e3dd5c7e3452
08:11:51.837 [XNIO-1 task-2]  DerR4tSbQgidkXIEw2tbSQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:51.838 [XNIO-1 task-2]  DerR4tSbQgidkXIEw2tbSQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
08:11:51.838 [XNIO-1 task-2]  DerR4tSbQgidkXIEw2tbSQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:51.844 [XNIO-1 task-2]  M8RSq8QwRsGpj0q9gDSnaA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/abe09316, base path is set to: null
08:11:51.844 [XNIO-1 task-2]  M8RSq8QwRsGpj0q9gDSnaA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
08:11:51.844 [XNIO-1 task-2]  M8RSq8QwRsGpj0q9gDSnaA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
08:11:51.844 [XNIO-1 task-2]  M8RSq8QwRsGpj0q9gDSnaA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/abe09316, base path is set to: null
08:11:51.845 [XNIO-1 task-2]  M8RSq8QwRsGpj0q9gDSnaA DEBUG com.networknt.schema.TypeValidator debug - validate( "abe09316", "abe09316", serviceId)
08:11:51.850 [XNIO-1 task-2]  dMvQY2VPT62fD5WizFVmEg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/abe09316
08:11:51.850 [XNIO-1 task-2]  dMvQY2VPT62fD5WizFVmEg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:51.850 [XNIO-1 task-2]  dMvQY2VPT62fD5WizFVmEg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
08:11:51.850 [XNIO-1 task-2]  dMvQY2VPT62fD5WizFVmEg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/abe09316
08:11:51.855 [XNIO-1 task-2]  72nQsAmeTSKAOjGrAaIyew DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/abe09316, base path is set to: null
08:11:51.855 [XNIO-1 task-2]  72nQsAmeTSKAOjGrAaIyew DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
08:11:51.855 [XNIO-1 task-2]  72nQsAmeTSKAOjGrAaIyew DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
08:11:51.855 [XNIO-1 task-2]  72nQsAmeTSKAOjGrAaIyew DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/abe09316, base path is set to: null
08:11:51.855 [XNIO-1 task-2]  72nQsAmeTSKAOjGrAaIyew DEBUG com.networknt.schema.TypeValidator debug - validate( "abe09316", "abe09316", serviceId)
08:11:51.858 [XNIO-1 task-2]  Xww_UA8pRj-Xj1x4dcqL-A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:51.858 [XNIO-1 task-2]  Xww_UA8pRj-Xj1x4dcqL-A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:51.858 [XNIO-1 task-2]  Xww_UA8pRj-Xj1x4dcqL-A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:51.858 [XNIO-1 task-2]  Xww_UA8pRj-Xj1x4dcqL-A DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
08:11:51.864 [XNIO-1 task-2]  _I3l8cwVR56bcxmldnzrdQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/abe09316
08:11:51.864 [XNIO-1 task-2]  _I3l8cwVR56bcxmldnzrdQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:51.864 [XNIO-1 task-2]  _I3l8cwVR56bcxmldnzrdQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
08:11:51.865 [XNIO-1 task-2]  _I3l8cwVR56bcxmldnzrdQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/abe09316
08:11:51.869 [XNIO-1 task-2]  3MmayRJsQI2mp1ignhOfcg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/abe09316, base path is set to: null
08:11:51.869 [XNIO-1 task-2]  3MmayRJsQI2mp1ignhOfcg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
08:11:51.869 [XNIO-1 task-2]  3MmayRJsQI2mp1ignhOfcg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
08:11:51.869 [XNIO-1 task-2]  3MmayRJsQI2mp1ignhOfcg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/abe09316, base path is set to: null
08:11:51.869 [XNIO-1 task-2]  3MmayRJsQI2mp1ignhOfcg DEBUG com.networknt.schema.TypeValidator debug - validate( "abe09316", "abe09316", serviceId)
08:11:51.875 [XNIO-1 task-2]  a7F5Dk_bTBWozsQwjPJfDQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:51.875 [XNIO-1 task-2]  a7F5Dk_bTBWozsQwjPJfDQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:51.875 [XNIO-1 task-2]  a7F5Dk_bTBWozsQwjPJfDQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:51.876 [XNIO-1 task-2]  a7F5Dk_bTBWozsQwjPJfDQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"abe09316","serviceName":"e6f9b050-85b0-4a4d-a200-e2bd9cd1","serviceDesc":"06e90845-a695-4c48-861b-1495ad9fb8b3","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"abe09316","serviceName":"e6f9b050-85b0-4a4d-a200-e2bd9cd1","serviceDesc":"06e90845-a695-4c48-861b-1495ad9fb8b3","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
08:11:51.876 [XNIO-1 task-2]  a7F5Dk_bTBWozsQwjPJfDQ DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"abe09316","serviceName":"e6f9b050-85b0-4a4d-a200-e2bd9cd1","serviceDesc":"06e90845-a695-4c48-861b-1495ad9fb8b3","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
08:11:51.876 [XNIO-1 task-2]  a7F5Dk_bTBWozsQwjPJfDQ DEBUG com.networknt.schema.TypeValidator debug - validate( "06e90845-a695-4c48-861b-1495ad9fb8b3", {"serviceType":"swagger","serviceId":"abe09316","serviceName":"e6f9b050-85b0-4a4d-a200-e2bd9cd1","serviceDesc":"06e90845-a695-4c48-861b-1495ad9fb8b3","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
08:11:51.876 [XNIO-1 task-2]  a7F5Dk_bTBWozsQwjPJfDQ DEBUG com.networknt.schema.TypeValidator debug - validate( "abe09316", {"serviceType":"swagger","serviceId":"abe09316","serviceName":"e6f9b050-85b0-4a4d-a200-e2bd9cd1","serviceDesc":"06e90845-a695-4c48-861b-1495ad9fb8b3","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
08:11:51.876 [XNIO-1 task-2]  a7F5Dk_bTBWozsQwjPJfDQ DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"abe09316","serviceName":"e6f9b050-85b0-4a4d-a200-e2bd9cd1","serviceDesc":"06e90845-a695-4c48-861b-1495ad9fb8b3","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
