16:29:38.846 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.n.oauth.cache.ClientMapStore load - Load:ff38b92a-ff20-4a28-98f1-e21d718f1a77
16:29:44.784 [XNIO-1 task-2]  tjuvB_eUSHe3hanw0S7p3g DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"708fcf8d","serviceName":"5a9ca6ec-2713-40a1-ab98-60ac3d38","serviceDesc":"1c315c59-1d55-4172-982b-7331b39986aa","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
16:29:44.784 [XNIO-1 task-2]  tjuvB_eUSHe3hanw0S7p3g DEBUG com.networknt.schema.TypeValidator debug - validate( "1c315c59-1d55-4172-982b-7331b39986aa", {"serviceType":"swagger","serviceId":"708fcf8d","serviceName":"5a9ca6ec-2713-40a1-ab98-60ac3d38","serviceDesc":"1c315c59-1d55-4172-982b-7331b39986aa","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
16:29:44.784 [XNIO-1 task-2]  tjuvB_eUSHe3hanw0S7p3g DEBUG com.networknt.schema.TypeValidator debug - validate( "708fcf8d", {"serviceType":"swagger","serviceId":"708fcf8d","serviceName":"5a9ca6ec-2713-40a1-ab98-60ac3d38","serviceDesc":"1c315c59-1d55-4172-982b-7331b39986aa","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
16:29:44.784 [XNIO-1 task-2]  tjuvB_eUSHe3hanw0S7p3g DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"708fcf8d","serviceName":"5a9ca6ec-2713-40a1-ab98-60ac3d38","serviceDesc":"1c315c59-1d55-4172-982b-7331b39986aa","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
16:29:44.784 [XNIO-1 task-2]  tjuvB_eUSHe3hanw0S7p3g DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"708fcf8d","serviceName":"5a9ca6ec-2713-40a1-ab98-60ac3d38","serviceDesc":"1c315c59-1d55-4172-982b-7331b39986aa","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"708fcf8d","serviceName":"5a9ca6ec-2713-40a1-ab98-60ac3d38","serviceDesc":"1c315c59-1d55-4172-982b-7331b39986aa","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:29:44.801 [XNIO-1 task-2]  -_S-kA5CSi2qtUH1R4a6DQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:44.801 [XNIO-1 task-2]  -_S-kA5CSi2qtUH1R4a6DQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:29:44.802 [XNIO-1 task-2]  -_S-kA5CSi2qtUH1R4a6DQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:44.802 [XNIO-1 task-2]  -_S-kA5CSi2qtUH1R4a6DQ DEBUG com.networknt.schema.TypeValidator debug - validate( {"serviceType":"swagger","serviceId":"f7ba88ab","serviceName":"ed91d104-22d3-4510-bc55-fc7eeae7","serviceDesc":"c473d6f6-2f3d-407d-99e1-0be1d39a1594","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"f7ba88ab","serviceName":"ed91d104-22d3-4510-bc55-fc7eeae7","serviceDesc":"c473d6f6-2f3d-407d-99e1-0be1d39a1594","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:29:44.802 [XNIO-1 task-2]  -_S-kA5CSi2qtUH1R4a6DQ DEBUG c.n.schema.PropertiesValidator debug - validate( {"serviceType":"swagger","serviceId":"f7ba88ab","serviceName":"ed91d104-22d3-4510-bc55-fc7eeae7","serviceDesc":"c473d6f6-2f3d-407d-99e1-0be1d39a1594","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"f7ba88ab","serviceName":"ed91d104-22d3-4510-bc55-fc7eeae7","serviceDesc":"c473d6f6-2f3d-407d-99e1-0be1d39a1594","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:29:44.802 [hz._hzInstance_1_dev.partition-operation.thread-5]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:ce1e5319
16:29:44.802 [XNIO-1 task-2]  -_S-kA5CSi2qtUH1R4a6DQ DEBUG com.networknt.schema.EnumValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"f7ba88ab","serviceName":"ed91d104-22d3-4510-bc55-fc7eeae7","serviceDesc":"c473d6f6-2f3d-407d-99e1-0be1d39a1594","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
16:29:44.802 [XNIO-1 task-2]  -_S-kA5CSi2qtUH1R4a6DQ DEBUG com.networknt.schema.TypeValidator debug - validate( "read write", {"serviceType":"swagger","serviceId":"f7ba88ab","serviceName":"ed91d104-22d3-4510-bc55-fc7eeae7","serviceDesc":"c473d6f6-2f3d-407d-99e1-0be1d39a1594","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.scope)
16:29:44.802 [XNIO-1 task-2]  -_S-kA5CSi2qtUH1R4a6DQ DEBUG com.networknt.schema.TypeValidator debug - validate( "ed91d104-22d3-4510-bc55-fc7eeae7", {"serviceType":"swagger","serviceId":"f7ba88ab","serviceName":"ed91d104-22d3-4510-bc55-fc7eeae7","serviceDesc":"c473d6f6-2f3d-407d-99e1-0be1d39a1594","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceName)
16:29:44.802 [XNIO-1 task-2]  -_S-kA5CSi2qtUH1R4a6DQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"f7ba88ab","serviceName":"ed91d104-22d3-4510-bc55-fc7eeae7","serviceDesc":"c473d6f6-2f3d-407d-99e1-0be1d39a1594","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"f7ba88ab","serviceName":"ed91d104-22d3-4510-bc55-fc7eeae7","serviceDesc":"c473d6f6-2f3d-407d-99e1-0be1d39a1594","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:29:44.825 [XNIO-1 task-2]  dYDIAJ6hS4CP2nD38weMng DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:44.825 [XNIO-1 task-2]  dYDIAJ6hS4CP2nD38weMng DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:29:44.825 [XNIO-1 task-2]  dYDIAJ6hS4CP2nD38weMng DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:44.826 [XNIO-1 task-2]  dYDIAJ6hS4CP2nD38weMng DEBUG com.networknt.schema.TypeValidator debug - validate( {"serviceType":"swagger","serviceId":"5add39ef","serviceName":"c8062a5b-ffe5-4793-b1b3-0efac758","serviceDesc":"0d854752-37bd-4a6c-abb1-5e4dbfcc895b","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"5add39ef","serviceName":"c8062a5b-ffe5-4793-b1b3-0efac758","serviceDesc":"0d854752-37bd-4a6c-abb1-5e4dbfcc895b","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:29:44.826 [XNIO-1 task-2]  dYDIAJ6hS4CP2nD38weMng DEBUG c.n.schema.PropertiesValidator debug - validate( {"serviceType":"swagger","serviceId":"5add39ef","serviceName":"c8062a5b-ffe5-4793-b1b3-0efac758","serviceDesc":"0d854752-37bd-4a6c-abb1-5e4dbfcc895b","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"5add39ef","serviceName":"c8062a5b-ffe5-4793-b1b3-0efac758","serviceDesc":"0d854752-37bd-4a6c-abb1-5e4dbfcc895b","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:29:44.826 [XNIO-1 task-2]  dYDIAJ6hS4CP2nD38weMng DEBUG com.networknt.schema.EnumValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"5add39ef","serviceName":"c8062a5b-ffe5-4793-b1b3-0efac758","serviceDesc":"0d854752-37bd-4a6c-abb1-5e4dbfcc895b","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
16:29:44.826 [XNIO-1 task-2]  dYDIAJ6hS4CP2nD38weMng DEBUG com.networknt.schema.TypeValidator debug - validate( "read write", {"serviceType":"swagger","serviceId":"5add39ef","serviceName":"c8062a5b-ffe5-4793-b1b3-0efac758","serviceDesc":"0d854752-37bd-4a6c-abb1-5e4dbfcc895b","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.scope)
16:29:44.826 [XNIO-1 task-2]  dYDIAJ6hS4CP2nD38weMng DEBUG com.networknt.schema.TypeValidator debug - validate( "c8062a5b-ffe5-4793-b1b3-0efac758", {"serviceType":"swagger","serviceId":"5add39ef","serviceName":"c8062a5b-ffe5-4793-b1b3-0efac758","serviceDesc":"0d854752-37bd-4a6c-abb1-5e4dbfcc895b","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceName)
16:29:44.826 [XNIO-1 task-2]  dYDIAJ6hS4CP2nD38weMng DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"5add39ef","serviceName":"c8062a5b-ffe5-4793-b1b3-0efac758","serviceDesc":"0d854752-37bd-4a6c-abb1-5e4dbfcc895b","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"5add39ef","serviceName":"c8062a5b-ffe5-4793-b1b3-0efac758","serviceDesc":"0d854752-37bd-4a6c-abb1-5e4dbfcc895b","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:29:44.845 [XNIO-1 task-2]  4emFmvxhRtOVS4agk_s5ag DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:44.845 [XNIO-1 task-2]  4emFmvxhRtOVS4agk_s5ag DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:29:44.845 [XNIO-1 task-2]  4emFmvxhRtOVS4agk_s5ag DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:44.846 [XNIO-1 task-2]  4emFmvxhRtOVS4agk_s5ag DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
16:29:44.852 [hz._hzInstance_1_dev.partition-operation.thread-14]   DEBUG c.n.oauth.cache.RefreshTokenMapStore store - Store:faf6d92e-fc1a-4754-97ed-5cdc01cd8419
16:29:44.874 [XNIO-1 task-2]  CKzSs_FTTgutSlkR_qsG6g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/678d5188, base path is set to: null
16:29:44.874 [XNIO-1 task-2]  CKzSs_FTTgutSlkR_qsG6g DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:29:44.874 [XNIO-1 task-2]  CKzSs_FTTgutSlkR_qsG6g DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
16:29:44.874 [XNIO-1 task-2]  CKzSs_FTTgutSlkR_qsG6g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/678d5188, base path is set to: null
16:29:44.880 [XNIO-1 task-2]  CKzSs_FTTgutSlkR_qsG6g DEBUG com.networknt.schema.TypeValidator debug - validate( "678d5188", "678d5188", serviceId)
16:29:44.948 [XNIO-1 task-2]  Gkl5gxBoQj6m2qgOPmkKBw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:44.948 [XNIO-1 task-2]  Gkl5gxBoQj6m2qgOPmkKBw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:44.948 [XNIO-1 task-2]  Gkl5gxBoQj6m2qgOPmkKBw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:44.949 [XNIO-1 task-2]  Gkl5gxBoQj6m2qgOPmkKBw DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"5add39ef","serviceName":"c8062a5b-ffe5-4793-b1b3-0efac758","serviceDesc":"0d854752-37bd-4a6c-abb1-5e4dbfcc895b","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"5add39ef","serviceName":"c8062a5b-ffe5-4793-b1b3-0efac758","serviceDesc":"0d854752-37bd-4a6c-abb1-5e4dbfcc895b","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:29:44.949 [XNIO-1 task-2]  Gkl5gxBoQj6m2qgOPmkKBw DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"5add39ef","serviceName":"c8062a5b-ffe5-4793-b1b3-0efac758","serviceDesc":"0d854752-37bd-4a6c-abb1-5e4dbfcc895b","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
16:29:44.949 [XNIO-1 task-2]  Gkl5gxBoQj6m2qgOPmkKBw DEBUG com.networknt.schema.TypeValidator debug - validate( "0d854752-37bd-4a6c-abb1-5e4dbfcc895b", {"serviceType":"swagger","serviceId":"5add39ef","serviceName":"c8062a5b-ffe5-4793-b1b3-0efac758","serviceDesc":"0d854752-37bd-4a6c-abb1-5e4dbfcc895b","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
16:29:44.949 [XNIO-1 task-2]  Gkl5gxBoQj6m2qgOPmkKBw DEBUG com.networknt.schema.TypeValidator debug - validate( "5add39ef", {"serviceType":"swagger","serviceId":"5add39ef","serviceName":"c8062a5b-ffe5-4793-b1b3-0efac758","serviceDesc":"0d854752-37bd-4a6c-abb1-5e4dbfcc895b","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
16:29:44.949 [XNIO-1 task-2]  Gkl5gxBoQj6m2qgOPmkKBw DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"5add39ef","serviceName":"c8062a5b-ffe5-4793-b1b3-0efac758","serviceDesc":"0d854752-37bd-4a6c-abb1-5e4dbfcc895b","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
16:29:44.950 [XNIO-1 task-2]  Gkl5gxBoQj6m2qgOPmkKBw DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"5add39ef","serviceName":"c8062a5b-ffe5-4793-b1b3-0efac758","serviceDesc":"0d854752-37bd-4a6c-abb1-5e4dbfcc895b","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"5add39ef","serviceName":"c8062a5b-ffe5-4793-b1b3-0efac758","serviceDesc":"0d854752-37bd-4a6c-abb1-5e4dbfcc895b","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:29:44.953 [hz._hzInstance_1_dev.partition-operation.thread-11]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:fb65860e-8215-4e80-b0e6-776fa0ae27f3
16:29:44.973 [XNIO-1 task-2]  r5FaULBgQJKNBA5p48BRmQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/678d5188
16:29:44.974 [XNIO-1 task-2]  r5FaULBgQJKNBA5p48BRmQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:44.974 [XNIO-1 task-2]  r5FaULBgQJKNBA5p48BRmQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
16:29:44.974 [XNIO-1 task-2]  r5FaULBgQJKNBA5p48BRmQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/678d5188
16:29:44.987 [XNIO-1 task-2]  xVaBCQKTTLyvOvO98NfNdw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/ec85bd99, base path is set to: null
16:29:44.987 [XNIO-1 task-2]  xVaBCQKTTLyvOvO98NfNdw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:29:44.987 [XNIO-1 task-2]  xVaBCQKTTLyvOvO98NfNdw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
16:29:44.987 [XNIO-1 task-2]  xVaBCQKTTLyvOvO98NfNdw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/ec85bd99, base path is set to: null
16:29:44.988 [XNIO-1 task-2]  xVaBCQKTTLyvOvO98NfNdw DEBUG com.networknt.schema.TypeValidator debug - validate( "ec85bd99", "ec85bd99", serviceId)
16:29:44.992 [XNIO-1 task-2]  PE8vBGLGRf2lo2Zi-3Nrvg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/ec85bd99
16:29:44.992 [XNIO-1 task-2]  PE8vBGLGRf2lo2Zi-3Nrvg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:44.992 [XNIO-1 task-2]  PE8vBGLGRf2lo2Zi-3Nrvg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
16:29:44.992 [XNIO-1 task-2]  PE8vBGLGRf2lo2Zi-3Nrvg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/ec85bd99
16:29:44.995 [XNIO-1 task-2]  MMv9MXsHTYmBCMQwlAXAVQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:44.996 [XNIO-1 task-2]  MMv9MXsHTYmBCMQwlAXAVQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:29:44.996 [XNIO-1 task-2]  MMv9MXsHTYmBCMQwlAXAVQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:44.996 [XNIO-1 task-2]  MMv9MXsHTYmBCMQwlAXAVQ DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
16:29:45.048 [XNIO-1 task-2]  tJ-DtigqR4eFNIYiLE5nmA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:45.048 [XNIO-1 task-2]  tJ-DtigqR4eFNIYiLE5nmA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:29:45.048 [XNIO-1 task-2]  tJ-DtigqR4eFNIYiLE5nmA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:45.058 [hz._hzInstance_1_dev.partition-operation.thread-14]   DEBUG c.n.oauth.cache.RefreshTokenMapStore delete - Delete:faf6d92e-fc1a-4754-97ed-5cdc01cd8419
16:29:45.066 [XNIO-1 task-2]  5E0O8-mGRlSASREXJYhSfg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:45.067 [XNIO-1 task-2]  5E0O8-mGRlSASREXJYhSfg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:45.067 [XNIO-1 task-2]  5E0O8-mGRlSASREXJYhSfg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:45.068 [XNIO-1 task-2]  5E0O8-mGRlSASREXJYhSfg DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"ec85bd99","serviceName":"625c01ad-9ccb-4ace-90b2-c522ae3d","serviceDesc":"8a519208-21ca-4699-91fe-7fd8270f2f6e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"ec85bd99","serviceName":"625c01ad-9ccb-4ace-90b2-c522ae3d","serviceDesc":"8a519208-21ca-4699-91fe-7fd8270f2f6e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:29:45.068 [XNIO-1 task-2]  5E0O8-mGRlSASREXJYhSfg DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"ec85bd99","serviceName":"625c01ad-9ccb-4ace-90b2-c522ae3d","serviceDesc":"8a519208-21ca-4699-91fe-7fd8270f2f6e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
16:29:45.068 [XNIO-1 task-2]  5E0O8-mGRlSASREXJYhSfg DEBUG com.networknt.schema.TypeValidator debug - validate( "8a519208-21ca-4699-91fe-7fd8270f2f6e", {"serviceType":"swagger","serviceId":"ec85bd99","serviceName":"625c01ad-9ccb-4ace-90b2-c522ae3d","serviceDesc":"8a519208-21ca-4699-91fe-7fd8270f2f6e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
16:29:45.068 [XNIO-1 task-2]  5E0O8-mGRlSASREXJYhSfg DEBUG com.networknt.schema.TypeValidator debug - validate( "ec85bd99", {"serviceType":"swagger","serviceId":"ec85bd99","serviceName":"625c01ad-9ccb-4ace-90b2-c522ae3d","serviceDesc":"8a519208-21ca-4699-91fe-7fd8270f2f6e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
16:29:45.068 [XNIO-1 task-2]  5E0O8-mGRlSASREXJYhSfg DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"ec85bd99","serviceName":"625c01ad-9ccb-4ace-90b2-c522ae3d","serviceDesc":"8a519208-21ca-4699-91fe-7fd8270f2f6e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
16:29:45.068 [XNIO-1 task-2]  5E0O8-mGRlSASREXJYhSfg DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"ec85bd99","serviceName":"625c01ad-9ccb-4ace-90b2-c522ae3d","serviceDesc":"8a519208-21ca-4699-91fe-7fd8270f2f6e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"ec85bd99","serviceName":"625c01ad-9ccb-4ace-90b2-c522ae3d","serviceDesc":"8a519208-21ca-4699-91fe-7fd8270f2f6e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:29:45.082 [XNIO-1 task-2]  e5vgemK5Sn2TgFbMno0z9w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/3f43c78a
16:29:45.082 [XNIO-1 task-2]  e5vgemK5Sn2TgFbMno0z9w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:45.082 [XNIO-1 task-2]  e5vgemK5Sn2TgFbMno0z9w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
16:29:45.082 [XNIO-1 task-2]  e5vgemK5Sn2TgFbMno0z9w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/3f43c78a
16:29:45.097 [hz._hzInstance_1_dev.partition-operation.thread-14]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:faf6d92e-fc1a-4754-97ed-5cdc01cd8419
16:29:45.097 [XNIO-1 task-2]  xE5ACa7xQI2XSYd3GuEP-g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:45.098 [XNIO-1 task-2]  xE5ACa7xQI2XSYd3GuEP-g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:45.099 [XNIO-1 task-2]  xE5ACa7xQI2XSYd3GuEP-g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:45.099 [XNIO-1 task-2]  xE5ACa7xQI2XSYd3GuEP-g DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"708fcf8d","serviceName":"5a9ca6ec-2713-40a1-ab98-60ac3d38","serviceDesc":"1c315c59-1d55-4172-982b-7331b39986aa","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"708fcf8d","serviceName":"5a9ca6ec-2713-40a1-ab98-60ac3d38","serviceDesc":"1c315c59-1d55-4172-982b-7331b39986aa","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:29:45.099 [XNIO-1 task-2]  xE5ACa7xQI2XSYd3GuEP-g DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"708fcf8d","serviceName":"5a9ca6ec-2713-40a1-ab98-60ac3d38","serviceDesc":"1c315c59-1d55-4172-982b-7331b39986aa","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
16:29:45.099 [XNIO-1 task-2]  xE5ACa7xQI2XSYd3GuEP-g DEBUG com.networknt.schema.TypeValidator debug - validate( "1c315c59-1d55-4172-982b-7331b39986aa", {"serviceType":"swagger","serviceId":"708fcf8d","serviceName":"5a9ca6ec-2713-40a1-ab98-60ac3d38","serviceDesc":"1c315c59-1d55-4172-982b-7331b39986aa","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
16:29:45.099 [XNIO-1 task-2]  xE5ACa7xQI2XSYd3GuEP-g DEBUG com.networknt.schema.TypeValidator debug - validate( "708fcf8d", {"serviceType":"swagger","serviceId":"708fcf8d","serviceName":"5a9ca6ec-2713-40a1-ab98-60ac3d38","serviceDesc":"1c315c59-1d55-4172-982b-7331b39986aa","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
16:29:45.100 [XNIO-1 task-2]  xE5ACa7xQI2XSYd3GuEP-g DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"708fcf8d","serviceName":"5a9ca6ec-2713-40a1-ab98-60ac3d38","serviceDesc":"1c315c59-1d55-4172-982b-7331b39986aa","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
16:29:45.100 [XNIO-1 task-2]  xE5ACa7xQI2XSYd3GuEP-g DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"708fcf8d","serviceName":"5a9ca6ec-2713-40a1-ab98-60ac3d38","serviceDesc":"1c315c59-1d55-4172-982b-7331b39986aa","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"708fcf8d","serviceName":"5a9ca6ec-2713-40a1-ab98-60ac3d38","serviceDesc":"1c315c59-1d55-4172-982b-7331b39986aa","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:29:45.120 [XNIO-1 task-2]  I7uZgFLXQaeG-jEUM-rWZA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:45.120 [XNIO-1 task-2]  I7uZgFLXQaeG-jEUM-rWZA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:29:45.121 [XNIO-1 task-2]  I7uZgFLXQaeG-jEUM-rWZA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:45.121 [XNIO-1 task-2]  I7uZgFLXQaeG-jEUM-rWZA DEBUG com.networknt.schema.TypeValidator debug - validate( {"serviceType":"swagger","serviceId":"5ac27334","serviceName":"265daacf-b5eb-4aac-b662-c753fe19","serviceDesc":"5507fd5f-f742-4d61-b0a4-917d25977cb6","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"5ac27334","serviceName":"265daacf-b5eb-4aac-b662-c753fe19","serviceDesc":"5507fd5f-f742-4d61-b0a4-917d25977cb6","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
