16:29:40.148 [hz._hzInstance_1_dev.partition-operation.thread-8]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:66c2c2bd
16:29:46.202 [XNIO-1 task-1]  N0nKhIXSTsWQe1tyBAez2A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:46.202 [XNIO-1 task-1]  N0nKhIXSTsWQe1tyBAez2A DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:46.202 [XNIO-1 task-1]  N0nKhIXSTsWQe1tyBAez2A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:46.203 [XNIO-1 task-1]  N0nKhIXSTsWQe1tyBAez2A DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic OTMxMTRhMWUtYzdhYS00OTE3LThiN2QtN2IwNDFlYWY1OTQ3OkMwNFVGMEJ0VDhhSXBodnJuRWNUaEE=", "Basic OTMxMTRhMWUtYzdhYS00OTE3LThiN2QtN2IwNDFlYWY1OTQ3OkMwNFVGMEJ0VDhhSXBodnJuRWNUaEE=", authorization)
16:29:46.209 [XNIO-1 task-1]  N0nKhIXSTsWQe1tyBAez2A DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:46.225 [XNIO-1 task-1]  4Nlu3xVySkSRDrHSwfH8og DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:46.225 [XNIO-1 task-1]  4Nlu3xVySkSRDrHSwfH8og DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:46.226 [XNIO-1 task-1]  4Nlu3xVySkSRDrHSwfH8og DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:46.226 [XNIO-1 task-4]  W6OD5NXiQ-WWpExjFOFd8Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:46.226 [XNIO-1 task-4]  W6OD5NXiQ-WWpExjFOFd8Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:46.226 [XNIO-1 task-1]  4Nlu3xVySkSRDrHSwfH8og DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic OTMxMTRhMWUtYzdhYS00OTE3LThiN2QtN2IwNDFlYWY1OTQ3OkMwNFVGMEJ0VDhhSXBodnJuRWNUaEE=", "Basic OTMxMTRhMWUtYzdhYS00OTE3LThiN2QtN2IwNDFlYWY1OTQ3OkMwNFVGMEJ0VDhhSXBodnJuRWNUaEE=", authorization)
16:29:46.226 [XNIO-1 task-4]  W6OD5NXiQ-WWpExjFOFd8Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:46.226 [XNIO-1 task-4]  W6OD5NXiQ-WWpExjFOFd8Q DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic MDcxOTgxYWYtZTc5Yy00ZWVhLTk0YjAtNjQyYTVmMTg1NTQ3Ok5BdnJzaTFBUlBpbTlnLXlGQTZHZXc=", "Basic MDcxOTgxYWYtZTc5Yy00ZWVhLTk0YjAtNjQyYTVmMTg1NTQ3Ok5BdnJzaTFBUlBpbTlnLXlGQTZHZXc=", authorization)
16:29:46.234 [XNIO-1 task-1]  4Nlu3xVySkSRDrHSwfH8og DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:46.275 [XNIO-1 task-4]  W6OD5NXiQ-WWpExjFOFd8Q DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleAuthorizationCode - variable from codeMap cache userId = admin redirectUri = http://localhost:8080/authorization scope = null userType = null roles = admin user remember = null
16:29:46.275 [XNIO-1 task-4]  W6OD5NXiQ-WWpExjFOFd8Q INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:46.282 [XNIO-1 task-1]  wALyhBLYQ56hrO3NMA8aCA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.282 [XNIO-1 task-1]  wALyhBLYQ56hrO3NMA8aCA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:46.282 [XNIO-1 task-1]  wALyhBLYQ56hrO3NMA8aCA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.282 [XNIO-1 task-2]  M-iKTVikSp6r_0qpYjoSBA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.283 [XNIO-1 task-2]  M-iKTVikSp6r_0qpYjoSBA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.283 [XNIO-1 task-1]  wALyhBLYQ56hrO3NMA8aCA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.283 [XNIO-1 task-2]  M-iKTVikSp6r_0qpYjoSBA DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
16:29:46.283 [XNIO-1 task-1]  wALyhBLYQ56hrO3NMA8aCA DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleAuthorizationCode - code = AXKMKBi4SR6IzPLqcpAhTg redirectUri = http://localhost:8080/authorization
16:29:46.287 [XNIO-1 task-4]  Y8qUK5W_QZy4lgpweQOgRw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.287 [XNIO-1 task-4]  Y8qUK5W_QZy4lgpweQOgRw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.287 [XNIO-1 task-4]  Y8qUK5W_QZy4lgpweQOgRw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.287 [XNIO-1 task-4]  Y8qUK5W_QZy4lgpweQOgRw DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleRefreshToken - refreshToken = 066bafe4-ed29-4108-850e-3acdf2c4aaf8 scope = null
16:29:46.289 [XNIO-1 task-1]  wALyhBLYQ56hrO3NMA8aCA DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleAuthorizationCode - variable from codeMap cache userId = admin redirectUri = http://localhost:8080/authorization scope = null userType = null roles = admin user remember = null
16:29:46.289 [XNIO-1 task-1]  wALyhBLYQ56hrO3NMA8aCA DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:46.293 [XNIO-1 task-2]  qionyeYXQb-lukkm5y2w_Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:46.294 [XNIO-1 task-2]  qionyeYXQb-lukkm5y2w_Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:46.294 [XNIO-1 task-2]  qionyeYXQb-lukkm5y2w_Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:46.294 [XNIO-1 task-2]  qionyeYXQb-lukkm5y2w_Q DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic ZjYxNzRmNzgtMzNkMC00YzllLThkZTUtZjdmOGQ3ZjE5ZThhOmp1NXBVeS12UWpxRTJyVlNUcEUtTGc=", "Basic ZjYxNzRmNzgtMzNkMC00YzllLThkZTUtZjdmOGQ3ZjE5ZThhOmp1NXBVeS12UWpxRTJyVlNUcEUtTGc=", authorization)
16:29:46.298 [XNIO-1 task-4]  Y8qUK5W_QZy4lgpweQOgRw ERROR c.n.o.t.h.Oauth2TokenPostHandler handleRequest - ApiException
	at com.networknt.oauth.token.handler.Oauth2TokenPostHandler.handleRefreshToken(Oauth2TokenPostHandler.java:461)
	at com.networknt.handler.Handler.next(Handler.java:212)
	at com.networknt.openapi.ValidatorHandler.handleRequest(ValidatorHandler.java:116)
	at com.networknt.handler.Handler.next(Handler.java:233)
	at com.networknt.audit.AuditHandler.handleRequest(AuditHandler.java:181)
	at com.networknt.handler.Handler.next(Handler.java:233)
	at com.networknt.handler.Handler.next(Handler.java:212)
	at com.networknt.openapi.OpenApiHandler.handleRequest(OpenApiHandler.java:131)
	at com.networknt.handler.Handler.next(Handler.java:233)
	at com.networknt.handler.Handler.next(Handler.java:212)
	at com.networknt.traceability.TraceabilityHandler.handleRequest(TraceabilityHandler.java:68)
	at com.networknt.handler.Handler.next(Handler.java:233)
	at io.undertow.server.Connectors.executeRootHandler(Connectors.java:387)
	at org.jboss.threads.ContextClassLoaderSavingRunnable.run(ContextClassLoaderSavingRunnable.java:35)
	at org.jboss.threads.EnhancedQueueExecutor$ThreadBody.doRunTask(EnhancedQueueExecutor.java:1558)
	at java.base/java.lang.Thread.run(Unknown Source)
16:29:46.304 [XNIO-1 task-2]  qionyeYXQb-lukkm5y2w_Q INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:46.304 [XNIO-1 task-4]  AexNZtxeRUOA-ZPAa9UWAQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.304 [XNIO-1 task-4]  AexNZtxeRUOA-ZPAa9UWAQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.305 [XNIO-1 task-4]  AexNZtxeRUOA-ZPAa9UWAQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.305 [XNIO-1 task-4]  AexNZtxeRUOA-ZPAa9UWAQ DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleRefreshToken - refreshToken = 066bafe4-ed29-4108-850e-3acdf2c4aaf8 scope = null
16:29:46.308 [hz._hzInstance_1_dev.partition-operation.thread-8]   DEBUG c.networknt.oauth.cache.UserMapStore store - Store:69be3544
16:29:46.312 [XNIO-1 task-2]  unbmCbz5QqyyDXKH_CCvpg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:46.312 [XNIO-1 task-2]  unbmCbz5QqyyDXKH_CCvpg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:46.312 [XNIO-1 task-4]  AexNZtxeRUOA-ZPAa9UWAQ ERROR c.n.o.t.h.Oauth2TokenPostHandler handleRequest - ApiException
	at com.networknt.oauth.token.handler.Oauth2TokenPostHandler.handleRefreshToken(Oauth2TokenPostHandler.java:461)
	at com.networknt.handler.Handler.next(Handler.java:212)
	at com.networknt.openapi.ValidatorHandler.handleRequest(ValidatorHandler.java:116)
	at com.networknt.handler.Handler.next(Handler.java:233)
	at com.networknt.audit.AuditHandler.handleRequest(AuditHandler.java:181)
	at com.networknt.handler.Handler.next(Handler.java:233)
	at com.networknt.handler.Handler.next(Handler.java:212)
	at com.networknt.openapi.OpenApiHandler.handleRequest(OpenApiHandler.java:131)
	at com.networknt.handler.Handler.next(Handler.java:233)
	at com.networknt.handler.Handler.next(Handler.java:212)
	at com.networknt.traceability.TraceabilityHandler.handleRequest(TraceabilityHandler.java:68)
	at com.networknt.handler.Handler.next(Handler.java:233)
	at io.undertow.server.Connectors.executeRootHandler(Connectors.java:387)
	at org.jboss.threads.ContextClassLoaderSavingRunnable.run(ContextClassLoaderSavingRunnable.java:35)
	at org.jboss.threads.EnhancedQueueExecutor$ThreadBody.doRunTask(EnhancedQueueExecutor.java:1558)
	at java.base/java.lang.Thread.run(Unknown Source)
16:29:46.313 [XNIO-1 task-2]  unbmCbz5QqyyDXKH_CCvpg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.313 [XNIO-1 task-2]  unbmCbz5QqyyDXKH_CCvpg DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
16:29:46.317 [XNIO-1 task-4]  mHbDWy5tSJe3dh7zFqj3sg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.317 [XNIO-1 task-4]  mHbDWy5tSJe3dh7zFqj3sg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.317 [XNIO-1 task-4]  mHbDWy5tSJe3dh7zFqj3sg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.317 [XNIO-1 task-4]  mHbDWy5tSJe3dh7zFqj3sg DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleRefreshToken - refreshToken = 066bafe4-ed29-4108-850e-3acdf2c4aaf8 scope = null
16:29:46.318 [XNIO-1 task-2]  unbmCbz5QqyyDXKH_CCvpg INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:46.322 [XNIO-1 task-2]  6Z95Cx-fTd6HaG180Lw3gg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.322 [XNIO-1 task-2]  6Z95Cx-fTd6HaG180Lw3gg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.323 [XNIO-1 task-2]  6Z95Cx-fTd6HaG180Lw3gg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.323 [XNIO-1 task-2]  6Z95Cx-fTd6HaG180Lw3gg DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
com.networknt.exception.ApiException: {"statusCode":404,"code":"ERR12029","message":"REFRESH_TOKEN_NOT_FOUND","description":"Refresh token 066bafe4-ed29-4108-850e-3acdf2c4aaf8 is not found.","severity":"ERROR"}
	at com.networknt.oauth.token.handler.Oauth2TokenPostHandler.handleRequest(Oauth2TokenPostHandler.java:120)
	at com.networknt.handler.Handler.next(Handler.java:233)
	at com.networknt.handler.Handler.next(Handler.java:212)
	at com.networknt.audit.AuditHandler.next(AuditHandler.java:192)
	at com.networknt.handler.Handler.next(Handler.java:212)
	at com.networknt.body.BodyHandler.handleRequest(BodyHandler.java:124)
	at com.networknt.handler.Handler.next(Handler.java:233)
	at com.networknt.handler.Handler.next(Handler.java:212)
	at com.networknt.correlation.CorrelationHandler.handleRequest(CorrelationHandler.java:77)
	at com.networknt.handler.Handler.next(Handler.java:233)
	at com.networknt.handler.Handler.next(Handler.java:212)
	at com.networknt.exception.ExceptionHandler.handleRequest(ExceptionHandler.java:76)
	at io.undertow.server.HttpServerExchange$1.run(HttpServerExchange.java:841)
	at org.jboss.threads.EnhancedQueueExecutor.safeRun(EnhancedQueueExecutor.java:2019)
	at org.jboss.threads.EnhancedQueueExecutor$ThreadBody.run(EnhancedQueueExecutor.java:1449)
16:29:46.329 [XNIO-1 task-2]  6Z95Cx-fTd6HaG180Lw3gg DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:46.340 [XNIO-1 task-2]  0mQJmB8NRmqvnovhKdns0w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:46.340 [XNIO-1 task-2]  0mQJmB8NRmqvnovhKdns0w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:46.341 [XNIO-1 task-2]  0mQJmB8NRmqvnovhKdns0w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:46.353 [hz._hzInstance_1_dev.partition-operation.thread-14]   DEBUG c.n.oauth.cache.ClientMapStore delete - Delete:630a0f2d-bc1b-4197-b8f2-8edd1fa3f521
16:29:46.357 [XNIO-1 task-2]  0mQJmB8NRmqvnovhKdns0w DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
16:29:46.366 [XNIO-1 task-2]  0mQJmB8NRmqvnovhKdns0w DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:46.380 [XNIO-1 task-2]  Iqj2T6YYQny5v5v-6OXHlg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:46.380 [XNIO-1 task-2]  Iqj2T6YYQny5v5v-6OXHlg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:46.380 [XNIO-1 task-2]  Iqj2T6YYQny5v5v-6OXHlg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:46.381 [XNIO-1 task-2]  Iqj2T6YYQny5v5v-6OXHlg DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic NDEzMWE4MWUtMTFlNC00NzBlLTkwM2YtNjZhZTgzZWU1YjU3OlcwalBqOFZ4UVdPVXFMWlM2YjhZNVE=", "Basic NDEzMWE4MWUtMTFlNC00NzBlLTkwM2YtNjZhZTgzZWU1YjU3OlcwalBqOFZ4UVdPVXFMWlM2YjhZNVE=", authorization)
16:29:46.386 [XNIO-1 task-2]  Iqj2T6YYQny5v5v-6OXHlg DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:46.387 [XNIO-1 task-2]  Iqj2T6YYQny5v5v-6OXHlg INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:46.387 [XNIO-1 task-4]  5eAZE34xTmiEaG_O-2zKgw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:46.387 [XNIO-1 task-4]  5eAZE34xTmiEaG_O-2zKgw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:46.387 [XNIO-1 task-4]  5eAZE34xTmiEaG_O-2zKgw DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic ZmYzOGI5MmEtZmYyMC00YTI4LTk4ZjEtZTIxZDcxOGYxYTc3OjBGeU9pZzFmVDdlOUNaQnJHMlVjQ1E=", "Basic ZmYzOGI5MmEtZmYyMC00YTI4LTk4ZjEtZTIxZDcxOGYxYTc3OjBGeU9pZzFmVDdlOUNaQnJHMlVjQ1E=", authorization)
16:29:46.392 [XNIO-1 task-2]  AprBoTStQ-eWILSvKFF5bA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:46.392 [XNIO-1 task-2]  AprBoTStQ-eWILSvKFF5bA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:46.392 [XNIO-1 task-2]  AprBoTStQ-eWILSvKFF5bA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:46.393 [XNIO-1 task-2]  AprBoTStQ-eWILSvKFF5bA DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic Mzc0NThiYmItMTMwMi00MWM2LWE0NjktMWY1ZTNiM2VlODM5OmJEVkNFbEFCU1EyYmhhX3lheUdiX0E=", "Basic Mzc0NThiYmItMTMwMi00MWM2LWE0NjktMWY1ZTNiM2VlODM5OmJEVkNFbEFCU1EyYmhhX3lheUdiX0E=", authorization)
16:29:46.394 [XNIO-1 task-4]  5eAZE34xTmiEaG_O-2zKgw DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleAuthorizationCode - variable from codeMap cache userId = admin redirectUri = http://localhost:8080/authorization scope = null userType = null roles = admin user remember = null
16:29:46.394 [XNIO-1 task-4]  5eAZE34xTmiEaG_O-2zKgw INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:46.401 [XNIO-1 task-2]  AprBoTStQ-eWILSvKFF5bA INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:46.408 [XNIO-1 task-2]  hWammbARSXy-mOsSRCcB1w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.408 [XNIO-1 task-2]  hWammbARSXy-mOsSRCcB1w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.408 [XNIO-1 task-2]  hWammbARSXy-mOsSRCcB1w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.409 [XNIO-1 task-2]  hWammbARSXy-mOsSRCcB1w DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
16:29:46.420 [XNIO-1 task-2]  hWammbARSXy-mOsSRCcB1w INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:46.432 [XNIO-1 task-2]  MKEjS-hkRS2vBhHoGlzkRw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.432 [XNIO-1 task-2]  MKEjS-hkRS2vBhHoGlzkRw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.432 [XNIO-1 task-2]  MKEjS-hkRS2vBhHoGlzkRw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.433 [XNIO-1 task-2]  MKEjS-hkRS2vBhHoGlzkRw DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
16:29:46.439 [XNIO-1 task-2]  MKEjS-hkRS2vBhHoGlzkRw INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:46.447 [XNIO-1 task-2]  4UQK6HgLSpWXUyyn8_NSJQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.447 [XNIO-1 task-2]  4UQK6HgLSpWXUyyn8_NSJQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.448 [XNIO-1 task-2]  4UQK6HgLSpWXUyyn8_NSJQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.448 [XNIO-1 task-2]  4UQK6HgLSpWXUyyn8_NSJQ DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
16:29:46.453 [XNIO-1 task-2]  4UQK6HgLSpWXUyyn8_NSJQ INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:46.455 [hz._hzInstance_1_dev.partition-operation.thread-8]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:69be3544
16:29:46.463 [XNIO-1 task-2]  BV92tenoQ9-WjN3peZdfJg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.463 [XNIO-1 task-2]  BV92tenoQ9-WjN3peZdfJg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.464 [XNIO-1 task-2]  BV92tenoQ9-WjN3peZdfJg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.465 [XNIO-1 task-2]  BV92tenoQ9-WjN3peZdfJg DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
16:29:46.467 [XNIO-1 task-4]  PhzOpX9cQ7uQHtz4n4G0_A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.467 [XNIO-1 task-4]  PhzOpX9cQ7uQHtz4n4G0_A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.467 [XNIO-1 task-4]  PhzOpX9cQ7uQHtz4n4G0_A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.468 [XNIO-1 task-4]  PhzOpX9cQ7uQHtz4n4G0_A DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleAuthorizationCode - code = 0asFDVPcQAGmgYxP-7TKzw redirectUri = http://localhost:8080/authorization
16:29:46.472 [XNIO-1 task-2]  BV92tenoQ9-WjN3peZdfJg DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:46.476 [XNIO-1 task-2]  nxmwKjqWSmO43m1ii5Yc5Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:46.476 [XNIO-1 task-2]  nxmwKjqWSmO43m1ii5Yc5Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:46.476 [XNIO-1 task-2]  nxmwKjqWSmO43m1ii5Yc5Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:46.477 [XNIO-1 task-2]  nxmwKjqWSmO43m1ii5Yc5Q DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic NzRhOGZjMDktZjM0YS00NmYwLWIzZTItMDZiZjVjZDUyNTQzOmJDLTNYdUNvU2tlY3QtYXdJV1pZZ0E=", "Basic NzRhOGZjMDktZjM0YS00NmYwLWIzZTItMDZiZjVjZDUyNTQzOmJDLTNYdUNvU2tlY3QtYXdJV1pZZ0E=", authorization)
16:29:46.480 [XNIO-1 task-4]  PhzOpX9cQ7uQHtz4n4G0_A DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleAuthorizationCode - variable from codeMap cache userId = admin redirectUri = http://localhost:8080/authorization scope = null userType = null roles = admin user remember = null
16:29:46.480 [XNIO-1 task-4]  PhzOpX9cQ7uQHtz4n4G0_A INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:46.489 [XNIO-1 task-1]  tqbWlQLJS22MWjGKlLQtLw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.489 [XNIO-1 task-1]  tqbWlQLJS22MWjGKlLQtLw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.489 [XNIO-1 task-1]  tqbWlQLJS22MWjGKlLQtLw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.490 [XNIO-1 task-1]  tqbWlQLJS22MWjGKlLQtLw DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleAuthorizationCode - code = gjgCIPUzQVSGs1hvcydB_w redirectUri = http://localhost:8080/authorization
16:29:46.490 [XNIO-1 task-2]  nxmwKjqWSmO43m1ii5Yc5Q INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:46.503 [XNIO-1 task-2]  fWiG2zvzS-GA038m6E62xw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.503 [XNIO-1 task-2]  fWiG2zvzS-GA038m6E62xw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.504 [XNIO-1 task-2]  fWiG2zvzS-GA038m6E62xw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:46.504 [XNIO-1 task-1]  tqbWlQLJS22MWjGKlLQtLw DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:46.504 [XNIO-1 task-2]  fWiG2zvzS-GA038m6E62xw DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic NTZkYjI1NDUtNTYwMy00ZDljLWI3ZDctYzljZDIxODI5MzMxOlJVNlcxWmdaVFJxb1dfcTFpT3l4RVE=", "Basic NTZkYjI1NDUtNTYwMy00ZDljLWI3ZDctYzljZDIxODI5MzMxOlJVNlcxWmdaVFJxb1dfcTFpT3l4RVE=", authorization)
16:29:46.510 [XNIO-1 task-2]  fWiG2zvzS-GA038m6E62xw DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:46.520 [XNIO-1 task-1]  d4A-y7EmTSKWZ-GmYrPx7A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:46.520 [XNIO-1 task-1]  d4A-y7EmTSKWZ-GmYrPx7A DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:46.520 [XNIO-1 task-1]  d4A-y7EmTSKWZ-GmYrPx7A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
