07:00:39.862 [XNIO-1 task-1]  IVjgpRcpS0uPIqi1rvEOyQ DEBUG com.networknt.schema.TypeValidator debug - validate( "b2d764de", "b2d764de", serviceId)
07:00:46.840 [XNIO-1 task-2]  dzOXxc0fQK-QWNvyI654_w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:46.840 [XNIO-1 task-2]  dzOXxc0fQK-QWNvyI654_w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
07:00:46.840 [XNIO-1 task-2]  dzOXxc0fQK-QWNvyI654_w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/ffcafb8e, base path is set to: null
07:00:46.840 [XNIO-1 task-2]  dzOXxc0fQK-QWNvyI654_w DEBUG com.networknt.schema.TypeValidator debug - validate( "ffcafb8e", "ffcafb8e", serviceId)
07:00:46.847 [hz._hzInstance_1_dev.partition-operation.thread-11]   DEBUG c.n.oauth.cache.ClientMapStore store - Store:e150299f-eed8-4cd9-8752-1a8a9b818ca9
07:00:46.857 [hz._hzInstance_1_dev.partition-operation.thread-9]   DEBUG c.networknt.oauth.cache.UserMapStore delete - Delete:93115c9e
07:00:46.860 [XNIO-1 task-2]  X_M95AAERouRV8KDL2CqGg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:46.860 [XNIO-1 task-2]  X_M95AAERouRV8KDL2CqGg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:46.861 [XNIO-1 task-2]  X_M95AAERouRV8KDL2CqGg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:46.883 [XNIO-1 task-2]  o0UkjNoMQH2Rkhy2d6jMsg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:46.883 [XNIO-1 task-2]  o0UkjNoMQH2Rkhy2d6jMsg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:46.883 [XNIO-1 task-2]  o0UkjNoMQH2Rkhy2d6jMsg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:46.907 [XNIO-1 task-2]  x0JngO9PQCCcNoKeRq2OOA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:46.907 [XNIO-1 task-2]  x0JngO9PQCCcNoKeRq2OOA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:46.908 [XNIO-1 task-2]  x0JngO9PQCCcNoKeRq2OOA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:46.909 [hz._hzInstance_1_dev.partition-operation.thread-1]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:499cb88c
07:00:46.918 [XNIO-1 task-2]  0lHcvWj8STSuyjbGuQ_TZg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/2d9360f7, base path is set to: null
07:00:46.919 [XNIO-1 task-2]  0lHcvWj8STSuyjbGuQ_TZg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:46.919 [XNIO-1 task-2]  0lHcvWj8STSuyjbGuQ_TZg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
07:00:46.919 [XNIO-1 task-2]  0lHcvWj8STSuyjbGuQ_TZg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/2d9360f7, base path is set to: null
07:00:46.919 [XNIO-1 task-2]  0lHcvWj8STSuyjbGuQ_TZg DEBUG com.networknt.schema.TypeValidator debug - validate( "2d9360f7", "2d9360f7", serviceId)
07:00:46.933 [XNIO-1 task-2]  olLvZdE_TPOHZB506PaiCg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:46.933 [XNIO-1 task-2]  olLvZdE_TPOHZB506PaiCg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:46.934 [XNIO-1 task-2]  olLvZdE_TPOHZB506PaiCg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:46.934 [XNIO-1 task-2]  olLvZdE_TPOHZB506PaiCg DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"32772cb1","serviceName":"663e31f5-2ebd-442f-b57e-efa77756","serviceDesc":"7335e416-193f-44ca-a804-fbbb93f432f1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"32772cb1","serviceName":"663e31f5-2ebd-442f-b57e-efa77756","serviceDesc":"7335e416-193f-44ca-a804-fbbb93f432f1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:46.934 [XNIO-1 task-2]  olLvZdE_TPOHZB506PaiCg DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"32772cb1","serviceName":"663e31f5-2ebd-442f-b57e-efa77756","serviceDesc":"7335e416-193f-44ca-a804-fbbb93f432f1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
07:00:46.935 [XNIO-1 task-2]  olLvZdE_TPOHZB506PaiCg DEBUG com.networknt.schema.TypeValidator debug - validate( "7335e416-193f-44ca-a804-fbbb93f432f1", {"serviceType":"swagger","serviceId":"32772cb1","serviceName":"663e31f5-2ebd-442f-b57e-efa77756","serviceDesc":"7335e416-193f-44ca-a804-fbbb93f432f1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
07:00:46.935 [XNIO-1 task-2]  olLvZdE_TPOHZB506PaiCg DEBUG com.networknt.schema.TypeValidator debug - validate( "32772cb1", {"serviceType":"swagger","serviceId":"32772cb1","serviceName":"663e31f5-2ebd-442f-b57e-efa77756","serviceDesc":"7335e416-193f-44ca-a804-fbbb93f432f1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
07:00:46.935 [XNIO-1 task-2]  olLvZdE_TPOHZB506PaiCg DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"32772cb1","serviceName":"663e31f5-2ebd-442f-b57e-efa77756","serviceDesc":"7335e416-193f-44ca-a804-fbbb93f432f1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
07:00:46.935 [XNIO-1 task-2]  olLvZdE_TPOHZB506PaiCg DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"32772cb1","serviceName":"663e31f5-2ebd-442f-b57e-efa77756","serviceDesc":"7335e416-193f-44ca-a804-fbbb93f432f1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"32772cb1","serviceName":"663e31f5-2ebd-442f-b57e-efa77756","serviceDesc":"7335e416-193f-44ca-a804-fbbb93f432f1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:46.949 [XNIO-1 task-2]  nQEZxmZZSHqdeTEUajU2UQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:46.949 [XNIO-1 task-2]  nQEZxmZZSHqdeTEUajU2UQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:46.949 [XNIO-1 task-2]  nQEZxmZZSHqdeTEUajU2UQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:46.950 [XNIO-1 task-2]  nQEZxmZZSHqdeTEUajU2UQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"94e2bb3c","serviceName":"71aba744-6dea-411b-bf35-ff98cd7f","serviceDesc":"9f7cfe94-a5a5-4be3-a79e-64186128a115","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"94e2bb3c","serviceName":"71aba744-6dea-411b-bf35-ff98cd7f","serviceDesc":"9f7cfe94-a5a5-4be3-a79e-64186128a115","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:46.950 [XNIO-1 task-2]  nQEZxmZZSHqdeTEUajU2UQ DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"94e2bb3c","serviceName":"71aba744-6dea-411b-bf35-ff98cd7f","serviceDesc":"9f7cfe94-a5a5-4be3-a79e-64186128a115","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
07:00:46.950 [XNIO-1 task-2]  nQEZxmZZSHqdeTEUajU2UQ DEBUG com.networknt.schema.TypeValidator debug - validate( "9f7cfe94-a5a5-4be3-a79e-64186128a115", {"serviceType":"swagger","serviceId":"94e2bb3c","serviceName":"71aba744-6dea-411b-bf35-ff98cd7f","serviceDesc":"9f7cfe94-a5a5-4be3-a79e-64186128a115","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
07:00:46.950 [XNIO-1 task-2]  nQEZxmZZSHqdeTEUajU2UQ DEBUG com.networknt.schema.TypeValidator debug - validate( "94e2bb3c", {"serviceType":"swagger","serviceId":"94e2bb3c","serviceName":"71aba744-6dea-411b-bf35-ff98cd7f","serviceDesc":"9f7cfe94-a5a5-4be3-a79e-64186128a115","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
07:00:46.950 [XNIO-1 task-2]  nQEZxmZZSHqdeTEUajU2UQ DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"94e2bb3c","serviceName":"71aba744-6dea-411b-bf35-ff98cd7f","serviceDesc":"9f7cfe94-a5a5-4be3-a79e-64186128a115","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
07:00:46.950 [XNIO-1 task-2]  nQEZxmZZSHqdeTEUajU2UQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"94e2bb3c","serviceName":"71aba744-6dea-411b-bf35-ff98cd7f","serviceDesc":"9f7cfe94-a5a5-4be3-a79e-64186128a115","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"94e2bb3c","serviceName":"71aba744-6dea-411b-bf35-ff98cd7f","serviceDesc":"9f7cfe94-a5a5-4be3-a79e-64186128a115","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:46.967 [XNIO-1 task-2]  GaZXNmRhTEyN7x5u24gI-w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/9bc8b88b
07:00:46.967 [XNIO-1 task-2]  GaZXNmRhTEyN7x5u24gI-w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:46.967 [XNIO-1 task-2]  GaZXNmRhTEyN7x5u24gI-w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
07:00:46.968 [XNIO-1 task-2]  GaZXNmRhTEyN7x5u24gI-w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/9bc8b88b
07:00:46.969 [hz._hzInstance_1_dev.partition-operation.thread-13]   DEBUG c.n.o.cache.ServiceEndpointMapStore delete - Delete:9bc8b88b
07:00:46.979 [XNIO-1 task-2]  DCqWC3rWQLWd4scJ61YqYQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/2f6e3188, base path is set to: null
07:00:46.979 [XNIO-1 task-2]  DCqWC3rWQLWd4scJ61YqYQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:46.979 [XNIO-1 task-2]  DCqWC3rWQLWd4scJ61YqYQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
07:00:46.979 [XNIO-1 task-2]  DCqWC3rWQLWd4scJ61YqYQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/2f6e3188, base path is set to: null
07:00:46.979 [XNIO-1 task-2]  DCqWC3rWQLWd4scJ61YqYQ DEBUG com.networknt.schema.TypeValidator debug - validate( "2f6e3188", "2f6e3188", serviceId)
07:00:47.001 [XNIO-1 task-2]  jm03uqVjQH-xwaHy0t-hzw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:47.001 [XNIO-1 task-2]  jm03uqVjQH-xwaHy0t-hzw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:47.002 [XNIO-1 task-2]  jm03uqVjQH-xwaHy0t-hzw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:47.003 [XNIO-1 task-2]  jm03uqVjQH-xwaHy0t-hzw DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"e6f73d91","serviceName":"78083321-ee42-479f-b8a5-bf79cf84","serviceDesc":"9a5b7640-ac19-4775-ba8d-1bd1a93eef0e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"e6f73d91","serviceName":"78083321-ee42-479f-b8a5-bf79cf84","serviceDesc":"9a5b7640-ac19-4775-ba8d-1bd1a93eef0e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:47.003 [XNIO-1 task-2]  jm03uqVjQH-xwaHy0t-hzw DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"e6f73d91","serviceName":"78083321-ee42-479f-b8a5-bf79cf84","serviceDesc":"9a5b7640-ac19-4775-ba8d-1bd1a93eef0e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
07:00:47.003 [XNIO-1 task-2]  jm03uqVjQH-xwaHy0t-hzw DEBUG com.networknt.schema.TypeValidator debug - validate( "9a5b7640-ac19-4775-ba8d-1bd1a93eef0e", {"serviceType":"swagger","serviceId":"e6f73d91","serviceName":"78083321-ee42-479f-b8a5-bf79cf84","serviceDesc":"9a5b7640-ac19-4775-ba8d-1bd1a93eef0e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
07:00:47.003 [XNIO-1 task-2]  jm03uqVjQH-xwaHy0t-hzw DEBUG com.networknt.schema.TypeValidator debug - validate( "e6f73d91", {"serviceType":"swagger","serviceId":"e6f73d91","serviceName":"78083321-ee42-479f-b8a5-bf79cf84","serviceDesc":"9a5b7640-ac19-4775-ba8d-1bd1a93eef0e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
07:00:47.003 [XNIO-1 task-2]  jm03uqVjQH-xwaHy0t-hzw DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"e6f73d91","serviceName":"78083321-ee42-479f-b8a5-bf79cf84","serviceDesc":"9a5b7640-ac19-4775-ba8d-1bd1a93eef0e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
07:00:47.003 [XNIO-1 task-2]  jm03uqVjQH-xwaHy0t-hzw DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"e6f73d91","serviceName":"78083321-ee42-479f-b8a5-bf79cf84","serviceDesc":"9a5b7640-ac19-4775-ba8d-1bd1a93eef0e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"e6f73d91","serviceName":"78083321-ee42-479f-b8a5-bf79cf84","serviceDesc":"9a5b7640-ac19-4775-ba8d-1bd1a93eef0e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:47.026 [XNIO-1 task-2]  Nd3zZrNXQviwrok57_cm4A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:47.026 [XNIO-1 task-2]  Nd3zZrNXQviwrok57_cm4A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:47.026 [XNIO-1 task-2]  Nd3zZrNXQviwrok57_cm4A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:47.026 [XNIO-1 task-2]  Nd3zZrNXQviwrok57_cm4A DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
07:00:47.044 [XNIO-1 task-2]  cOS2YuAvTQauJNpyMk61jQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:47.044 [XNIO-1 task-2]  cOS2YuAvTQauJNpyMk61jQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:47.044 [XNIO-1 task-2]  cOS2YuAvTQauJNpyMk61jQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:47.045 [XNIO-1 task-2]  cOS2YuAvTQauJNpyMk61jQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"96082ece","serviceName":"7cf9b0d9-63ba-410e-8b9c-7df32b64","serviceDesc":"f25e7fb9-63c3-41fc-80ad-dbcd32c8196c","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"96082ece","serviceName":"7cf9b0d9-63ba-410e-8b9c-7df32b64","serviceDesc":"f25e7fb9-63c3-41fc-80ad-dbcd32c8196c","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:47.045 [XNIO-1 task-2]  cOS2YuAvTQauJNpyMk61jQ DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"96082ece","serviceName":"7cf9b0d9-63ba-410e-8b9c-7df32b64","serviceDesc":"f25e7fb9-63c3-41fc-80ad-dbcd32c8196c","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
07:00:47.045 [XNIO-1 task-2]  cOS2YuAvTQauJNpyMk61jQ DEBUG com.networknt.schema.TypeValidator debug - validate( "f25e7fb9-63c3-41fc-80ad-dbcd32c8196c", {"serviceType":"swagger","serviceId":"96082ece","serviceName":"7cf9b0d9-63ba-410e-8b9c-7df32b64","serviceDesc":"f25e7fb9-63c3-41fc-80ad-dbcd32c8196c","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
07:00:47.045 [XNIO-1 task-2]  cOS2YuAvTQauJNpyMk61jQ DEBUG com.networknt.schema.TypeValidator debug - validate( "96082ece", {"serviceType":"swagger","serviceId":"96082ece","serviceName":"7cf9b0d9-63ba-410e-8b9c-7df32b64","serviceDesc":"f25e7fb9-63c3-41fc-80ad-dbcd32c8196c","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
07:00:47.045 [XNIO-1 task-2]  cOS2YuAvTQauJNpyMk61jQ DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"96082ece","serviceName":"7cf9b0d9-63ba-410e-8b9c-7df32b64","serviceDesc":"f25e7fb9-63c3-41fc-80ad-dbcd32c8196c","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
07:00:47.045 [XNIO-1 task-2]  cOS2YuAvTQauJNpyMk61jQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"96082ece","serviceName":"7cf9b0d9-63ba-410e-8b9c-7df32b64","serviceDesc":"f25e7fb9-63c3-41fc-80ad-dbcd32c8196c","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"96082ece","serviceName":"7cf9b0d9-63ba-410e-8b9c-7df32b64","serviceDesc":"f25e7fb9-63c3-41fc-80ad-dbcd32c8196c","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:47.060 [XNIO-1 task-2]  kHmRKAfRSWC5JCrM6Jn4HQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:47.060 [XNIO-1 task-2]  kHmRKAfRSWC5JCrM6Jn4HQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:47.060 [XNIO-1 task-2]  kHmRKAfRSWC5JCrM6Jn4HQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:47.062 [hz._hzInstance_1_dev.partition-operation.thread-6]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:b23994a6
07:00:47.078 [XNIO-1 task-2]  FdehYOHgR9ad84GC32XFaQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/32772cb1, base path is set to: null
07:00:47.078 [XNIO-1 task-2]  FdehYOHgR9ad84GC32XFaQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:47.078 [XNIO-1 task-2]  FdehYOHgR9ad84GC32XFaQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
07:00:47.078 [XNIO-1 task-2]  FdehYOHgR9ad84GC32XFaQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/32772cb1, base path is set to: null
07:00:47.079 [XNIO-1 task-2]  FdehYOHgR9ad84GC32XFaQ DEBUG com.networknt.schema.TypeValidator debug - validate( "32772cb1", "32772cb1", serviceId)
07:00:47.091 [XNIO-1 task-2]  mUCrMpWzSwK0rDhv2hyL-g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:47.091 [XNIO-1 task-2]  mUCrMpWzSwK0rDhv2hyL-g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:47.091 [XNIO-1 task-2]  mUCrMpWzSwK0rDhv2hyL-g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:47.091 [XNIO-1 task-2]  mUCrMpWzSwK0rDhv2hyL-g DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
07:00:47.110 [XNIO-1 task-2]  yc_XmVQZQ-uLWopd5C7Erg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:47.110 [XNIO-1 task-2]  yc_XmVQZQ-uLWopd5C7Erg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:47.111 [XNIO-1 task-2]  yc_XmVQZQ-uLWopd5C7Erg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:47.112 [XNIO-1 task-2]  yc_XmVQZQ-uLWopd5C7Erg DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"4de56de9","serviceName":"fee0ebb1-20d6-4aac-b546-f93865c9","serviceDesc":"4c886449-3f42-4e29-bb64-987e35e698aa","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"4de56de9","serviceName":"fee0ebb1-20d6-4aac-b546-f93865c9","serviceDesc":"4c886449-3f42-4e29-bb64-987e35e698aa","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:47.112 [XNIO-1 task-2]  yc_XmVQZQ-uLWopd5C7Erg DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"4de56de9","serviceName":"fee0ebb1-20d6-4aac-b546-f93865c9","serviceDesc":"4c886449-3f42-4e29-bb64-987e35e698aa","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
07:00:47.112 [XNIO-1 task-2]  yc_XmVQZQ-uLWopd5C7Erg DEBUG com.networknt.schema.TypeValidator debug - validate( "4c886449-3f42-4e29-bb64-987e35e698aa", {"serviceType":"swagger","serviceId":"4de56de9","serviceName":"fee0ebb1-20d6-4aac-b546-f93865c9","serviceDesc":"4c886449-3f42-4e29-bb64-987e35e698aa","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
07:00:47.112 [XNIO-1 task-2]  yc_XmVQZQ-uLWopd5C7Erg DEBUG com.networknt.schema.TypeValidator debug - validate( "4de56de9", {"serviceType":"swagger","serviceId":"4de56de9","serviceName":"fee0ebb1-20d6-4aac-b546-f93865c9","serviceDesc":"4c886449-3f42-4e29-bb64-987e35e698aa","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
07:00:47.112 [XNIO-1 task-2]  yc_XmVQZQ-uLWopd5C7Erg DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"4de56de9","serviceName":"fee0ebb1-20d6-4aac-b546-f93865c9","serviceDesc":"4c886449-3f42-4e29-bb64-987e35e698aa","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
07:00:47.112 [XNIO-1 task-2]  yc_XmVQZQ-uLWopd5C7Erg DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"4de56de9","serviceName":"fee0ebb1-20d6-4aac-b546-f93865c9","serviceDesc":"4c886449-3f42-4e29-bb64-987e35e698aa","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"4de56de9","serviceName":"fee0ebb1-20d6-4aac-b546-f93865c9","serviceDesc":"4c886449-3f42-4e29-bb64-987e35e698aa","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:47.127 [XNIO-1 task-2]  BLR3yxBXR1WRK-JJfroWjg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:47.127 [XNIO-1 task-2]  BLR3yxBXR1WRK-JJfroWjg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:47.128 [XNIO-1 task-2]  BLR3yxBXR1WRK-JJfroWjg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:47.128 [XNIO-1 task-2]  BLR3yxBXR1WRK-JJfroWjg DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"499cb88c","serviceName":"b53f3c40-ec7a-4e50-b81a-ddf541af","serviceDesc":"237281f0-cf8b-489d-ab20-f8b77c453910","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"499cb88c","serviceName":"b53f3c40-ec7a-4e50-b81a-ddf541af","serviceDesc":"237281f0-cf8b-489d-ab20-f8b77c453910","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:47.128 [XNIO-1 task-2]  BLR3yxBXR1WRK-JJfroWjg DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"499cb88c","serviceName":"b53f3c40-ec7a-4e50-b81a-ddf541af","serviceDesc":"237281f0-cf8b-489d-ab20-f8b77c453910","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
07:00:47.129 [XNIO-1 task-2]  BLR3yxBXR1WRK-JJfroWjg DEBUG com.networknt.schema.TypeValidator debug - validate( "237281f0-cf8b-489d-ab20-f8b77c453910", {"serviceType":"swagger","serviceId":"499cb88c","serviceName":"b53f3c40-ec7a-4e50-b81a-ddf541af","serviceDesc":"237281f0-cf8b-489d-ab20-f8b77c453910","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
07:00:47.129 [XNIO-1 task-2]  BLR3yxBXR1WRK-JJfroWjg DEBUG com.networknt.schema.TypeValidator debug - validate( "499cb88c", {"serviceType":"swagger","serviceId":"499cb88c","serviceName":"b53f3c40-ec7a-4e50-b81a-ddf541af","serviceDesc":"237281f0-cf8b-489d-ab20-f8b77c453910","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
