16:40:09.861 [hz._hzInstance_1_dev.partition-operation.thread-12]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:7134a462
16:40:15.054 [XNIO-1 task-1]  P8UvLD_wRb-7LtK-rlk_Rw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:15.054 [XNIO-1 task-1]  P8UvLD_wRb-7LtK-rlk_Rw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:15.054 [XNIO-1 task-1]  P8UvLD_wRb-7LtK-rlk_Rw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:15.070 [hz._hzInstance_1_dev.partition-operation.thread-3]   DEBUG c.n.oauth.cache.RefreshTokenMapStore store - Store:858731f1-5009-40f1-b26f-d2bbd6f1949f
16:40:15.072 [XNIO-1 task-1]  VBc8llq9Qr67kFYJpcqxng DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:15.072 [XNIO-1 task-1]  VBc8llq9Qr67kFYJpcqxng DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:15.072 [XNIO-1 task-1]  VBc8llq9Qr67kFYJpcqxng DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:15.072 [XNIO-1 task-1]  VBc8llq9Qr67kFYJpcqxng DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
16:40:15.079 [XNIO-1 task-1]  P4s72b8KTDeqkRGHa7hnYA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:15.079 [XNIO-1 task-1]  P4s72b8KTDeqkRGHa7hnYA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:15.079 [XNIO-1 task-1]  P4s72b8KTDeqkRGHa7hnYA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:15.086 [hz._hzInstance_1_dev.partition-operation.thread-3]   DEBUG c.n.oauth.cache.RefreshTokenMapStore delete - Delete:858731f1-5009-40f1-b26f-d2bbd6f1949f
16:40:15.088 [XNIO-1 task-1]  kPc3gFwHTMe9I2-TN61kJw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.088 [XNIO-1 task-1]  kPc3gFwHTMe9I2-TN61kJw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.088 [XNIO-1 task-1]  kPc3gFwHTMe9I2-TN61kJw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.107 [XNIO-1 task-1]  zVvh26PhTbiyJi4kBlpQYg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/dbe7ddcd
16:40:15.107 [XNIO-1 task-1]  zVvh26PhTbiyJi4kBlpQYg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.108 [XNIO-1 task-1]  zVvh26PhTbiyJi4kBlpQYg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
16:40:15.108 [XNIO-1 task-1]  zVvh26PhTbiyJi4kBlpQYg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/{userId}
16:40:15.108 [XNIO-1 task-1]  zVvh26PhTbiyJi4kBlpQYg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/dbe7ddcd
16:40:15.108 [XNIO-1 task-1]  zVvh26PhTbiyJi4kBlpQYg DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"36c75869-1b55-4ca2-9f30-98c61b88a50a","newPassword":"8b3c0fbf-cbe6-4c22-ad3b-71b8c483e4ab","newPasswordConfirm":"8b3c0fbf-cbe6-4c22-ad3b-71b8c483e4ab"}, {"password":"36c75869-1b55-4ca2-9f30-98c61b88a50a","newPassword":"8b3c0fbf-cbe6-4c22-ad3b-71b8c483e4ab","newPasswordConfirm":"8b3c0fbf-cbe6-4c22-ad3b-71b8c483e4ab"}, requestBody)
16:40:15.108 [XNIO-1 task-1]  zVvh26PhTbiyJi4kBlpQYg DEBUG c.n.schema.PropertiesValidator debug - validate( {"password":"36c75869-1b55-4ca2-9f30-98c61b88a50a","newPassword":"8b3c0fbf-cbe6-4c22-ad3b-71b8c483e4ab","newPasswordConfirm":"8b3c0fbf-cbe6-4c22-ad3b-71b8c483e4ab"}, {"password":"36c75869-1b55-4ca2-9f30-98c61b88a50a","newPassword":"8b3c0fbf-cbe6-4c22-ad3b-71b8c483e4ab","newPasswordConfirm":"8b3c0fbf-cbe6-4c22-ad3b-71b8c483e4ab"}, requestBody)
16:40:15.108 [XNIO-1 task-1]  zVvh26PhTbiyJi4kBlpQYg DEBUG com.networknt.schema.FormatValidator debug - validate( "8b3c0fbf-cbe6-4c22-ad3b-71b8c483e4ab", {"password":"36c75869-1b55-4ca2-9f30-98c61b88a50a","newPassword":"8b3c0fbf-cbe6-4c22-ad3b-71b8c483e4ab","newPasswordConfirm":"8b3c0fbf-cbe6-4c22-ad3b-71b8c483e4ab"}, requestBody.newPasswordConfirm)
16:40:15.108 [XNIO-1 task-1]  zVvh26PhTbiyJi4kBlpQYg DEBUG com.networknt.schema.FormatValidator debug - validate( "36c75869-1b55-4ca2-9f30-98c61b88a50a", {"password":"36c75869-1b55-4ca2-9f30-98c61b88a50a","newPassword":"8b3c0fbf-cbe6-4c22-ad3b-71b8c483e4ab","newPasswordConfirm":"8b3c0fbf-cbe6-4c22-ad3b-71b8c483e4ab"}, requestBody.password)
16:40:15.108 [XNIO-1 task-1]  zVvh26PhTbiyJi4kBlpQYg DEBUG com.networknt.schema.FormatValidator debug - validate( "8b3c0fbf-cbe6-4c22-ad3b-71b8c483e4ab", {"password":"36c75869-1b55-4ca2-9f30-98c61b88a50a","newPassword":"8b3c0fbf-cbe6-4c22-ad3b-71b8c483e4ab","newPasswordConfirm":"8b3c0fbf-cbe6-4c22-ad3b-71b8c483e4ab"}, requestBody.newPassword)
16:40:15.130 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:506850b2
16:40:15.130 [XNIO-1 task-1]  VQ5no5SFSoWzQ3aF1zVEsg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/c2a07d79, base path is set to: null
16:40:15.130 [XNIO-1 task-1]  VQ5no5SFSoWzQ3aF1zVEsg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:15.130 [XNIO-1 task-1]  VQ5no5SFSoWzQ3aF1zVEsg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
16:40:15.130 [XNIO-1 task-1]  VQ5no5SFSoWzQ3aF1zVEsg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/c2a07d79, base path is set to: null
16:40:15.130 [XNIO-1 task-1]  VQ5no5SFSoWzQ3aF1zVEsg DEBUG com.networknt.schema.TypeValidator debug - validate( "c2a07d79", "c2a07d79", userId)
16:40:15.143 [XNIO-1 task-1]  ImhHUT9TROyTSRY4zS1gzA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/dbe7ddcd
16:40:15.143 [XNIO-1 task-1]  ImhHUT9TROyTSRY4zS1gzA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.143 [XNIO-1 task-1]  ImhHUT9TROyTSRY4zS1gzA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
16:40:15.143 [XNIO-1 task-1]  ImhHUT9TROyTSRY4zS1gzA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/{userId}
16:40:15.143 [XNIO-1 task-1]  ImhHUT9TROyTSRY4zS1gzA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/dbe7ddcd
16:40:15.144 [XNIO-1 task-1]  ImhHUT9TROyTSRY4zS1gzA DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"8b3c0fbf-cbe6-4c22-ad3b-71b8c483e4ab","newPassword":"d0c83043-f7da-442a-850f-10c7eb97353c","newPasswordConfirm":"d0c83043-f7da-442a-850f-10c7eb97353c"}, {"password":"8b3c0fbf-cbe6-4c22-ad3b-71b8c483e4ab","newPassword":"d0c83043-f7da-442a-850f-10c7eb97353c","newPasswordConfirm":"d0c83043-f7da-442a-850f-10c7eb97353c"}, requestBody)
16:40:15.144 [XNIO-1 task-1]  ImhHUT9TROyTSRY4zS1gzA DEBUG c.n.schema.PropertiesValidator debug - validate( {"password":"8b3c0fbf-cbe6-4c22-ad3b-71b8c483e4ab","newPassword":"d0c83043-f7da-442a-850f-10c7eb97353c","newPasswordConfirm":"d0c83043-f7da-442a-850f-10c7eb97353c"}, {"password":"8b3c0fbf-cbe6-4c22-ad3b-71b8c483e4ab","newPassword":"d0c83043-f7da-442a-850f-10c7eb97353c","newPasswordConfirm":"d0c83043-f7da-442a-850f-10c7eb97353c"}, requestBody)
16:40:15.144 [XNIO-1 task-1]  ImhHUT9TROyTSRY4zS1gzA DEBUG com.networknt.schema.FormatValidator debug - validate( "d0c83043-f7da-442a-850f-10c7eb97353c", {"password":"8b3c0fbf-cbe6-4c22-ad3b-71b8c483e4ab","newPassword":"d0c83043-f7da-442a-850f-10c7eb97353c","newPasswordConfirm":"d0c83043-f7da-442a-850f-10c7eb97353c"}, requestBody.newPasswordConfirm)
16:40:15.144 [XNIO-1 task-1]  ImhHUT9TROyTSRY4zS1gzA DEBUG com.networknt.schema.FormatValidator debug - validate( "8b3c0fbf-cbe6-4c22-ad3b-71b8c483e4ab", {"password":"8b3c0fbf-cbe6-4c22-ad3b-71b8c483e4ab","newPassword":"d0c83043-f7da-442a-850f-10c7eb97353c","newPasswordConfirm":"d0c83043-f7da-442a-850f-10c7eb97353c"}, requestBody.password)
16:40:15.144 [XNIO-1 task-1]  ImhHUT9TROyTSRY4zS1gzA DEBUG com.networknt.schema.FormatValidator debug - validate( "d0c83043-f7da-442a-850f-10c7eb97353c", {"password":"8b3c0fbf-cbe6-4c22-ad3b-71b8c483e4ab","newPassword":"d0c83043-f7da-442a-850f-10c7eb97353c","newPasswordConfirm":"d0c83043-f7da-442a-850f-10c7eb97353c"}, requestBody.newPassword)
16:40:15.158 [hz._hzInstance_1_dev.partition-operation.thread-3]   DEBUG c.n.oauth.cache.ClientMapStore store - Store:4ca6af9b-b363-4f39-9c8e-e0fff1fc5fbf
16:40:15.167 [XNIO-1 task-1]  jvUtNnAjRISYMAs5-speuA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/dbe7ddcd, base path is set to: null
16:40:15.167 [XNIO-1 task-1]  jvUtNnAjRISYMAs5-speuA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:15.167 [XNIO-1 task-1]  jvUtNnAjRISYMAs5-speuA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
16:40:15.167 [XNIO-1 task-1]  jvUtNnAjRISYMAs5-speuA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/dbe7ddcd, base path is set to: null
16:40:15.167 [XNIO-1 task-1]  jvUtNnAjRISYMAs5-speuA DEBUG com.networknt.schema.TypeValidator debug - validate( "dbe7ddcd", "dbe7ddcd", userId)
16:40:15.176 [XNIO-1 task-1]  Jy9Tq5mxRJu9W1E1I8wFMg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.176 [XNIO-1 task-1]  Jy9Tq5mxRJu9W1E1I8wFMg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.176 [XNIO-1 task-1]  Jy9Tq5mxRJu9W1E1I8wFMg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.177 [XNIO-1 task-1]  Jy9Tq5mxRJu9W1E1I8wFMg DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:40:15.183 [XNIO-1 task-1]  vvjYmmFBQUKBdkcIDIZ4Dg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.183 [XNIO-1 task-1]  vvjYmmFBQUKBdkcIDIZ4Dg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.183 [XNIO-1 task-1]  vvjYmmFBQUKBdkcIDIZ4Dg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.183 [XNIO-1 task-1]  vvjYmmFBQUKBdkcIDIZ4Dg DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:40:15.194 [XNIO-1 task-1]  YEreeCGNTSKuyK860tUmxQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.194 [XNIO-1 task-1]  YEreeCGNTSKuyK860tUmxQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.194 [XNIO-1 task-1]  YEreeCGNTSKuyK860tUmxQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.194 [XNIO-1 task-1]  YEreeCGNTSKuyK860tUmxQ DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:40:15.197 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:855005ba-2cad-4149-a654-aa1e14aeab74
16:40:15.200 [XNIO-1 task-1]  1aDc9cjqS-yY7-D5ZqOSDw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.201 [XNIO-1 task-1]  1aDc9cjqS-yY7-D5ZqOSDw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.201 [XNIO-1 task-1]  1aDc9cjqS-yY7-D5ZqOSDw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.214 [XNIO-1 task-1]  NHN1bMoNTeeGfXFvWif-TA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:15.214 [XNIO-1 task-1]  NHN1bMoNTeeGfXFvWif-TA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:15.214 [XNIO-1 task-1]  NHN1bMoNTeeGfXFvWif-TA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:15.219 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:9b2ab305
16:40:15.223 [XNIO-1 task-1]  zmfOsJINRkGa-R5LHaObGw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:15.223 [XNIO-1 task-1]  zmfOsJINRkGa-R5LHaObGw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:15.223 [XNIO-1 task-1]  zmfOsJINRkGa-R5LHaObGw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
SEVERE: [172.24.0.7]:5701 [dev] [3.12] java.sql.SQLIntegrityConstraintViolationException: Cannot delete or update a parent row: a foreign key constraint fails (`oauth2`.`refresh_token`, CONSTRAINT `refresh_token_ibfk_1` FOREIGN KEY (`client_id`) REFERENCES `client` (`client_id`))
java.lang.RuntimeException: java.sql.SQLIntegrityConstraintViolationException: Cannot delete or update a parent row: a foreign key constraint fails (`oauth2`.`refresh_token`, CONSTRAINT `refresh_token_ibfk_1` FOREIGN KEY (`client_id`) REFERENCES `client` (`client_id`))
	at com.networknt.oauth.cache.ClientMapStore.delete(ClientMapStore.java:36)
	at com.networknt.oauth.cache.ClientMapStore.delete(ClientMapStore.java:19)
	at com.hazelcast.map.impl.MapStoreWrapper.delete(MapStoreWrapper.java:115)
	at com.mysql.cj.jdbc.exceptions.SQLError.createSQLException(SQLError.java:117)
	at com.mysql.cj.jdbc.exceptions.SQLExceptionsMapping.translateException(SQLExceptionsMapping.java:122)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeUpdateInternal(ClientPreparedStatement.java:1094)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeUpdateInternal(ClientPreparedStatement.java:1042)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeLargeUpdate(ClientPreparedStatement.java:1345)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeUpdate(ClientPreparedStatement.java:1027)
	at com.zaxxer.hikari.pool.ProxyPreparedStatement.executeUpdate(ProxyPreparedStatement.java:61)
	at com.zaxxer.hikari.pool.HikariProxyPreparedStatement.executeUpdate(HikariProxyPreparedStatement.java)
	at com.networknt.oauth.cache.ClientMapStore.delete(ClientMapStore.java:33)
	at com.networknt.oauth.cache.ClientMapStore.delete(ClientMapStore.java:19)
	at com.hazelcast.map.impl.MapStoreWrapper.delete(MapStoreWrapper.java:115)
	at com.hazelcast.spi.impl.operationexecutor.impl.OperationThread.process(OperationThread.java:123)
	at com.hazelcast.spi.impl.operationexecutor.impl.OperationThread.run(OperationThread.java:110)
Caused by: java.sql.SQLIntegrityConstraintViolationException: Cannot delete or update a parent row: a foreign key constraint fails (`oauth2`.`refresh_token`, CONSTRAINT `refresh_token_ibfk_1` FOREIGN KEY (`client_id`) REFERENCES `client` (`client_id`))
	at com.mysql.cj.jdbc.exceptions.SQLError.createSQLException(SQLError.java:117)
	at com.hazelcast.map.impl.operation.DeleteOperation.run(DeleteOperation.java:44)
	at com.hazelcast.spi.impl.operationservice.impl.OperationRunnerImpl.call(OperationRunnerImpl.java:210)
	at com.hazelcast.spi.impl.operationservice.impl.OperationRunnerImpl.run(OperationRunnerImpl.java:199)
	at com.hazelcast.spi.impl.operationservice.impl.OperationRunnerImpl.run(OperationRunnerImpl.java:416)
	at com.hazelcast.spi.impl.operationexecutor.impl.OperationThread.process(OperationThread.java:153)
	at com.hazelcast.spi.impl.operationexecutor.impl.OperationThread.process(OperationThread.java:123)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeLargeUpdate(ClientPreparedStatement.java:1345)
	at com.zaxxer.hikari.pool.ProxyPreparedStatement.executeUpdate(ProxyPreparedStatement.java:61)
	at com.networknt.oauth.cache.ClientMapStore.delete(ClientMapStore.java:33)

	at com.hazelcast.spi.impl.operationexecutor.impl.OperationThread.run(OperationThread.java:110)
16:40:15.243 [XNIO-1 task-1]  NrrQzHE9Q2asWZxya5XcQg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/2873acb4
16:40:15.243 [XNIO-1 task-1]  NrrQzHE9Q2asWZxya5XcQg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.243 [XNIO-1 task-1]  NrrQzHE9Q2asWZxya5XcQg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
16:40:15.244 [XNIO-1 task-1]  NrrQzHE9Q2asWZxya5XcQg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/2873acb4
16:40:15.251 [XNIO-1 task-1]  GVMUfdaAQTGTEFaxDK7Apg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:15.251 [XNIO-1 task-1]  GVMUfdaAQTGTEFaxDK7Apg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:15.251 [XNIO-1 task-1]  GVMUfdaAQTGTEFaxDK7Apg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:15.267 [XNIO-1 task-1]  5JEBa2iPRGGzxQ5CT0WbjQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:15.267 [XNIO-1 task-1]  5JEBa2iPRGGzxQ5CT0WbjQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:15.267 [XNIO-1 task-1]  5JEBa2iPRGGzxQ5CT0WbjQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:15.272 [XNIO-1 task-1]  ZK8tO3-USxKY9Uqul_KAoA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/c165b791, base path is set to: null
16:40:15.272 [XNIO-1 task-1]  ZK8tO3-USxKY9Uqul_KAoA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:15.273 [XNIO-1 task-1]  ZK8tO3-USxKY9Uqul_KAoA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
16:40:15.273 [XNIO-1 task-1]  ZK8tO3-USxKY9Uqul_KAoA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/c165b791, base path is set to: null
16:40:15.273 [XNIO-1 task-1]  ZK8tO3-USxKY9Uqul_KAoA DEBUG com.networknt.schema.TypeValidator debug - validate( "c165b791", "c165b791", userId)
16:40:15.284 [XNIO-1 task-1]  3qX_Bhe_SnyZNmHpyKqHhw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.284 [XNIO-1 task-1]  3qX_Bhe_SnyZNmHpyKqHhw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.284 [XNIO-1 task-1]  3qX_Bhe_SnyZNmHpyKqHhw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.303 [XNIO-1 task-1]  WEuAb1HLReG83PkQLUAZyQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.303 [XNIO-1 task-1]  WEuAb1HLReG83PkQLUAZyQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.303 [XNIO-1 task-1]  WEuAb1HLReG83PkQLUAZyQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.303 [XNIO-1 task-1]  WEuAb1HLReG83PkQLUAZyQ DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:40:15.307 [XNIO-1 task-1]  XBpAhExvRL6gqSPQGA4qiA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/a383c67b
16:40:15.307 [XNIO-1 task-1]  XBpAhExvRL6gqSPQGA4qiA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.308 [XNIO-1 task-1]  XBpAhExvRL6gqSPQGA4qiA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
16:40:15.308 [XNIO-1 task-1]  XBpAhExvRL6gqSPQGA4qiA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/a383c67b
16:40:15.319 [XNIO-1 task-1]  nCKunWFYQsiXosRFlTUUwQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:15.319 [XNIO-1 task-1]  nCKunWFYQsiXosRFlTUUwQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:15.319 [XNIO-1 task-1]  nCKunWFYQsiXosRFlTUUwQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:15.320 [XNIO-1 task-1]  nCKunWFYQsiXosRFlTUUwQ DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
16:40:15.332 [XNIO-1 task-1]  CK-RuVZ2RViynsMcSZjVPA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:15.333 [XNIO-1 task-1]  CK-RuVZ2RViynsMcSZjVPA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:15.333 [XNIO-1 task-1]  CK-RuVZ2RViynsMcSZjVPA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:15.333 [XNIO-1 task-1]  CK-RuVZ2RViynsMcSZjVPA DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
16:40:15.336 [hz._hzInstance_1_dev.partition-operation.thread-15]   DEBUG c.n.oauth.cache.RefreshTokenMapStore store - Store:591a68c5-b60f-49e9-b68f-0f08bbd0352b
16:40:15.340 [XNIO-1 task-1]  7bFdi5LXTJycbqdRGYMYaw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:15.340 [XNIO-1 task-1]  7bFdi5LXTJycbqdRGYMYaw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:15.340 [XNIO-1 task-1]  7bFdi5LXTJycbqdRGYMYaw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:15.354 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.n.oauth.cache.ClientMapStore delete - Delete:430d76a3-13d3-46e4-977e-f6b33a84f94e
16:40:15.364 [XNIO-1 task-1]  JlKJZUr_S5iphPSVY-Wgbw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.364 [XNIO-1 task-1]  JlKJZUr_S5iphPSVY-Wgbw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.365 [XNIO-1 task-1]  JlKJZUr_S5iphPSVY-Wgbw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.379 [XNIO-1 task-1]  QMjCTWDgR72rEVrdgzWwOw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/918e4d8f
16:40:15.379 [XNIO-1 task-1]  QMjCTWDgR72rEVrdgzWwOw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.379 [XNIO-1 task-1]  QMjCTWDgR72rEVrdgzWwOw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
16:40:15.379 [hz._hzInstance_1_dev.partition-operation.thread-9]   DEBUG c.n.oauth.cache.ServiceMapStore load - Load:29410429
16:40:15.380 [XNIO-1 task-1]  QMjCTWDgR72rEVrdgzWwOw DEBUG com.networknt.schema.TypeValidator debug - validate( "918e4d8f", "918e4d8f", userId)
16:40:15.385 [hz._hzInstance_1_dev.partition-operation.thread-9]   DEBUG c.n.oauth.cache.ServiceMapStore load - Load:29410429
16:40:15.385 [XNIO-1 task-1]  guEaqvjHQWmeZOhZMP1oOQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.385 [XNIO-1 task-1]  guEaqvjHQWmeZOhZMP1oOQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.385 [XNIO-1 task-1]  guEaqvjHQWmeZOhZMP1oOQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.386 [XNIO-1 task-1]  guEaqvjHQWmeZOhZMP1oOQ DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:40:15.393 [XNIO-1 task-1]  95l9S-2dRza2WOoTTB1fag DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.393 [XNIO-1 task-1]  95l9S-2dRza2WOoTTB1fag DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.393 [XNIO-1 task-1]  95l9S-2dRza2WOoTTB1fag DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:15.398 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.networknt.oauth.cache.UserMapStore store - Store:29ac78da
