20:00:39.952 [hz._hzInstance_1_dev.partition-operation.thread-9]   DEBUG com.zaxxer.hikari.pool.HikariPool checkFailFast - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@fe063ff
20:00:46.351 [XNIO-1 task-2]  aWL9JzdOQGm5xLeRfWDnLg DEBUG com.networknt.schema.TypeValidator debug - validate( "2f0a4432", "2f0a4432", serviceId)
20:00:46.356 [XNIO-1 task-2]  4DPUML4mQFuVT6gb0O2PIQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/2f0a4432
20:00:46.356 [XNIO-1 task-2]  4DPUML4mQFuVT6gb0O2PIQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:46.356 [XNIO-1 task-2]  4DPUML4mQFuVT6gb0O2PIQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
20:00:46.356 [XNIO-1 task-2]  4DPUML4mQFuVT6gb0O2PIQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/2f0a4432
20:00:46.357 [hz._hzInstance_1_dev.partition-operation.thread-7]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:e71ebff1-2a7d-4a56-b45f-5acdffb0d87c
20:00:46.366 [XNIO-1 task-2]  kZmu_p1ZQWioX64GgZuh-g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/2f0a4432
20:00:46.366 [XNIO-1 task-2]  kZmu_p1ZQWioX64GgZuh-g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:46.366 [XNIO-1 task-2]  kZmu_p1ZQWioX64GgZuh-g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
20:00:46.366 [XNIO-1 task-2]  kZmu_p1ZQWioX64GgZuh-g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/2f0a4432
20:00:46.377 [XNIO-1 task-2]  GnT1CKKBQtWVlwGddrc_zQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/ebe307c8, base path is set to: null
20:00:46.378 [XNIO-1 task-2]  GnT1CKKBQtWVlwGddrc_zQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:46.378 [XNIO-1 task-2]  GnT1CKKBQtWVlwGddrc_zQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
20:00:46.378 [XNIO-1 task-2]  GnT1CKKBQtWVlwGddrc_zQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/ebe307c8, base path is set to: null
20:00:46.378 [XNIO-1 task-2]  GnT1CKKBQtWVlwGddrc_zQ DEBUG com.networknt.schema.TypeValidator debug - validate( "ebe307c8", "ebe307c8", serviceId)
20:00:46.380 [hz._hzInstance_1_dev.partition-operation.thread-14]   DEBUG c.n.oauth.cache.ServiceMapStore delete - Delete:ebe307c8
20:00:46.391 [XNIO-1 task-2]  tbPQYtwDT1ifnA7iPQIrVA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:46.391 [XNIO-1 task-2]  tbPQYtwDT1ifnA7iPQIrVA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:46.391 [XNIO-1 task-2]  tbPQYtwDT1ifnA7iPQIrVA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:46.391 [XNIO-1 task-2]  tbPQYtwDT1ifnA7iPQIrVA DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
20:00:46.398 [XNIO-1 task-2]  wSbgR0GiQnCAuiPWc71OMw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:46.398 [XNIO-1 task-2]  wSbgR0GiQnCAuiPWc71OMw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:46.399 [XNIO-1 task-2]  wSbgR0GiQnCAuiPWc71OMw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:46.409 [XNIO-1 task-2]  mD9-2JS3RuSIyqWfXvJBAw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:46.409 [XNIO-1 task-2]  mD9-2JS3RuSIyqWfXvJBAw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:46.410 [XNIO-1 task-2]  mD9-2JS3RuSIyqWfXvJBAw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:46.410 [XNIO-1 task-2]  mD9-2JS3RuSIyqWfXvJBAw DEBUG com.networknt.schema.TypeValidator debug - validate( {"serviceType":"swagger","serviceId":"1276e79a","serviceName":"da579419-c132-4e52-9dc6-78f97c22","serviceDesc":"21e14861-f121-498d-80c8-cb2e698506e2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"1276e79a","serviceName":"da579419-c132-4e52-9dc6-78f97c22","serviceDesc":"21e14861-f121-498d-80c8-cb2e698506e2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
20:00:46.410 [XNIO-1 task-2]  mD9-2JS3RuSIyqWfXvJBAw DEBUG c.n.schema.PropertiesValidator debug - validate( {"serviceType":"swagger","serviceId":"1276e79a","serviceName":"da579419-c132-4e52-9dc6-78f97c22","serviceDesc":"21e14861-f121-498d-80c8-cb2e698506e2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"1276e79a","serviceName":"da579419-c132-4e52-9dc6-78f97c22","serviceDesc":"21e14861-f121-498d-80c8-cb2e698506e2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
20:00:46.410 [XNIO-1 task-2]  mD9-2JS3RuSIyqWfXvJBAw DEBUG com.networknt.schema.EnumValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"1276e79a","serviceName":"da579419-c132-4e52-9dc6-78f97c22","serviceDesc":"21e14861-f121-498d-80c8-cb2e698506e2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
20:00:46.411 [XNIO-1 task-2]  mD9-2JS3RuSIyqWfXvJBAw DEBUG com.networknt.schema.TypeValidator debug - validate( "read write", {"serviceType":"swagger","serviceId":"1276e79a","serviceName":"da579419-c132-4e52-9dc6-78f97c22","serviceDesc":"21e14861-f121-498d-80c8-cb2e698506e2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.scope)
20:00:46.411 [XNIO-1 task-2]  mD9-2JS3RuSIyqWfXvJBAw DEBUG com.networknt.schema.TypeValidator debug - validate( "da579419-c132-4e52-9dc6-78f97c22", {"serviceType":"swagger","serviceId":"1276e79a","serviceName":"da579419-c132-4e52-9dc6-78f97c22","serviceDesc":"21e14861-f121-498d-80c8-cb2e698506e2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceName)
20:00:46.411 [XNIO-1 task-2]  mD9-2JS3RuSIyqWfXvJBAw DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"1276e79a","serviceName":"da579419-c132-4e52-9dc6-78f97c22","serviceDesc":"21e14861-f121-498d-80c8-cb2e698506e2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"1276e79a","serviceName":"da579419-c132-4e52-9dc6-78f97c22","serviceDesc":"21e14861-f121-498d-80c8-cb2e698506e2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
20:00:46.420 [XNIO-1 task-2]  31E7uJtrT8qh-wZdbEITYQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:46.420 [XNIO-1 task-2]  31E7uJtrT8qh-wZdbEITYQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:46.420 [XNIO-1 task-2]  31E7uJtrT8qh-wZdbEITYQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:46.421 [XNIO-1 task-2]  31E7uJtrT8qh-wZdbEITYQ DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
20:00:46.451 [XNIO-1 task-2]  krYP383NQp6vseUy-HQPng DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/aa9db19b, base path is set to: null
20:00:46.451 [XNIO-1 task-2]  krYP383NQp6vseUy-HQPng DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:46.451 [XNIO-1 task-2]  krYP383NQp6vseUy-HQPng DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
20:00:46.451 [XNIO-1 task-2]  krYP383NQp6vseUy-HQPng DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/aa9db19b, base path is set to: null
20:00:46.452 [XNIO-1 task-2]  krYP383NQp6vseUy-HQPng DEBUG com.networknt.schema.TypeValidator debug - validate( "aa9db19b", "aa9db19b", serviceId)
20:00:46.455 [XNIO-1 task-2]  7C3cXD56RjOVT5FEYLYzOw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/aa9db19b
20:00:46.455 [XNIO-1 task-2]  7C3cXD56RjOVT5FEYLYzOw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:46.455 [XNIO-1 task-2]  7C3cXD56RjOVT5FEYLYzOw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
20:00:46.455 [XNIO-1 task-2]  7C3cXD56RjOVT5FEYLYzOw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/aa9db19b
20:00:46.463 [hz._hzInstance_1_dev.partition-operation.thread-11]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:58b4f189
20:00:46.463 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:77a913af-9668-4142-9ac1-4383fd573142
20:00:46.469 [hz._hzInstance_1_dev.partition-operation.thread-11]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:58b4f189
20:00:46.469 [XNIO-1 task-2]  cPRd3dxsT5GThjqMhdeq0Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:46.469 [XNIO-1 task-2]  cPRd3dxsT5GThjqMhdeq0Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:46.470 [XNIO-1 task-2]  cPRd3dxsT5GThjqMhdeq0Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:46.470 [XNIO-1 task-2]  cPRd3dxsT5GThjqMhdeq0Q DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
20:00:46.501 [XNIO-1 task-2]  gZzQr2aRSFK4HAiB_9Q3mA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:46.501 [XNIO-1 task-2]  gZzQr2aRSFK4HAiB_9Q3mA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:46.501 [XNIO-1 task-2]  gZzQr2aRSFK4HAiB_9Q3mA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:46.512 [XNIO-1 task-2]  PT7OiHtzSrqCaCVM-0Xwyg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:46.512 [XNIO-1 task-2]  PT7OiHtzSrqCaCVM-0Xwyg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:46.513 [XNIO-1 task-2]  PT7OiHtzSrqCaCVM-0Xwyg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:46.513 [XNIO-1 task-2]  PT7OiHtzSrqCaCVM-0Xwyg DEBUG com.networknt.schema.TypeValidator debug - validate( {"serviceType":"swagger","serviceId":"d82ff58c","serviceName":"8a373680-d41a-43b0-9aff-7225ad3c","serviceDesc":"580b9404-5de7-4e30-96c7-8ca28127a42f","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"d82ff58c","serviceName":"8a373680-d41a-43b0-9aff-7225ad3c","serviceDesc":"580b9404-5de7-4e30-96c7-8ca28127a42f","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
20:00:46.513 [XNIO-1 task-2]  PT7OiHtzSrqCaCVM-0Xwyg DEBUG c.n.schema.PropertiesValidator debug - validate( {"serviceType":"swagger","serviceId":"d82ff58c","serviceName":"8a373680-d41a-43b0-9aff-7225ad3c","serviceDesc":"580b9404-5de7-4e30-96c7-8ca28127a42f","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"d82ff58c","serviceName":"8a373680-d41a-43b0-9aff-7225ad3c","serviceDesc":"580b9404-5de7-4e30-96c7-8ca28127a42f","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
20:00:46.513 [XNIO-1 task-2]  PT7OiHtzSrqCaCVM-0Xwyg DEBUG com.networknt.schema.EnumValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"d82ff58c","serviceName":"8a373680-d41a-43b0-9aff-7225ad3c","serviceDesc":"580b9404-5de7-4e30-96c7-8ca28127a42f","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
20:00:46.513 [XNIO-1 task-2]  PT7OiHtzSrqCaCVM-0Xwyg DEBUG com.networknt.schema.TypeValidator debug - validate( "read write", {"serviceType":"swagger","serviceId":"d82ff58c","serviceName":"8a373680-d41a-43b0-9aff-7225ad3c","serviceDesc":"580b9404-5de7-4e30-96c7-8ca28127a42f","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.scope)
20:00:46.513 [XNIO-1 task-2]  PT7OiHtzSrqCaCVM-0Xwyg DEBUG com.networknt.schema.TypeValidator debug - validate( "8a373680-d41a-43b0-9aff-7225ad3c", {"serviceType":"swagger","serviceId":"d82ff58c","serviceName":"8a373680-d41a-43b0-9aff-7225ad3c","serviceDesc":"580b9404-5de7-4e30-96c7-8ca28127a42f","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceName)
20:00:46.514 [XNIO-1 task-2]  PT7OiHtzSrqCaCVM-0Xwyg DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"d82ff58c","serviceName":"8a373680-d41a-43b0-9aff-7225ad3c","serviceDesc":"580b9404-5de7-4e30-96c7-8ca28127a42f","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"d82ff58c","serviceName":"8a373680-d41a-43b0-9aff-7225ad3c","serviceDesc":"580b9404-5de7-4e30-96c7-8ca28127a42f","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
20:00:46.524 [XNIO-1 task-2]  R1cX7QF9QPyql_qeEbn-_Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:46.524 [XNIO-1 task-2]  R1cX7QF9QPyql_qeEbn-_Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:46.525 [XNIO-1 task-2]  R1cX7QF9QPyql_qeEbn-_Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:46.526 [XNIO-1 task-2]  R1cX7QF9QPyql_qeEbn-_Q DEBUG com.networknt.schema.TypeValidator debug - validate( {"serviceType":"swagger","serviceId":"1276e79a","serviceName":"da579419-c132-4e52-9dc6-78f97c22","serviceDesc":"21e14861-f121-498d-80c8-cb2e698506e2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"1276e79a","serviceName":"da579419-c132-4e52-9dc6-78f97c22","serviceDesc":"21e14861-f121-498d-80c8-cb2e698506e2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
20:00:46.526 [XNIO-1 task-2]  R1cX7QF9QPyql_qeEbn-_Q DEBUG c.n.schema.PropertiesValidator debug - validate( {"serviceType":"swagger","serviceId":"1276e79a","serviceName":"da579419-c132-4e52-9dc6-78f97c22","serviceDesc":"21e14861-f121-498d-80c8-cb2e698506e2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"1276e79a","serviceName":"da579419-c132-4e52-9dc6-78f97c22","serviceDesc":"21e14861-f121-498d-80c8-cb2e698506e2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
20:00:46.526 [XNIO-1 task-2]  R1cX7QF9QPyql_qeEbn-_Q DEBUG com.networknt.schema.EnumValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"1276e79a","serviceName":"da579419-c132-4e52-9dc6-78f97c22","serviceDesc":"21e14861-f121-498d-80c8-cb2e698506e2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
20:00:46.526 [XNIO-1 task-2]  R1cX7QF9QPyql_qeEbn-_Q DEBUG com.networknt.schema.TypeValidator debug - validate( "read write", {"serviceType":"swagger","serviceId":"1276e79a","serviceName":"da579419-c132-4e52-9dc6-78f97c22","serviceDesc":"21e14861-f121-498d-80c8-cb2e698506e2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.scope)
20:00:46.526 [XNIO-1 task-2]  R1cX7QF9QPyql_qeEbn-_Q DEBUG com.networknt.schema.TypeValidator debug - validate( "da579419-c132-4e52-9dc6-78f97c22", {"serviceType":"swagger","serviceId":"1276e79a","serviceName":"da579419-c132-4e52-9dc6-78f97c22","serviceDesc":"21e14861-f121-498d-80c8-cb2e698506e2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceName)
20:00:46.526 [XNIO-1 task-2]  R1cX7QF9QPyql_qeEbn-_Q DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"1276e79a","serviceName":"da579419-c132-4e52-9dc6-78f97c22","serviceDesc":"21e14861-f121-498d-80c8-cb2e698506e2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"1276e79a","serviceName":"da579419-c132-4e52-9dc6-78f97c22","serviceDesc":"21e14861-f121-498d-80c8-cb2e698506e2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
20:00:46.538 [XNIO-1 task-2]  eSd0QQfyTt6H3iQHB0gteQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/d82ff58c, base path is set to: null
20:00:46.538 [XNIO-1 task-2]  eSd0QQfyTt6H3iQHB0gteQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:46.539 [XNIO-1 task-2]  eSd0QQfyTt6H3iQHB0gteQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
20:00:46.539 [XNIO-1 task-2]  eSd0QQfyTt6H3iQHB0gteQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/d82ff58c, base path is set to: null
20:00:46.539 [XNIO-1 task-2]  eSd0QQfyTt6H3iQHB0gteQ DEBUG com.networknt.schema.TypeValidator debug - validate( "d82ff58c", "d82ff58c", serviceId)
20:00:46.547 [XNIO-1 task-2]  ca-QSaMaTRKWo-Nl7FlcoQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/1276e79a
20:00:46.547 [XNIO-1 task-2]  ca-QSaMaTRKWo-Nl7FlcoQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:46.547 [XNIO-1 task-2]  ca-QSaMaTRKWo-Nl7FlcoQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
20:00:46.548 [XNIO-1 task-2]  ca-QSaMaTRKWo-Nl7FlcoQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/1276e79a
20:00:46.551 [XNIO-1 task-2]  OcDLPvBnQxOIt7-0sCUf4A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:46.552 [XNIO-1 task-2]  OcDLPvBnQxOIt7-0sCUf4A DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:46.552 [XNIO-1 task-2]  OcDLPvBnQxOIt7-0sCUf4A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:46.552 [XNIO-1 task-2]  OcDLPvBnQxOIt7-0sCUf4A DEBUG com.networknt.schema.TypeValidator debug - validate( {"serviceType":"swagger","serviceId":"1276e79a","serviceName":"da579419-c132-4e52-9dc6-78f97c22","serviceDesc":"21e14861-f121-498d-80c8-cb2e698506e2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"1276e79a","serviceName":"da579419-c132-4e52-9dc6-78f97c22","serviceDesc":"21e14861-f121-498d-80c8-cb2e698506e2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
20:00:46.553 [XNIO-1 task-2]  OcDLPvBnQxOIt7-0sCUf4A DEBUG c.n.schema.PropertiesValidator debug - validate( {"serviceType":"swagger","serviceId":"1276e79a","serviceName":"da579419-c132-4e52-9dc6-78f97c22","serviceDesc":"21e14861-f121-498d-80c8-cb2e698506e2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"1276e79a","serviceName":"da579419-c132-4e52-9dc6-78f97c22","serviceDesc":"21e14861-f121-498d-80c8-cb2e698506e2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
20:00:46.553 [XNIO-1 task-2]  OcDLPvBnQxOIt7-0sCUf4A DEBUG com.networknt.schema.EnumValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"1276e79a","serviceName":"da579419-c132-4e52-9dc6-78f97c22","serviceDesc":"21e14861-f121-498d-80c8-cb2e698506e2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
20:00:46.553 [XNIO-1 task-2]  OcDLPvBnQxOIt7-0sCUf4A DEBUG com.networknt.schema.TypeValidator debug - validate( "read write", {"serviceType":"swagger","serviceId":"1276e79a","serviceName":"da579419-c132-4e52-9dc6-78f97c22","serviceDesc":"21e14861-f121-498d-80c8-cb2e698506e2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.scope)
20:00:46.553 [XNIO-1 task-2]  OcDLPvBnQxOIt7-0sCUf4A DEBUG com.networknt.schema.TypeValidator debug - validate( "da579419-c132-4e52-9dc6-78f97c22", {"serviceType":"swagger","serviceId":"1276e79a","serviceName":"da579419-c132-4e52-9dc6-78f97c22","serviceDesc":"21e14861-f121-498d-80c8-cb2e698506e2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceName)
20:00:46.554 [XNIO-1 task-2]  OcDLPvBnQxOIt7-0sCUf4A DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"1276e79a","serviceName":"da579419-c132-4e52-9dc6-78f97c22","serviceDesc":"21e14861-f121-498d-80c8-cb2e698506e2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"1276e79a","serviceName":"da579419-c132-4e52-9dc6-78f97c22","serviceDesc":"21e14861-f121-498d-80c8-cb2e698506e2","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
20:00:46.565 [XNIO-1 task-2]  v22i_o8mT0m4-MPhDL9PTA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:46.566 [XNIO-1 task-2]  v22i_o8mT0m4-MPhDL9PTA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:46.566 [XNIO-1 task-2]  v22i_o8mT0m4-MPhDL9PTA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:46.566 [XNIO-1 task-2]  v22i_o8mT0m4-MPhDL9PTA DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
20:00:46.584 [XNIO-1 task-2]  b5W757j0RE6Sa0YmPJxQNA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:46.585 [XNIO-1 task-2]  b5W757j0RE6Sa0YmPJxQNA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:46.585 [XNIO-1 task-2]  b5W757j0RE6Sa0YmPJxQNA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:46.600 [XNIO-1 task-2]  aJFtDdvbRTyY8NJ6l_wbTg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:46.600 [XNIO-1 task-2]  aJFtDdvbRTyY8NJ6l_wbTg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:46.600 [XNIO-1 task-2]  aJFtDdvbRTyY8NJ6l_wbTg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:46.600 [XNIO-1 task-2]  aJFtDdvbRTyY8NJ6l_wbTg DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
20:00:46.607 [hz._hzInstance_1_dev.partition-operation.thread-4]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:3779b4d6
20:00:46.615 [XNIO-1 task-2]  qYEpth8pQaC1_ykHknIf-Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:46.615 [XNIO-1 task-2]  qYEpth8pQaC1_ykHknIf-Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:46.616 [XNIO-1 task-2]  qYEpth8pQaC1_ykHknIf-Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:46.630 [XNIO-1 task-2]  Ku1OiKfvQKu8NL1B7i_wEA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/377b66d4
20:00:46.630 [XNIO-1 task-2]  Ku1OiKfvQKu8NL1B7i_wEA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:46.630 [XNIO-1 task-2]  Ku1OiKfvQKu8NL1B7i_wEA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
20:00:46.630 [XNIO-1 task-2]  Ku1OiKfvQKu8NL1B7i_wEA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/377b66d4
20:00:46.637 [hz._hzInstance_1_dev.partition-operation.thread-4]   DEBUG c.networknt.oauth.cache.UserMapStore store - Store:3779b4d6
20:00:46.637 [XNIO-1 task-2]  ylrsOEZ-SUyMl7f08VKI4A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/377b66d4, base path is set to: null
20:00:46.637 [XNIO-1 task-2]  ylrsOEZ-SUyMl7f08VKI4A DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:46.637 [XNIO-1 task-2]  ylrsOEZ-SUyMl7f08VKI4A DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
20:00:46.638 [XNIO-1 task-2]  ylrsOEZ-SUyMl7f08VKI4A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/377b66d4, base path is set to: null
