09:00:41.004 [hz._hzInstance_1_dev.partition-operation.thread-15]   DEBUG c.networknt.oauth.cache.UserMapStore store - Store:815aa1f2
09:00:46.932 [XNIO-1 task-2]  uPMCivNVRPGVotENeTzzIw DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
09:00:46.941 [XNIO-1 task-2]  uPMCivNVRPGVotENeTzzIw DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@5ba44ccb for /oauth2/code
09:00:46.941 [XNIO-1 task-2]  uPMCivNVRPGVotENeTzzIw DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
09:00:46.946 [XNIO-1 task-2]  uPMCivNVRPGVotENeTzzIw DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=n4qZeKsLTxaDQSeQZxioPg
09:00:46.947 [hz._hzInstance_1_dev.partition-operation.thread-1]   DEBUG c.n.oauth.cache.ClientMapStore load - Load:8de4d38f-0fab-4a9f-8710-172a8cf71927
09:00:46.950 [XNIO-1 task-2]  jX91W4iJRGuxhV0XS-yj2Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:46.950 [XNIO-1 task-2]  jX91W4iJRGuxhV0XS-yj2Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:46.951 [XNIO-1 task-2]  jX91W4iJRGuxhV0XS-yj2Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:46.951 [XNIO-1 task-2]  jX91W4iJRGuxhV0XS-yj2Q DEBUG com.networknt.schema.TypeValidator debug - validate( "9d653a8c-8f67-4030-b561-2da034a07161", "9d653a8c-8f67-4030-b561-2da034a07161", client_id)
09:00:46.951 [XNIO-1 task-2]  jX91W4iJRGuxhV0XS-yj2Q DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
09:00:46.951 [XNIO-1 task-2]  jX91W4iJRGuxhV0XS-yj2Q DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
09:00:46.952 [XNIO-1 task-2]  jX91W4iJRGuxhV0XS-yj2Q DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
09:00:46.952 [XNIO-1 task-2]  jX91W4iJRGuxhV0XS-yj2Q DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@4633c5db for /oauth2/code
09:00:46.952 [XNIO-1 task-2]  jX91W4iJRGuxhV0XS-yj2Q DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
09:00:46.958 [XNIO-1 task-2]  jX91W4iJRGuxhV0XS-yj2Q DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
09:00:46.958 [XNIO-1 task-2]  jX91W4iJRGuxhV0XS-yj2Q DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
09:00:46.959 [XNIO-1 task-2]  jX91W4iJRGuxhV0XS-yj2Q DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=uRJZKtgBRr6qYpBEJ0j5pQ
09:00:46.983 [hz._hzInstance_1_dev.partition-operation.thread-2]   ERROR c.n.oauth.cache.ClientMapStore delete - Exception:
	at com.mysql.cj.jdbc.exceptions.SQLError.createSQLException(SQLError.java:117)
	at com.mysql.cj.jdbc.exceptions.SQLExceptionsMapping.translateException(SQLExceptionsMapping.java:122)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeUpdateInternal(ClientPreparedStatement.java:1094)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeLargeUpdate(ClientPreparedStatement.java:1345)
	at com.zaxxer.hikari.pool.ProxyPreparedStatement.executeUpdate(ProxyPreparedStatement.java:61)
	at com.networknt.oauth.cache.ClientMapStore.delete(ClientMapStore.java:33)
	at com.hazelcast.map.impl.MapStoreWrapper.delete(MapStoreWrapper.java:115)
	at com.hazelcast.map.impl.mapstore.writethrough.WriteThroughStore.remove(WriteThroughStore.java:28)
	at com.hazelcast.map.impl.recordstore.DefaultRecordStore.delete(DefaultRecordStore.java:455)
	at com.hazelcast.spi.Operation.call(Operation.java:170)
Jun 29, 2024 9:00:47 AM com.hazelcast.map.impl.operation.DeleteOperation
SEVERE: [172.24.0.10]:5701 [dev] [3.12] java.sql.SQLIntegrityConstraintViolationException: Cannot delete or update a parent row: a foreign key constraint fails (`oauth2`.`refresh_token`, CONSTRAINT `refresh_token_ibfk_1` FOREIGN KEY (`client_id`) REFERENCES `client` (`client_id`))
java.lang.RuntimeException: java.sql.SQLIntegrityConstraintViolationException: Cannot delete or update a parent row: a foreign key constraint fails (`oauth2`.`refresh_token`, CONSTRAINT `refresh_token_ibfk_1` FOREIGN KEY (`client_id`) REFERENCES `client` (`client_id`))
	at com.networknt.oauth.cache.ClientMapStore.delete(ClientMapStore.java:36)
	at com.networknt.oauth.cache.ClientMapStore.delete(ClientMapStore.java:19)
	at com.hazelcast.map.impl.MapStoreWrapper.delete(MapStoreWrapper.java:115)
09:00:46.996 [hz._hzInstance_1_dev.partition-operation.thread-14]   DEBUG c.n.o.cache.ServiceEndpointMapStore delete - Delete:0a990f23
09:00:46.996 [hz._hzInstance_1_dev.partition-operation.thread-1]   DEBUG c.n.oauth.cache.ClientMapStore load - Load:da8d2c9a-810d-40e3-91a2-ca7026ce9a4a
09:00:46.997 [hz._hzInstance_1_dev.partition-operation.thread-14]   DEBUG c.n.oauth.cache.ServiceMapStore delete - Delete:0a990f23
09:00:46.998 [hz._hzInstance_1_dev.partition-operation.thread-1]   DEBUG c.n.oauth.cache.ClientMapStore store - Store:da8d2c9a-810d-40e3-91a2-ca7026ce9a4a
09:00:46.998 [hz._hzInstance_1_dev.partition-operation.thread-1]   DEBUG c.n.oauth.cache.ClientMapStore load - Load:da8d2c9a-810d-40e3-91a2-ca7026ce9a4a
09:00:47.003 [XNIO-1 task-2]  sKsyYL2sQraczQAZyM91-A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
	at com.hazelcast.spi.impl.operationservice.impl.OperationRunnerImpl.call(OperationRunnerImpl.java:210)
	at com.hazelcast.spi.impl.operationservice.impl.OperationRunnerImpl.run(OperationRunnerImpl.java:416)
	at com.hazelcast.spi.impl.operationexecutor.impl.OperationThread.process(OperationThread.java:123)
Caused by: java.sql.SQLIntegrityConstraintViolationException: Cannot delete or update a parent row: a foreign key constraint fails (`oauth2`.`refresh_token`, CONSTRAINT `refresh_token_ibfk_1` FOREIGN KEY (`client_id`) REFERENCES `client` (`client_id`))
	at com.mysql.cj.jdbc.exceptions.SQLError.createSQLException(SQLError.java:97)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeInternal(ClientPreparedStatement.java:955)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeUpdateInternal(ClientPreparedStatement.java:1042)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeUpdate(ClientPreparedStatement.java:1027)
09:00:47.005 [XNIO-1 task-2]  sKsyYL2sQraczQAZyM91-A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
	at com.zaxxer.hikari.pool.HikariProxyPreparedStatement.executeUpdate(HikariProxyPreparedStatement.java)
	at com.networknt.oauth.cache.ClientMapStore.delete(ClientMapStore.java:33)

09:00:47.005 [XNIO-1 task-2]  sKsyYL2sQraczQAZyM91-A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:47.006 [XNIO-1 task-2]  sKsyYL2sQraczQAZyM91-A DEBUG com.networknt.schema.TypeValidator debug - validate( "9d653a8c-8f67-4030-b561-2da034a07161", "9d653a8c-8f67-4030-b561-2da034a07161", client_id)
09:00:47.006 [XNIO-1 task-1]  7CjiPD7VSqakSj4XQ9cvKA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:47.006 [XNIO-1 task-1]  7CjiPD7VSqakSj4XQ9cvKA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:47.006 [XNIO-1 task-1]  7CjiPD7VSqakSj4XQ9cvKA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
09:00:47.006 [XNIO-1 task-1]  7CjiPD7VSqakSj4XQ9cvKA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:47.006 [XNIO-1 task-2]  sKsyYL2sQraczQAZyM91-A DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
09:00:47.006 [XNIO-1 task-2]  sKsyYL2sQraczQAZyM91-A DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
09:00:47.007 [XNIO-1 task-1]  7CjiPD7VSqakSj4XQ9cvKA DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
09:00:47.007 [XNIO-1 task-1]  7CjiPD7VSqakSj4XQ9cvKA DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
09:00:47.007 [XNIO-1 task-1]  7CjiPD7VSqakSj4XQ9cvKA DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
09:00:47.007 [XNIO-1 task-2]  sKsyYL2sQraczQAZyM91-A DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
09:00:47.007 [XNIO-1 task-1]  7CjiPD7VSqakSj4XQ9cvKA DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
09:00:47.007 [XNIO-1 task-1]  7CjiPD7VSqakSj4XQ9cvKA DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
09:00:47.007 [XNIO-1 task-1]  7CjiPD7VSqakSj4XQ9cvKA DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
09:00:47.007 [XNIO-1 task-1]  7CjiPD7VSqakSj4XQ9cvKA DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
09:00:47.009 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.n.oauth.cache.ServiceMapStore load - Load:8d9a540c
09:00:47.015 [XNIO-1 task-2]  sKsyYL2sQraczQAZyM91-A DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@5ba44ccb for /oauth2/code
09:00:47.015 [XNIO-1 task-2]  sKsyYL2sQraczQAZyM91-A DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
09:00:47.018 [XNIO-1 task-2]  sKsyYL2sQraczQAZyM91-A DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=ISo8vPQFQo6-92aTchVVRQ
09:00:47.020 [XNIO-1 task-1]  7CjiPD7VSqakSj4XQ9cvKA DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
09:00:47.024 [XNIO-1 task-1]  7CjiPD7VSqakSj4XQ9cvKA DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=DxwVYE3KRBmo6lE9fVgXsw
09:00:47.025 [XNIO-1 task-1]  DUH39eISRMuCLfz5xfoapg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:47.025 [XNIO-1 task-1]  DUH39eISRMuCLfz5xfoapg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:47.026 [XNIO-1 task-1]  DUH39eISRMuCLfz5xfoapg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:47.027 [XNIO-1 task-1]  DUH39eISRMuCLfz5xfoapg DEBUG com.networknt.schema.TypeValidator debug - validate( "9d653a8c-8f67-4030-b561-2da034a07161", "9d653a8c-8f67-4030-b561-2da034a07161", client_id)
09:00:47.027 [XNIO-1 task-1]  DUH39eISRMuCLfz5xfoapg DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
09:00:47.027 [XNIO-1 task-1]  DUH39eISRMuCLfz5xfoapg DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
09:00:47.028 [XNIO-1 task-1]  DUH39eISRMuCLfz5xfoapg DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
09:00:47.028 [XNIO-1 task-1]  DUH39eISRMuCLfz5xfoapg DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@4633c5db for /oauth2/code
09:00:47.028 [XNIO-1 task-1]  DUH39eISRMuCLfz5xfoapg DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
09:00:47.034 [XNIO-1 task-2]  _TRR3kYhTxmNNKRrMjCZGQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:47.034 [XNIO-1 task-2]  _TRR3kYhTxmNNKRrMjCZGQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
09:00:47.034 [XNIO-1 task-2]  _TRR3kYhTxmNNKRrMjCZGQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:47.035 [XNIO-1 task-2]  _TRR3kYhTxmNNKRrMjCZGQ DEBUG com.networknt.schema.TypeValidator debug - validate( "62e01075-fd77-43a0-a88a-f461ce12a4f0", "62e01075-fd77-43a0-a88a-f461ce12a4f0", client_id)
09:00:47.035 [XNIO-1 task-2]  _TRR3kYhTxmNNKRrMjCZGQ DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
09:00:47.035 [XNIO-1 task-2]  _TRR3kYhTxmNNKRrMjCZGQ DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
09:00:47.035 [XNIO-1 task-2]  _TRR3kYhTxmNNKRrMjCZGQ DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
09:00:47.035 [XNIO-1 task-2]  _TRR3kYhTxmNNKRrMjCZGQ DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
09:00:47.035 [XNIO-1 task-2]  _TRR3kYhTxmNNKRrMjCZGQ DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
09:00:47.038 [XNIO-1 task-1]  DUH39eISRMuCLfz5xfoapg DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@5ba44ccb for /oauth2/code
09:00:47.038 [XNIO-1 task-1]  DUH39eISRMuCLfz5xfoapg DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
09:00:47.044 [XNIO-1 task-2]  _TRR3kYhTxmNNKRrMjCZGQ DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
09:00:47.044 [XNIO-1 task-2]  _TRR3kYhTxmNNKRrMjCZGQ DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
09:00:47.047 [XNIO-1 task-2]  _TRR3kYhTxmNNKRrMjCZGQ DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=BAmEPDz1RGGdGRMypX5qJA
09:00:47.051 [XNIO-1 task-2]  eEjtEb8zTJy5FopTDsd6GA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:47.051 [XNIO-1 task-2]  eEjtEb8zTJy5FopTDsd6GA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
Jun 29, 2024 9:00:47 AM com.hazelcast.map.impl.operation.DeleteOperation
09:00:47.051 [XNIO-1 task-2]  eEjtEb8zTJy5FopTDsd6GA DEBUG com.networknt.schema.TypeValidator debug - validate( "62e01075-fd77-43a0-a88a-f461ce12a4f0", "62e01075-fd77-43a0-a88a-f461ce12a4f0", client_id)
09:00:47.052 [XNIO-1 task-2]  eEjtEb8zTJy5FopTDsd6GA DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
SEVERE: [172.24.0.10]:5701 [dev] [3.12] java.sql.SQLIntegrityConstraintViolationException: Cannot delete or update a parent row: a foreign key constraint fails (`oauth2`.`refresh_token`, CONSTRAINT `refresh_token_ibfk_1` FOREIGN KEY (`client_id`) REFERENCES `client` (`client_id`))
	at com.networknt.oauth.cache.ClientMapStore.delete(ClientMapStore.java:36)
	at com.networknt.oauth.cache.ClientMapStore.delete(ClientMapStore.java:19)
	at com.hazelcast.map.impl.MapStoreWrapper.delete(MapStoreWrapper.java:115)
	at com.hazelcast.map.impl.mapstore.writethrough.WriteThroughStore.remove(WriteThroughStore.java:56)
	at com.hazelcast.map.impl.mapstore.writethrough.WriteThroughStore.remove(WriteThroughStore.java:28)
	at com.hazelcast.map.impl.recordstore.DefaultRecordStore.delete(DefaultRecordStore.java:455)
	at com.hazelcast.spi.Operation.call(Operation.java:170)
	at com.hazelcast.spi.impl.operationservice.impl.OperationRunnerImpl.run(OperationRunnerImpl.java:199)
	at com.hazelcast.spi.impl.operationexecutor.impl.OperationThread.process(OperationThread.java:153)
	at com.hazelcast.spi.impl.operationexecutor.impl.OperationThread.run(OperationThread.java:110)
	at com.mysql.cj.jdbc.exceptions.SQLError.createSQLException(SQLError.java:117)
	at com.mysql.cj.jdbc.exceptions.SQLError.createSQLException(SQLError.java:97)
	at com.mysql.cj.jdbc.exceptions.SQLExceptionsMapping.translateException(SQLExceptionsMapping.java:122)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeUpdateInternal(ClientPreparedStatement.java:1094)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeLargeUpdate(ClientPreparedStatement.java:1345)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeUpdate(ClientPreparedStatement.java:1027)
09:00:47.061 [XNIO-1 task-2]  eEjtEb8zTJy5FopTDsd6GA DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@5ba44ccb for /oauth2/code
	at com.zaxxer.hikari.pool.HikariProxyPreparedStatement.executeUpdate(HikariProxyPreparedStatement.java)
09:00:47.061 [XNIO-1 task-2]  eEjtEb8zTJy5FopTDsd6GA DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code

09:00:47.061 [XNIO-1 task-2]  eEjtEb8zTJy5FopTDsd6GA DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
09:00:47.063 [XNIO-1 task-2]  eEjtEb8zTJy5FopTDsd6GA DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=W2iL7bE9Q4W4s9O_urg9eA
09:00:47.070 [XNIO-1 task-2]  XlYZeBTRSe6tCkow0UwBYg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:47.070 [XNIO-1 task-2]  XlYZeBTRSe6tCkow0UwBYg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
	at com.networknt.oauth.cache.ClientMapStore.delete(ClientMapStore.java:36)
	at com.networknt.oauth.cache.ClientMapStore.delete(ClientMapStore.java:19)
	at com.hazelcast.map.impl.MapStoreWrapper.delete(MapStoreWrapper.java:115)
	at com.hazelcast.map.impl.mapstore.writethrough.WriteThroughStore.remove(WriteThroughStore.java:28)
09:00:47.070 [XNIO-1 task-2]  XlYZeBTRSe6tCkow0UwBYg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
	at com.hazelcast.map.impl.recordstore.DefaultRecordStore.delete(DefaultRecordStore.java:455)
	at com.hazelcast.map.impl.operation.DeleteOperation.run(DeleteOperation.java:44)
	at com.hazelcast.spi.Operation.call(Operation.java:170)
	at com.hazelcast.spi.impl.operationservice.impl.OperationRunnerImpl.run(OperationRunnerImpl.java:199)
09:00:47.071 [XNIO-1 task-2]  XlYZeBTRSe6tCkow0UwBYg DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
	at com.hazelcast.spi.impl.operationexecutor.impl.OperationThread.process(OperationThread.java:123)
	at com.hazelcast.spi.impl.operationexecutor.impl.OperationThread.run(OperationThread.java:110)
Caused by: java.sql.SQLIntegrityConstraintViolationException: Cannot delete or update a parent row: a foreign key constraint fails (`oauth2`.`refresh_token`, CONSTRAINT `refresh_token_ibfk_1` FOREIGN KEY (`client_id`) REFERENCES `client` (`client_id`))
	at com.mysql.cj.jdbc.exceptions.SQLError.createSQLException(SQLError.java:117)
09:00:47.071 [XNIO-1 task-2]  XlYZeBTRSe6tCkow0UwBYg DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
	at com.mysql.cj.jdbc.exceptions.SQLExceptionsMapping.translateException(SQLExceptionsMapping.java:122)
09:00:47.071 [XNIO-1 task-2]  XlYZeBTRSe6tCkow0UwBYg DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
09:00:47.078 [XNIO-1 task-2]  XlYZeBTRSe6tCkow0UwBYg DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
09:00:47.078 [XNIO-1 task-2]  XlYZeBTRSe6tCkow0UwBYg DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@5ba44ccb for /oauth2/code
09:00:47.078 [XNIO-1 task-2]  XlYZeBTRSe6tCkow0UwBYg DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeUpdate(ClientPreparedStatement.java:1027)
09:00:47.081 [XNIO-1 task-2]  XlYZeBTRSe6tCkow0UwBYg DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=r1bT87sJT7m6aS8_wY5nXQ
	at com.zaxxer.hikari.pool.HikariProxyPreparedStatement.executeUpdate(HikariProxyPreparedStatement.java)
	at com.networknt.oauth.cache.ClientMapStore.delete(ClientMapStore.java:33)

09:00:47.087 [XNIO-1 task-2]  4MMTZr8hTY--f1ny38ympw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:47.088 [XNIO-1 task-2]  4MMTZr8hTY--f1ny38ympw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:47.088 [XNIO-1 task-2]  4MMTZr8hTY--f1ny38ympw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:47.088 [XNIO-1 task-2]  4MMTZr8hTY--f1ny38ympw DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
09:00:47.089 [XNIO-1 task-2]  4MMTZr8hTY--f1ny38ympw DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
09:00:47.090 [XNIO-1 task-2]  4MMTZr8hTY--f1ny38ympw DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
09:00:47.090 [XNIO-1 task-2]  4MMTZr8hTY--f1ny38ympw DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@4633c5db for /oauth2/code
09:00:47.090 [XNIO-1 task-2]  4MMTZr8hTY--f1ny38ympw DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
09:00:47.096 [XNIO-1 task-2]  4MMTZr8hTY--f1ny38ympw DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
09:00:47.096 [XNIO-1 task-2]  4MMTZr8hTY--f1ny38ympw DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
09:00:47.101 [XNIO-1 task-2]  4MMTZr8hTY--f1ny38ympw DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=reT3etcCTs6TxTrqagkLCw
09:00:47.102 [XNIO-1 task-1]  4J2II9RvRcmXQMR6-95vrQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:47.102 [XNIO-1 task-1]  4J2II9RvRcmXQMR6-95vrQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:47.102 [XNIO-1 task-1]  4J2II9RvRcmXQMR6-95vrQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:47.102 [XNIO-1 task-1]  4J2II9RvRcmXQMR6-95vrQ DEBUG com.networknt.schema.TypeValidator debug - validate( "9d653a8c-8f67-4030-b561-2da034a07161", "9d653a8c-8f67-4030-b561-2da034a07161", client_id)
09:00:47.102 [XNIO-1 task-1]  4J2II9RvRcmXQMR6-95vrQ DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
09:00:47.103 [XNIO-1 task-1]  4J2II9RvRcmXQMR6-95vrQ DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
09:00:47.103 [XNIO-1 task-1]  4J2II9RvRcmXQMR6-95vrQ DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
09:00:47.103 [XNIO-1 task-1]  4J2II9RvRcmXQMR6-95vrQ DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@4633c5db for /oauth2/code
09:00:47.103 [XNIO-1 task-1]  4J2II9RvRcmXQMR6-95vrQ DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
09:00:47.107 [XNIO-1 task-2]  5xtgGB58QCGsTaQHJNiFqA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:47.108 [XNIO-1 task-2]  5xtgGB58QCGsTaQHJNiFqA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
09:00:47.108 [XNIO-1 task-2]  5xtgGB58QCGsTaQHJNiFqA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:47.108 [XNIO-1 task-2]  5xtgGB58QCGsTaQHJNiFqA DEBUG com.networknt.schema.TypeValidator debug - validate( "0f411e06-bb3e-4a66-a269-73f37705f2a6", "0f411e06-bb3e-4a66-a269-73f37705f2a6", client_id)
