16:40:50.940 [XNIO-1 task-2]  w36eAxhJTze5C9rp4bvKvA DEBUG com.networknt.schema.TypeValidator debug - validate( "e65c6856", "e65c6856", serviceId)
16:40:54.522 [XNIO-1 task-2]  w8NmyCYtSZSggKuPO8E92Q DEBUG com.networknt.schema.TypeValidator debug - validate( "read write", {"serviceType":"swagger","serviceId":"ae96b4eb","serviceName":"08d92a6d-93eb-40f8-8fd3-1ee9365f","serviceDesc":"0d4cea62-e9a1-47bf-9e89-3b48b1b67cac","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.scope)
16:40:54.522 [XNIO-1 task-2]  w8NmyCYtSZSggKuPO8E92Q DEBUG com.networknt.schema.TypeValidator debug - validate( "08d92a6d-93eb-40f8-8fd3-1ee9365f", {"serviceType":"swagger","serviceId":"ae96b4eb","serviceName":"08d92a6d-93eb-40f8-8fd3-1ee9365f","serviceDesc":"0d4cea62-e9a1-47bf-9e89-3b48b1b67cac","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceName)
16:40:54.522 [XNIO-1 task-2]  w8NmyCYtSZSggKuPO8E92Q DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"ae96b4eb","serviceName":"08d92a6d-93eb-40f8-8fd3-1ee9365f","serviceDesc":"0d4cea62-e9a1-47bf-9e89-3b48b1b67cac","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"ae96b4eb","serviceName":"08d92a6d-93eb-40f8-8fd3-1ee9365f","serviceDesc":"0d4cea62-e9a1-47bf-9e89-3b48b1b67cac","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:54.531 [XNIO-1 task-2]  poJZAjKgRC6vT2pC5gyVHg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:54.531 [XNIO-1 task-2]  poJZAjKgRC6vT2pC5gyVHg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:54.531 [XNIO-1 task-2]  poJZAjKgRC6vT2pC5gyVHg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:54.532 [XNIO-1 task-2]  poJZAjKgRC6vT2pC5gyVHg DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
16:40:54.543 [XNIO-1 task-2]  pRsUimWhQvWK3m1Mt_h9WA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:54.543 [XNIO-1 task-2]  pRsUimWhQvWK3m1Mt_h9WA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:54.543 [XNIO-1 task-2]  pRsUimWhQvWK3m1Mt_h9WA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:54.543 [XNIO-1 task-2]  pRsUimWhQvWK3m1Mt_h9WA DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
16:40:54.555 [XNIO-1 task-2]  p-_tdBS7Su2IKtQQ4LboBg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:54.555 [XNIO-1 task-2]  p-_tdBS7Su2IKtQQ4LboBg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:54.555 [XNIO-1 task-2]  p-_tdBS7Su2IKtQQ4LboBg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:54.555 [XNIO-1 task-2]  p-_tdBS7Su2IKtQQ4LboBg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.564 [XNIO-1 task-2]  mYOhGTIwQmGzHhviK-vSAQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:54.564 [XNIO-1 task-2]  mYOhGTIwQmGzHhviK-vSAQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:54.564 [XNIO-1 task-2]  mYOhGTIwQmGzHhviK-vSAQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:54.564 [XNIO-1 task-2]  mYOhGTIwQmGzHhviK-vSAQ DEBUG com.networknt.schema.TypeValidator debug - validate( {"serviceType":"swagger","serviceId":"65aa562e","serviceName":"01464068-05c7-4a4c-ac1f-1340e55a","serviceDesc":"af61a2fc-0ba6-4b90-bac7-931459137a1d","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"65aa562e","serviceName":"01464068-05c7-4a4c-ac1f-1340e55a","serviceDesc":"af61a2fc-0ba6-4b90-bac7-931459137a1d","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:54.564 [XNIO-1 task-2]  mYOhGTIwQmGzHhviK-vSAQ DEBUG c.n.schema.PropertiesValidator debug - validate( {"serviceType":"swagger","serviceId":"65aa562e","serviceName":"01464068-05c7-4a4c-ac1f-1340e55a","serviceDesc":"af61a2fc-0ba6-4b90-bac7-931459137a1d","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"65aa562e","serviceName":"01464068-05c7-4a4c-ac1f-1340e55a","serviceDesc":"af61a2fc-0ba6-4b90-bac7-931459137a1d","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:54.564 [XNIO-1 task-2]  mYOhGTIwQmGzHhviK-vSAQ DEBUG com.networknt.schema.EnumValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"65aa562e","serviceName":"01464068-05c7-4a4c-ac1f-1340e55a","serviceDesc":"af61a2fc-0ba6-4b90-bac7-931459137a1d","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
16:40:54.564 [XNIO-1 task-2]  mYOhGTIwQmGzHhviK-vSAQ DEBUG com.networknt.schema.TypeValidator debug - validate( "read write", {"serviceType":"swagger","serviceId":"65aa562e","serviceName":"01464068-05c7-4a4c-ac1f-1340e55a","serviceDesc":"af61a2fc-0ba6-4b90-bac7-931459137a1d","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.scope)
16:40:54.564 [XNIO-1 task-2]  mYOhGTIwQmGzHhviK-vSAQ DEBUG com.networknt.schema.TypeValidator debug - validate( "01464068-05c7-4a4c-ac1f-1340e55a", {"serviceType":"swagger","serviceId":"65aa562e","serviceName":"01464068-05c7-4a4c-ac1f-1340e55a","serviceDesc":"af61a2fc-0ba6-4b90-bac7-931459137a1d","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceName)
16:40:54.564 [XNIO-1 task-2]  mYOhGTIwQmGzHhviK-vSAQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"65aa562e","serviceName":"01464068-05c7-4a4c-ac1f-1340e55a","serviceDesc":"af61a2fc-0ba6-4b90-bac7-931459137a1d","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"65aa562e","serviceName":"01464068-05c7-4a4c-ac1f-1340e55a","serviceDesc":"af61a2fc-0ba6-4b90-bac7-931459137a1d","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:54.567 [hz._hzInstance_1_dev.partition-operation.thread-8]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:bd915d3c
16:40:54.570 [hz._hzInstance_1_dev.partition-operation.thread-8]   DEBUG c.networknt.oauth.cache.UserMapStore store - Store:bd915d3c
16:40:54.575 [XNIO-1 task-2]  QHkpIB2zQCaErkmMxMu6IQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:54.575 [XNIO-1 task-2]  QHkpIB2zQCaErkmMxMu6IQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:54.575 [XNIO-1 task-2]  QHkpIB2zQCaErkmMxMu6IQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:54.577 [hz._hzInstance_1_dev.partition-operation.thread-5]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:ad6689f9-960c-4f3a-b9e2-ca7fde6eaac3
16:40:54.578 [hz._hzInstance_1_dev.partition-operation.thread-5]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:ad6689f9-960c-4f3a-b9e2-ca7fde6eaac3
16:40:54.584 [hz._hzInstance_1_dev.partition-operation.thread-2]   DEBUG c.n.oauth.cache.ClientMapStore store - Store:a7e44003-d5ea-475a-b99d-8f9e3664f3dd
16:40:54.585 [XNIO-1 task-2]  gh-mbZ03TmOfAvdXm8M_QA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:54.585 [XNIO-1 task-2]  gh-mbZ03TmOfAvdXm8M_QA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:54.585 [XNIO-1 task-2]  gh-mbZ03TmOfAvdXm8M_QA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:54.585 [XNIO-1 task-2]  gh-mbZ03TmOfAvdXm8M_QA DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
16:40:54.594 [XNIO-1 task-2]  35yeElq5Sz2uKWD8Qgq3oQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/5323d527, base path is set to: null
16:40:54.594 [XNIO-1 task-2]  35yeElq5Sz2uKWD8Qgq3oQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:54.594 [XNIO-1 task-2]  35yeElq5Sz2uKWD8Qgq3oQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
16:40:54.594 [XNIO-1 task-2]  35yeElq5Sz2uKWD8Qgq3oQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/5323d527, base path is set to: null
16:40:54.594 [XNIO-1 task-2]  35yeElq5Sz2uKWD8Qgq3oQ DEBUG com.networknt.schema.TypeValidator debug - validate( "5323d527", "5323d527", serviceId)
16:40:54.594 [hz._hzInstance_1_dev.partition-operation.thread-8]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:bd915d3c
16:40:54.604 [XNIO-1 task-2]  GB7F0SVZT1yHR02M8ylGDw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.604 [XNIO-1 task-2]  GB7F0SVZT1yHR02M8ylGDw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.604 [XNIO-1 task-2]  GB7F0SVZT1yHR02M8ylGDw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.613 [XNIO-1 task-2]  JFZSCeq2RLCksn2naIOzOA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.613 [XNIO-1 task-2]  JFZSCeq2RLCksn2naIOzOA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.613 [XNIO-1 task-2]  JFZSCeq2RLCksn2naIOzOA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.624 [XNIO-1 task-2]  IQpSH2-_QZOsQvXmo7TfPQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.624 [XNIO-1 task-2]  IQpSH2-_QZOsQvXmo7TfPQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.624 [XNIO-1 task-2]  IQpSH2-_QZOsQvXmo7TfPQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.642 [XNIO-1 task-2]  09bpXm4GTa-eK20OHrd2XQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/4622254b, base path is set to: null
16:40:54.642 [XNIO-1 task-2]  09bpXm4GTa-eK20OHrd2XQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:54.642 [XNIO-1 task-2]  09bpXm4GTa-eK20OHrd2XQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
16:40:54.642 [XNIO-1 task-2]  09bpXm4GTa-eK20OHrd2XQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/4622254b, base path is set to: null
16:40:54.642 [XNIO-1 task-2]  09bpXm4GTa-eK20OHrd2XQ DEBUG com.networknt.schema.TypeValidator debug - validate( "4622254b", "4622254b", serviceId)
16:40:54.646 [XNIO-1 task-2]  VWis_uiYQmedlatJU-dMpQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/f0b29515
16:40:54.646 [XNIO-1 task-2]  VWis_uiYQmedlatJU-dMpQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.646 [XNIO-1 task-2]  VWis_uiYQmedlatJU-dMpQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
16:40:54.646 [XNIO-1 task-2]  VWis_uiYQmedlatJU-dMpQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/f0b29515
16:40:54.655 [XNIO-1 task-2]  iDSOagIOQJ-tfvkUAGH3lg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/0ea35953, base path is set to: null
16:40:54.655 [XNIO-1 task-2]  iDSOagIOQJ-tfvkUAGH3lg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:54.655 [XNIO-1 task-2]  iDSOagIOQJ-tfvkUAGH3lg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
16:40:54.655 [XNIO-1 task-2]  iDSOagIOQJ-tfvkUAGH3lg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/0ea35953, base path is set to: null
16:40:54.655 [XNIO-1 task-2]  iDSOagIOQJ-tfvkUAGH3lg DEBUG com.networknt.schema.TypeValidator debug - validate( "0ea35953", "0ea35953", serviceId)
16:40:54.659 [XNIO-1 task-2]  7i5d8NMhQ82qs1InI5CPgg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.659 [XNIO-1 task-2]  7i5d8NMhQ82qs1InI5CPgg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.660 [XNIO-1 task-2]  7i5d8NMhQ82qs1InI5CPgg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.660 [XNIO-1 task-2]  7i5d8NMhQ82qs1InI5CPgg DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:40:54.669 [XNIO-1 task-2]  6owYVW-ERDKz8VDNrSqVGQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.669 [XNIO-1 task-2]  6owYVW-ERDKz8VDNrSqVGQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.669 [XNIO-1 task-2]  6owYVW-ERDKz8VDNrSqVGQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.669 [XNIO-1 task-2]  6owYVW-ERDKz8VDNrSqVGQ DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:40:54.684 [XNIO-1 task-2]  jWRHWEs_TFqMhFSf5D8-8g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.684 [XNIO-1 task-2]  jWRHWEs_TFqMhFSf5D8-8g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.684 [XNIO-1 task-2]  jWRHWEs_TFqMhFSf5D8-8g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.685 [XNIO-1 task-2]  jWRHWEs_TFqMhFSf5D8-8g DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:40:54.696 [XNIO-1 task-2]  zFXil0lDTpC1-HtddSqFOw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/331a973d
16:40:54.696 [XNIO-1 task-2]  zFXil0lDTpC1-HtddSqFOw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.696 [XNIO-1 task-2]  zFXil0lDTpC1-HtddSqFOw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
16:40:54.696 [XNIO-1 task-2]  zFXil0lDTpC1-HtddSqFOw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/331a973d
16:40:54.702 [XNIO-1 task-2]  Y-pxtHpuTgisI74-LN2OWA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:54.703 [XNIO-1 task-2]  Y-pxtHpuTgisI74-LN2OWA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:54.703 [XNIO-1 task-2]  Y-pxtHpuTgisI74-LN2OWA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:54.703 [XNIO-1 task-2]  Y-pxtHpuTgisI74-LN2OWA DEBUG com.networknt.schema.TypeValidator debug - validate( {"serviceType":"swagger","serviceId":"40139f4d","serviceName":"ec4ed48b-6c42-409e-9646-471565d7","serviceDesc":"daba8732-fa0e-402b-9e4e-9c92d14839cc","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"40139f4d","serviceName":"ec4ed48b-6c42-409e-9646-471565d7","serviceDesc":"daba8732-fa0e-402b-9e4e-9c92d14839cc","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:54.703 [XNIO-1 task-2]  Y-pxtHpuTgisI74-LN2OWA DEBUG c.n.schema.PropertiesValidator debug - validate( {"serviceType":"swagger","serviceId":"40139f4d","serviceName":"ec4ed48b-6c42-409e-9646-471565d7","serviceDesc":"daba8732-fa0e-402b-9e4e-9c92d14839cc","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"40139f4d","serviceName":"ec4ed48b-6c42-409e-9646-471565d7","serviceDesc":"daba8732-fa0e-402b-9e4e-9c92d14839cc","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:54.703 [XNIO-1 task-2]  Y-pxtHpuTgisI74-LN2OWA DEBUG com.networknt.schema.EnumValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"40139f4d","serviceName":"ec4ed48b-6c42-409e-9646-471565d7","serviceDesc":"daba8732-fa0e-402b-9e4e-9c92d14839cc","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
16:40:54.703 [XNIO-1 task-2]  Y-pxtHpuTgisI74-LN2OWA DEBUG com.networknt.schema.TypeValidator debug - validate( "read write", {"serviceType":"swagger","serviceId":"40139f4d","serviceName":"ec4ed48b-6c42-409e-9646-471565d7","serviceDesc":"daba8732-fa0e-402b-9e4e-9c92d14839cc","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.scope)
16:40:54.703 [XNIO-1 task-2]  Y-pxtHpuTgisI74-LN2OWA DEBUG com.networknt.schema.TypeValidator debug - validate( "ec4ed48b-6c42-409e-9646-471565d7", {"serviceType":"swagger","serviceId":"40139f4d","serviceName":"ec4ed48b-6c42-409e-9646-471565d7","serviceDesc":"daba8732-fa0e-402b-9e4e-9c92d14839cc","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceName)
16:40:54.703 [XNIO-1 task-2]  Y-pxtHpuTgisI74-LN2OWA DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"40139f4d","serviceName":"ec4ed48b-6c42-409e-9646-471565d7","serviceDesc":"daba8732-fa0e-402b-9e4e-9c92d14839cc","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"40139f4d","serviceName":"ec4ed48b-6c42-409e-9646-471565d7","serviceDesc":"daba8732-fa0e-402b-9e4e-9c92d14839cc","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:54.713 [XNIO-1 task-2]  1vnfZRsST4ORm8WABMWVig DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:54.714 [XNIO-1 task-2]  1vnfZRsST4ORm8WABMWVig DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:54.714 [XNIO-1 task-2]  1vnfZRsST4ORm8WABMWVig DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:54.714 [XNIO-1 task-2]  1vnfZRsST4ORm8WABMWVig DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
16:40:54.728 [XNIO-1 task-2]  hbJ8fOduQxaEIC8TPwtnuQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:54.728 [XNIO-1 task-2]  hbJ8fOduQxaEIC8TPwtnuQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:54.728 [XNIO-1 task-2]  hbJ8fOduQxaEIC8TPwtnuQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:54.728 [XNIO-1 task-2]  hbJ8fOduQxaEIC8TPwtnuQ DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
16:40:54.740 [XNIO-1 task-2]  B8CO1gZ9QdCcJQRWKizGuQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/4622254b, base path is set to: null
16:40:54.740 [XNIO-1 task-2]  B8CO1gZ9QdCcJQRWKizGuQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:54.740 [XNIO-1 task-2]  B8CO1gZ9QdCcJQRWKizGuQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
16:40:54.740 [XNIO-1 task-2]  B8CO1gZ9QdCcJQRWKizGuQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/4622254b, base path is set to: null
16:40:54.740 [XNIO-1 task-2]  B8CO1gZ9QdCcJQRWKizGuQ DEBUG com.networknt.schema.TypeValidator debug - validate( "4622254b", "4622254b", serviceId)
16:40:54.750 [XNIO-1 task-2]  _QOCmkFMRQ-zIjfwMC7_lg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.750 [XNIO-1 task-2]  _QOCmkFMRQ-zIjfwMC7_lg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.750 [XNIO-1 task-2]  _QOCmkFMRQ-zIjfwMC7_lg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.750 [XNIO-1 task-2]  _QOCmkFMRQ-zIjfwMC7_lg DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"f0b29515","serviceName":"41f626e9-cc25-43c3-9de9-b61633a0","serviceDesc":"00685117-c054-4739-9ac7-994666de452c","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"f0b29515","serviceName":"41f626e9-cc25-43c3-9de9-b61633a0","serviceDesc":"00685117-c054-4739-9ac7-994666de452c","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:54.750 [XNIO-1 task-2]  _QOCmkFMRQ-zIjfwMC7_lg DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"f0b29515","serviceName":"41f626e9-cc25-43c3-9de9-b61633a0","serviceDesc":"00685117-c054-4739-9ac7-994666de452c","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
16:40:54.750 [XNIO-1 task-2]  _QOCmkFMRQ-zIjfwMC7_lg DEBUG com.networknt.schema.TypeValidator debug - validate( "00685117-c054-4739-9ac7-994666de452c", {"serviceType":"swagger","serviceId":"f0b29515","serviceName":"41f626e9-cc25-43c3-9de9-b61633a0","serviceDesc":"00685117-c054-4739-9ac7-994666de452c","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
16:40:54.750 [XNIO-1 task-2]  _QOCmkFMRQ-zIjfwMC7_lg DEBUG com.networknt.schema.TypeValidator debug - validate( "f0b29515", {"serviceType":"swagger","serviceId":"f0b29515","serviceName":"41f626e9-cc25-43c3-9de9-b61633a0","serviceDesc":"00685117-c054-4739-9ac7-994666de452c","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
16:40:54.750 [XNIO-1 task-2]  _QOCmkFMRQ-zIjfwMC7_lg DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"f0b29515","serviceName":"41f626e9-cc25-43c3-9de9-b61633a0","serviceDesc":"00685117-c054-4739-9ac7-994666de452c","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
16:40:54.750 [XNIO-1 task-2]  _QOCmkFMRQ-zIjfwMC7_lg DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"f0b29515","serviceName":"41f626e9-cc25-43c3-9de9-b61633a0","serviceDesc":"00685117-c054-4739-9ac7-994666de452c","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"f0b29515","serviceName":"41f626e9-cc25-43c3-9de9-b61633a0","serviceDesc":"00685117-c054-4739-9ac7-994666de452c","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:54.759 [XNIO-1 task-2]  xIc4ruI8Q3-qWj5euWoY_w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.759 [XNIO-1 task-2]  xIc4ruI8Q3-qWj5euWoY_w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.759 [XNIO-1 task-2]  xIc4ruI8Q3-qWj5euWoY_w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.760 [XNIO-1 task-2]  xIc4ruI8Q3-qWj5euWoY_w DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:40:54.775 [XNIO-1 task-2]  Rxa3VJfPRYKznkos_omTPQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.775 [XNIO-1 task-2]  Rxa3VJfPRYKznkos_omTPQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.775 [XNIO-1 task-2]  Rxa3VJfPRYKznkos_omTPQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.776 [XNIO-1 task-2]  Rxa3VJfPRYKznkos_omTPQ DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:40:54.782 [XNIO-1 task-2]  ZrnB2PoBTTmpnqDV5e8GQw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.782 [XNIO-1 task-2]  ZrnB2PoBTTmpnqDV5e8GQw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.782 [XNIO-1 task-2]  ZrnB2PoBTTmpnqDV5e8GQw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:54.782 [XNIO-1 task-2]  ZrnB2PoBTTmpnqDV5e8GQw DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
